"population"	"id_pl"	"bud_h"	"shoot_h"	"veg_h_min"	"veg_h_max"	"veg_h_mean"	"diff_veg_h_max_shoot_h"	"diff_veg_h_mean_shoot_h"	"a"	"b"	"c"	"d"	"e"	"f"	"n_fl"	"phen_index"	"most_adv"	"phen_index_p"	"most_adv_p"	"fr_int_h_max"	"fr_pred_h_max"	"n_intact_fruits"	"n_predated_fr"	"n_fruits_total"	"n_predated"	"fruit_set"	"n_fl_corrected"	"n_eggs_max"	"n_redants"	"n_blackants"	"dist_closest_redants"	"dist_closest_redants1"	"days_datalog"	"avg_d_mean"	"avg_d_sd"	"avg_d_min"	"avg_d_max"	"avg_d_range"	"avg_day_mean"	"avg_day_sd"	"avg_day_min"	"avg_day_max"	"avg_day_range"	"avg_d_mean_ja"	"avg_d_sd_ja"	"avg_d_min_ja"	"avg_d_max_ja"	"avg_d_range_ja"	"avg_day_mean_ja"	"avg_day_sd_ja"	"avg_day_min_ja"	"avg_day_max_ja"	"avg_day_range_ja"	"higher_veg_max"	"higher_veg_mean"	"attack"	"redants_pres"	"prop_pred"	"id"	"z.bud_h"	"z.shoot_h"	"z.veg_h_min"	"z.veg_h_max"	"z.veg_h_mean"	"z.diff_veg_h_max_shoot_h"	"z.diff_veg_h_mean_shoot_h"	"z.phen_index"	"z.most_adv"	"z.n_fl_corrected"	"z.n_eggs_max"	"z.n_redants"	"z.dist_closest_redants"	"z.dist_closest_redants1"	"z.avg_d_mean"	"z.avg_d_sd"	"z.avg_d_min"	"z.avg_d_max"	"z.avg_d_range"	"z.avg_day_mean"	"z.avg_day_sd"	"z.avg_day_min"	"z.avg_day_max"	"z.avg_day_range"	"z.avg_d_mean_ja"	"z.avg_d_sd_ja"	"z.avg_d_min_ja"	"z.avg_d_max_ja"	"z.avg_d_range_ja"	"z.avg_day_mean_ja"	"z.avg_day_sd_ja"	"z.avg_day_min_ja"	"z.avg_day_max_ja"	"z.avg_day_range_ja"	"z.n_predated"
"78"	"Högsjön"	"H_15_118"	9,2	17	40	40	40	23	23	1	1	0	0	0	0	2	1,5	2	2,59478673	3,45971564	NA	NA	0	0	0	1	0	2	14	20	1	53	0	73	13,9443493	1,53446923	11,9931507	16,2054795	4,21232877	14,8027397	1,15720716	13,4246575	16,2054795	2,78082192	14,6854839	1,83922238	12,3548387	17,4032258	5,0483871	15,7612903	1,2907465	14,2419355	17,4032258	3,16129032	"0"	"0"	"1"	"1"	0,5	78	-0,698576877799972	-0,839666408614012	1,21759142346479	0,288221365914	0,802368431427292	0,652571124228382	1,25842552754147	-0,388406105562504	-0,322494815687657	-0,650854820622048	1,41323729232204	1,53795931137926	-0,144434606184488	-0,297216046180966	-0,973367461679416	-0,570435749707861	-0,641997210237463	-0,847945847623572	-0,539857649604795	-0,936190667862076	-0,70526617612639	-0,603908956049994	-0,847700801548505	-0,732075982999715	-0,952423703853956	-0,337693480460604	-0,745169247389578	-0,684486776022317	-0,296042603546421	-0,821207985526759	-0,596241626360087	-0,472246809935356	-0,684472671282024	-0,600467148414843	-0,14379093135546
"79"	"Högsjön"	"H_15_119"	7,4	12,5	25	25	25	12,5	12,5	2	0	0	0	0	0	2	1	1	1,72985782	1,72985782	NA	NA	0	0	0	1	0	2	4	11	0	84	0	73	14,0162671	0,69606209	13,130137	14,9246575	1,79452055	14,3671233	0,58170963	13,5205479	14,9246575	1,40410959	14,6975806	0,8144966	13,6451613	15,7419355	2,09677419	15,1290323	0,63836461	14,1935484	15,7419355	1,5483871	"0"	"0"	"1"	"1"	0,5	79	-0,856414331361472	-1,50751051299785	0,164908710958138	-0,583926508972239	-0,27671561083844	0,00706074530458841	0,472434555011495	-1,07553804832072	-1,16487351528559	-0,650854820622048	-0,0782670600763513	0,571819011418134	0,0642524044124812	-0,297216046180966	-0,916184649073941	-1,76229291606493	0,310379308060416	-1,43796124039084	-1,75485329490469	-1,22948965466178	-1,65286363171688	-0,521867799281293	-1,43766456032843	-1,62043235681549	-0,941578160329014	-1,80540739922626	0,448033003983716	-1,50668068511647	-1,80984778384928	-1,28900027620108	-1,69599765881548	-0,520101536396039	-1,50668128339466	-1,67004707941001	-0,14379093135546
"80"	"Högsjön"	"H_15_120"	7,6	21	20	30	25	9	4	3	0	0	0	0	0	3	1	1	1,72985782	1,72985782	NA	NA	0	0	0	3	0	3	6	7	0	29	0	73	13,7166096	1,11995989	12,2945205	15,3219178	3,02739726	14,330137	0,86924435	13,2260274	15,3219178	2,09589041	14,5100806	1,33307173	12,7903226	16,3709677	3,58064516	15,2677419	0,97056281	14,0322581	16,3709677	2,33870968	"0"	"0"	"1"	"1"	1	80	-0,838876836521305	-0,246027204717272	-0,18598552654408	-0,293210550676826	-0,27671561083844	-0,208109381003343	-0,163843851322294	-1,07553804832072	-1,16487351528559	-0,328090482408496	0,220033810403327	0,142423322546524	-0,305998743420852	-0,297216046180966	-1,15444636826342	-1,15969114106932	-0,38956011328728	-1,2549618135108	-1,13530877460289	-1,25439240009439	-1,17941734417864	-0,773851339991272	-1,25468114826802	-1,17404432981895	-1,1096851160216	-1,06265265343787	-0,342463466744628	-1,19536456928524	-1,04880911455879	-1,18637242250446	-1,13599288244006	-0,679617258298392	-1,19535960040153	-1,14595291176347	1,00275254761044
"81"	"Högsjön"	"H_15_121"	11	20	20	30	25	10	5	1	2	0	0	0	0	3	1,666666667	2	2,883096367	3,45971564	NA	NA	0	0	0	2	0	3	14	7	0	15	0	73	13,9991438	1,20160447	12,5479452	16,0410959	3,49315068	14,6356164	0,99724824	13,5821918	16,0410959	2,45890411	14,7278226	1,42993837	13,016129	17,1774194	4,16129032	15,5064516	1,14905431	14,3064516	17,1774194	2,87096774	"0"	"0"	"1"	"1"	0,666666666666667	81	-0,540739424238472	-0,394437005691457	-0,18598552654408	-0,293210550676826	-0,27671561083844	-0,14663220205822	-0,0889875682242015	-0,15936212418501	-0,322494815687657	-0,328090482408496	1,41323729232204	0,142423322546524	-0,400244490142064	-0,297216046180966	-0,929799615814961	-1,04362738979066	-0,177283383623358	-0,923669761109207	-0,901258624387277	-1,04871419672973	-0,968649870563797	-0,469126994531974	-0,923418088211114	-0,939801106198339	-0,914464077374054	-0,923910642095031	-0,133653123614547	-0,796241263913132	-0,751011375516585	-1,00975693109244	-0,835099944000259	-0,408440540954367	-0,796229157640941	-0,792991536259228	0,429480808127492
"82"	"Högsjön"	"H_15_122"	7,2	14	30	45	37,5	31	23,5	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782	NA	NA	0	0	0	0	0	1	0	1	0	15	0	73	14,2996575	1,25199239	12,7808219	16,3972603	3,61643836	14,9767123	1,01169173	13,8767123	16,3972603	2,52054795	14,9556452	1,46046737	13,1774194	17,3709677	4,19354839	15,7741935	1,11365719	14,5483871	17,3709677	2,82258065	"0"	"0"	"0"	"1"	0	82	-0,873951826201638	-1,28489581153657	0,515802948460357	0,578937324209414	0,62252109104967	1,14438855578937	1,29585366909052	-1,07553804832072	-1,16487351528559	-0,9736191588356	-0,674868801035709	-0,501670210760891	-0,400244490142064	-0,297216046180966	-0,690857120459458	-0,971997270383721	0,0177816762975044	-0,759601312600578	-0,839304167834421	-0,819055529444628	-0,944867640996545	-0,217143453821996	-0,759363997816354	-0,900023952338985	-0,710205070846219	-0,880183979703462	0,0154972271619951	-0,700451724074413	-0,734467053831607	-0,811661222203829	-0,89477081599756	-0,169166908650958	-0,700437904829942	-0,825078929812363	-0,717062670838412
"83"	"Högsjön"	"H_15_123"	6,6	15	30	45	37,5	30	22,5	0	1	0	0	0	0	1	2	2	3,45971564	3,45971564	50,1	NA	1	0	1	0	1	1	0	1	0	13	0	73	14,4614726	1,35669284	12,8013699	16,6917808	3,89041096	15,2013699	1,08243219	14,0068493	16,6917808	2,68493151	15,1854839	1,65426362	13,2096774	17,9516129	4,74193548	16,1096774	1,28452683	14,7096774	17,9516129	3,24193548	"0"	"0"	"0"	"1"	0	83	-0,926564310722138	-1,13648601056238	0,515802948460357	0,578937324209414	0,62252109104967	1,08291137684424	1,22099738599242	0,298725837195712	-0,322494815687657	-0,9736191588356	-0,674868801035709	-0,501670210760891	-0,413708168245094	-0,297216046180966	-0,562195752341464	-0,823157910960673	0,0349933460405652	-0,623929354681747	-0,701627608884063	-0,667794359165336	-0,828388461836035	-0,105801859476696	-0,623703912950742	-0,793951550651025	-0,504138488673733	-0,602609765136918	0,0453272233387655	-0,413082956084402	-0,453213636474381	-0,563444857894713	-0,606726466155965	-0,00965118674860343	-0,413063997920435	-0,546988152528224	-0,717062670838412
"84"	"Högsjön"	"H_15_124"	9,4	21	20	35	27,5	14	6,5	2	0	0	0	0	0	2	1	1	1,72985782	1,72985782	40,8	NA	1	0	1	0	0,5	2	6	8	0	50	0	73	14,4777397	1,48076552	12,6232877	16,7328767	4,10958904	15,260274	1,21900694	13,739726	16,7328767	2,99315068	15,3729839	1,72544797	13,2096774	17,9032258	4,69354839	16,3193548	1,35023698	14,6129032	17,9032258	3,29032258	"0"	"0"	"1"	"1"	0	84	-0,681039382959805	-0,246027204717272	-0,18598552654408	-0,00249459238141277	-0,0968682704608183	0,0992765137222732	0,0232968564229378	-1,07553804832072	-1,16487351528559	-0,650854820622048	0,220033810403327	0,249772244764427	-0,164630123339034	-0,297216046180966	-0,549261561766467	-0,646779507495351	-0,114174067504194	-0,604998376310339	-0,591486361723777	-0,628134436241523	-0,603508460008908	-0,334345118571171	-0,604774591285091	-0,595065800712469	-0,336031532981149	-0,500652477311792	0,0453272233387655	-0,437030353416902	-0,478030111308739	-0,408309657946851	-0,495955252295248	-0,105360639669968	-0,437011823496227	-0,514900752343694	-0,717062670838412
"85"	"Högsjön"	"H_15_125"	5,1	18	40	60	50	42	32	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782	NA	NA	0	0	0	0	0	1	0	0	0	250	250	73	14,197774	1,00251082	12,890411	15,5547945	2,66438356	14,7424658	0,77562642	13,7328767	15,5547945	1,82191781	14,891129	1,20935095	13,2903226	16,483871	3,19354839	15,5774194	0,86867198	14,4354839	16,483871	2,0483871	"0"	"0"	"0"	"0"	0	85	-1,05809552202339	-0,691256607639827	1,21759142346479	1,45108519909565	1,52175779293778	1,82063752418572	1,93213207542431	-1,07553804832072	-1,16487351528559	-0,9736191588356	-0,674868801035709	-0,609019132978794	1,181737686964	1,7045724750432	-0,771866065228206	-1,32665359771237	0,109577052812946	-1,1476863001164	-1,31773021772471	-0,976772872298058	-1,33356589850111	-0,340205188975046	-1,14741502287021	-1,35083166596555	-0,768048388045439	-1,23985782812036	0,119902398727036	-1,13948727584855	-1,24734093887734	-0,957249584841198	-1,30775585848525	-0,280827904092629	-1,13948130772991	-1,33847729960786	-0,717062670838412
"86"	"Högsjön"	"H_15_126"	7	21	25	25	25	4	4	4	0	0	0	0	0	4	1	1	1,72985782	1,72985782	NA	NA	0	0	0	0	0	4	4	3	0	40	0	73	14,0736301	2,5145771	11,1780822	18,4383562	7,26027397	15,4150685	2,09819665	13,0821918	18,4383562	5,35616438	15,0383065	2,99282004	11,6935484	20,4193548	8,72580645	16,6419355	2,50068638	13,983871	20,4193548	6,43548387	"0"	"0"	"1"	"1"	0	86	-0,891489321041805	-0,246027204717272	0,164908710958138	-0,583926508972239	-0,27671561083844	-0,515495275728959	-0,163843851322294	-1,07553804832072	-1,16487351528559	-0,00532614419494321	-0,0782670600763513	-0,286972366325086	-0,231948513854185	-0,297216046180966	-0,870574554222765	0,822859384518285	-1,3247249618421	0,180637064874327	0,991794081280923	-0,523911844961291	0,844139685722213	-0,896913075144323	0,180792096624786	0,929724989683805	-0,636093393531065	1,31460352941602	-1,35668537116461	0,808234208890577	1,59000974543045	-0,169640056960663	1,443420575082	-0,727471984759073	0,808275007460629	1,57078012039142	-0,717062670838412
"87"	"Högsjön"	"H_15_128"	12	25	30	30	30	5	5	1	2	0	0	0	0	3	1,666666667	2	2,883096367	3,45971564	NA	NA	0	0	0	2	0	3	13	4	0	3	0	73	14,1755137	0,95313143	12,9794521	15,5410959	2,56164384	14,6575342	0,80660197	13,5410959	15,5410959	2	14,9737903	1,17122835	13,483871	16,6935484	3,20967742	15,5935484	0,94606013	14,3225806	16,6935484	2,37096774	"0"	"0"	"1"	"1"	0,666666666666667	87	-0,453051950037639	0,347611999179469	0,515802948460357	-0,293210550676826	0,0829790699168038	-0,454018096783836	-0,0889875682242015	-0,15936212418501	-0,322494815687657	-0,328090482408496	1,2640868570822	-0,179623444107183	-0,481026558760246	-0,297216046180966	-0,789565529942668	-1,39685001784524	0,184160759585326	-1,15399661088508	-1,36935892481849	-1,03395701923853	-1,28256246089206	-0,504287502512448	-1,15372478140498	-1,23591989747026	-0,693936710730285	-1,29446079774559	0,298882745680348	-1,03571523723814	-1,23906878059923	-0,945316130687536	-1,17729839774387	-0,39248899843406	-1,03570741339886	-1,12456131606138	0,429480808127492
"88"	"Högsjön"	"H_15_129"	9,4	26	30	30	30	4	4	3	1	0	0	0	0	4	1,25	2	2,162322275	3,45971564	NA	NA	0	0	0	1	0	4	13	2	1	8	0	73	14,0607877	1,77137885	11,869863	16,8082192	4,93835616	15,0054795	1,4508858	13,2328767	16,8082192	3,57534247	15,0705645	2,15961011	12,4032258	18,5483871	6,14516129	16,2612903	1,69431918	14,2903226	18,5483871	4,25806452	"0"	"0"	"1"	"1"	0,25	88	-0,681039382959805	0,496021800153654	0,515802948460357	-0,293210550676826	0,0829790699168038	-0,515495275728959	-0,163843851322294	-0,731972076941612	-0,322494815687657	-0,00532614419494321	1,2640868570822	-0,394321288542988	-0,44736736350267	-0,297216046180966	-0,880785719645019	-0,233651370252398	-0,74526697740612	-0,570291574951861	-0,175014768386347	-0,799686675073985	-0,221703489028019	-0,767991269587395	-0,570070827221172	-0,219392701721836	-0,607171824588497	0,121197610112655	-0,700424160651251	-0,117731738813986	0,266464236296771	-0,451270166887598	0,0840830364906683	-0,424392083474675	-0,117707498983055	0,126847211558522	-0,14379093135546
"89"	"Högsjön"	"H_15_132"	7,1	22	25	25	25	3	3	2	0	0	0	0	0	2	1	1	1,72985782	1,72985782	41	NA	1	0	1	1	0,5	2	4	5	0	8	0	73	13,7011986	0,88905002	12,5479452	14,8561644	2,30821918	14,169863	0,70714215	13,1575342	14,8561644	1,69863014	14,3669355	1,04426346	12,983871	15,6774194	2,69354839	14,9419355	0,77702458	13,8225806	15,6774194	1,85483871	"0"	"0"	"1"	"1"	0,5	89	-0,882720573621722	-0,0976174037430864	0,164908710958138	-0,583926508972239	-0,27671561083844	-0,576972454674082	-0,238700134420387	-1,07553804832072	-1,16487351528559	-0,650854820622048	-0,0782670600763513	-0,0722745218892809	-0,44736736350267	-0,297216046180966	-1,16669986218374	-1,48794643639287	-0,177283383623358	-1,46951284029961	-1,49670974436017	-1,36230431941225	-1,44633010098165	-0,832452215144467	-1,46921339906362	-1,43038596723152	-1,23802477993259	-1,47631250859798	-0,163483119791316	-1,53861053172938	-1,50377788140021	-1,42742864033381	-1,46225092119898	-0,886987805561188	-1,53861170099833	-1,46682689371458	-0,14379093135546
"90"	"Högsjön"	"H_15_133"	9,2	21	40	40	40	19	19	3	0	0	0	0	0	3	1	1	1,72985782	1,72985782	NA	NA	0	0	0	1	0	3	11	40	0	120	0	73	15,8313356	1,88731792	13,4794521	18,5821918	5,10273973	16,909589	1,40461356	15,2260274	18,5821918	3,35616438	16,75	2,08973553	14,1612903	19,7258065	5,56451613	17,9677419	1,48703933	16,1290323	19,7258065	3,59677419	"0"	"0"	"1"	"1"	0,333333333333333	90	-0,698576877799972	-0,246027204717272	1,21759142346479	0,288221365914	0,802368431427292	0,406662408447889	0,959000395149099	-1,07553804832072	-1,16487351528559	-0,328090482408496	0,965785986602524	3,68493775573731	0,306598610267027	-0,297216046180966	0,527000791826656	-0,0688354892231964	0,602976939823328	0,246895466141572	-0,0924088279909377	0,4823435402845	-0,297894010451234	0,937292982458123	0,247044699423899	-0,360822577091854	0,898560384409114	0,0211163048156376	0,925313867543764	0,464988246446443	-0,0313335027454329	0,811291798147017	-0,265340006880368	1,39408742313148	0,465022906863833	-0,311680566648264	-0,14379093135546
"91"	"Högsjön"	"H_15_134"	8,9	18	5	30	17,5	12	-0,5	1	1	0	0	0	0	2	1,5	2	2,59478673	3,45971564	NA	NA	0	0	0	1	0	2	1	1	0	18	0	73	14,3458904	1,6289611	12,2534247	16,9246575	4,67123288	15,2506849	1,24108335	13,8493151	16,9246575	3,07534247	15,3205645	1,91462917	12,9193548	18,4354839	5,51612903	16,3935484	1,44392207	14,8064516	18,4354839	3,62903226	"0"	"1"	"1"	"1"	0,5	91	-0,724883120060222	-0,691256607639827	-1,23866823905074	-0,293210550676826	-0,816257631971307	-0,0236778441679732	-0,500697125263712	-0,388406105562504	-0,322494815687657	-0,650854820622048	-0,525718365795869	-0,501670210760891	-0,380048972987518	-0,297216046180966	-0,654096718209838	-0,436108634576208	-0,423983285246931	-0,516653841287345	-0,309249410850349	-0,634590743474955	-0,567158086889891	-0,240583735437501	-0,51643778755294	-0,542029593415751	-0,383029216998386	-0,229688395185557	-0,223143297091201	-0,173608982759392	-0,0561499827085296	-0,353415620864877	-0,338025143477197	0,0860582661727613	-0,173585742162513	-0,290288964314779	-0,14379093135546
"92"	"Högsjön"	"H_15_135"	7,3	23	30	30	30	7	7	1	1	0	0	0	0	2	1,5	2	2,59478673	3,45971564	NA	NA	0	0	0	1	0	2	2	15	0	3	0	73	14,4349315	1,54855649	12,5273973	16,8972603	4,36986301	15,2547945	1,27461306	13,7123288	16,8972603	3,18493151	15,4112903	1,90621616	13,0322581	18,5322581	5,5	16,4741935	1,46338666	14,8387097	18,5322581	3,69354839	"0"	"0"	"1"	"1"	0,5	92	-0,865183078781555	0,0507923972310988	0,515802948460357	-0,293210550676826	0,0829790699168038	-0,331063738893589	0,0607249979719843	-0,388406105562504	-0,322494815687657	-0,650854820622048	-0,37656793055603	1,00121470028974	-0,481026558760246	-0,297216046180966	-0,583298938863344	-0,550409677666854	-0,194494969603182	-0,529274462824704	-0,460693630720937	-0,631823764279149	-0,511949043885507	-0,357785400186676	-0,529057304622482	-0,47131465895711	-0,30168714744759	-0,241738342709776	-0,118738033052988	-0,125714188094391	-0,0644221409866489	-0,293748276109004	-0,305212613577308	0,117961450113136	-0,125690091010929	-0,247505766279205	-0,14379093135546
"93"	"Högsjön"	"H_15_137"	11,5	24	40	40	40	16	16	0	1	0	0	0	0	1	2	2	3,45971564	3,45971564	NA	NA	0	0	0	1	0	1	5	21	0	28	0	73	14,4238014	0,84701761	13,2945205	15,4931507	2,19863014	14,8246575	0,7191672	13,7328767	15,4931507	1,76027397	15,2681452	1,01387521	13,9032258	16,5322581	2,62903226	15,7709677	0,8212229	14,516129	16,5322581	2,01612903	"0"	"0"	"1"	"1"	1	93	-0,496895687138055	0,199202198205284	1,21759142346479	0,288221365914	0,802368431427292	0,22223087161252	0,73443154585482	0,298725837195712	-0,322494815687657	-0,9736191588356	0,0708833751634881	1,64530823359716	-0,312730582472367	-0,297216046180966	-0,592148631464899	-1,54769858625858	0,448072247188725	-1,17608274464083	-1,55178036794032	-0,921433490370873	-1,42653000421434	-0,340205188975046	-1,17580898233802	-1,39060881982491	-0,430026811358579	-1,51983757487662	0,68667343576374	-1,11553987851605	-1,53686651964143	-0,814047913034562	-1,38774338230272	-0,201070092591333	-1,11553348215411	-1,35986890194134	-0,14379093135546
"94"	"Högsjön"	"H_15_138"	9,6	19	30	30	30	11	11	0	1	0	0	0	0	1	2	2	3,45971564	3,45971564	NA	NA	0	0	0	0	0	1	0	2	0	28	0	73	14,5984589	1,19058565	12,9931507	16,1164384	3,12328767	15,239726	0,89932547	13,9726027	16,1164384	2,14383562	15,4455645	1,38931938	13,5483871	17,1774194	3,62903226	16,2225806	0,98852406	14,8225806	17,1774194	2,35483871	"0"	"0"	"0"	"1"	0	94	-0,663501888119639	-0,542846806665642	0,515802948460357	-0,293210550676826	0,0829790699168038	-0,0851550231130964	0,360150130364356	0,298725837195712	-0,322494815687657	-0,9736191588356	-0,674868801035709	-0,394321288542988	-0,312730582472367	-0,297216046180966	-0,453276097924652	-1,05929144959554	0,195635150238542	-0,888962959750729	-1,08712197897026	-0,641969332220556	-1,12988664893255	-0,135102297053295	-0,888714324147194	-1,14310654276693	-0,27095791320333	-0,982089189129539	0,35854283050706	-0,796241263913132	-1,02399263459569	-0,47991053084395	-1,10571461546067	0,102009808693068	-0,796229157640941	-1,13525711391243	-0,717062670838412
"95"	"Högsjön"	"H_15_139"	7,3	21,5	45	45	45	23,5	23,5	3	1	0	0	0	0	4	1,25	2	2,162322275	3,45971564	NA	NA	0	0	0	2	0	4	0	16	0	28	0	73	13,6318493	0,80464152	12,5068493	14,6506849	2,14383562	14,0753425	0,56758903	13,3082192	14,6506849	1,34246575	14,2358871	0,94715805	12,8870968	15,4193548	2,53225806	14,783871	0,61461378	13,9677419	15,4193548	1,4516129	"0"	"0"	"0"	"1"	0,5	95	-0,865183078781555	-0,171822304230179	1,56848566096701	0,578937324209414	1,16206311218254	0,683309713700944	1,29585366909052	-0,731972076941612	-0,322494815687657	-0,00532614419494321	-0,674868801035709	1,10856362250765	-0,312730582472367	-0,297216046180966	-1,2218404258025	-1,60793930242029	-0,211706639346243	-1,56416773215665	-1,57931567973039	-1,42594463892685	-1,67611420002325	-0,703530324030324	-1,56386000739188	-1,66020951067484	-1,35551890031864	-1,61539651002171	-0,252973293267972	-1,66633001716357	-1,58649947956762	-1,54437671300239	-1,73603573922314	-0,743423626179142	-1,66633347039734	-1,73422187977907	0,429480808127492
"96"	"Högsjön"	"H_15_140"	7,2	23	40	40	40	17	17	3	0	0	0	0	0	3	1	1	1,72985782	1,72985782	NA	NA	0	0	0	1	0	3	2	7	0	15	0	73	14,1583904	0,94765983	12,8972603	15,4931507	2,59589041	14,6835616	0,69788456	13,8082192	15,4931507	1,68493151	14,8770161	1,15158187	13,3225806	16,516129	3,19354839	15,5419355	0,79409712	14,5645161	16,516129	1,9516129	"0"	"0"	"1"	"1"	0,333333333333333	96	-0,873951826201638	0,0507923972310988	1,21759142346479	0,288221365914	0,802368431427292	0,283708050557643	0,809287828952913	-1,07553804832072	-1,16487351528559	-0,328090482408496	-0,37656793055603	0,142423322546524	-0,400244490142064	-0,297216046180966	-0,803180496683688	-1,40462829806294	0,115314248139554	-1,17608274464083	-1,3521493574623	-1,01643286255152	-1,4615733787919	-0,275744243417975	-1,17580898233802	-1,43922533403885	-0,780701596872072	-1,32260043540626	0,149732394903806	-1,12352237728774	-1,24734093887734	-0,983503257966819	-1,43347080154493	-0,15321536613065	-1,12351612367416	-1,40265209997692	-0,14379093135546
"97"	"Högsjön"	"H_15_141"	7,6	24	40	40	40	16	16	4	0	0	0	0	0	4	1	1	1,72985782	1,72985782	NA	NA	0	0	0	1	0	4	0	4	0	15	0	73	14,2696918	0,94474175	13,0684932	15,6506849	2,58219178	14,7876712	0,7278045	13,9109589	15,6506849	1,73972603	14,9758065	1,12144598	13,5322581	16,6129032	3,08064516	15,6096774	0,82134556	14,6290323	16,6129032	1,98387097	"0"	"0"	"0"	"1"	0,25	97	-0,838876836521305	0,199202198205284	1,21759142346479	0,288221365914	0,802368431427292	0,22223087161252	0,73443154585482	-1,07553804832072	-1,16487351528559	-0,00532614419494321	-0,674868801035709	-0,179623444107183	-0,400244490142064	-0,297216046180966	-0,714683252622731	-1,40877656254456	0,258744466357706	-1,1035140326049	-1,35903318540981	-0,946336235803483	-1,41230807783497	-0,187843016245397	-1,10324662100414	-1,40386786680953	-0,692129045428593	-1,36576404665784	0,343627832418675	-1,07562758262274	-1,30524605708166	-0,933382676533873	-1,38753660759452	-0,0894089982498992	-1,07562047252257	-1,38126049764343	-0,14379093135546
"98"	"Högsjön"	"H_15_142"	9	34	40	50	45	16	11	3	0	0	0	0	0	3	1	1	1,72985782	1,72985782	NA	NA	0	0	0	1	0	3	2	2	0	33	0	73	13,9469178	0,92732677	12,7191781	15,130137	2,4109589	14,430137	0,73626275	13,3493151	15,130137	1,78082192	14,6189516	1,11142677	13,1290323	15,983871	2,85483871	15,2258065	0,8284766	13,983871	15,983871	2	"0"	"0"	"1"	"1"	0,333333333333333	98	-0,716114372640139	1,68330020794714	1,21759142346479	0,869653282504827	1,16206311218254	0,22223087161252	0,360150130364356	-1,07553804832072	-1,16487351528559	-0,328090482408496	-0,37656793055603	-0,394321288542988	-0,279071387214791	-0,297216046180966	-0,971325212692696	-1,43353323233505	-0,0338531654052053	-1,3433063485338	-1,44508103726639	-1,18706275254216	-1,3983809699658	-0,668369816049849	-1,34301795200017	-1,37734976638754	-1,01207459669782	-1,38011455316314	-0,0292478595763321	-1,38694369845397	-1,42105628836154	-1,21739940330398	-1,37551542126502	-0,727471984759073	-1,3869421555157	-1,37056469979239	-0,14379093135546
"99"	"Högsjön"	"H_15_143"	7,2	15,5	20	50	35	34,5	19,5	0	1	0	0	0	0	1	2	2	3,45971564	3,45971564	NA	NA	0	0	0	1	0	1	9	6	0	100	0	73	13,9349315	0,85162192	12,7945205	15,0136986	2,21917808	14,3808219	0,66356646	13,4315068	15,0136986	1,58219178	14,6552419	1,00653535	13,3064516	15,9032258	2,59677419	15,2096774	0,73171162	14,1451613	15,9032258	1,75806452	"0"	"0"	"1"	"1"	1	99	-0,873951826201638	-1,06228111007529	-0,18598552654408	0,869653282504827	0,442673750672048	1,3595586820973	0,996428536698145	0,298725837195712	-0,322494815687657	-0,9736191588356	0,667485116122845	0,0350744003286216	0,171961829236724	-0,297216046180966	-0,980855681460275	-1,54115322230852	0,0292560669507222	-1,39694412826368	-1,54145462853164	-1,22026643556219	-1,51808056178658	-0,598048885646118	-1,39665103772974	-1,5055205883202	-0,979537786808916	-1,53035045051033	0,134817396815422	-1,42685604383856	-1,55341084132641	-1,2293329314452	-1,53863747004756	-0,567956262856721	-1,42685521463941	-1,53100168745224	-0,14379093135546
"100"	"Högsjön"	"H_15_144"	8	17	0	50	25	33	8	1	1	0	0	0	0	2	1,5	2	2,59478673	3,45971564	NA	NA	0	0	0	0	0	2	0	15	1	153	0	73	14,1121575	0,89140207	12,9315068	15,390411	2,45890411	14,6191781	0,63504441	13,8630137	15,390411	1,52739726	14,6028226	1,09048458	13,1935484	16,1774194	2,98387097	15,2419355	0,74710442	14,3548387	16,1774194	1,82258065	"0"	"0"	"0"	"1"	0	100	-0,803801846840972	-0,839666408614012	-1,58956247655296	0,869653282504827	-0,27671561083844	1,26734291367961	0,135581281070077	-0,388406105562504	-0,322494815687657	-0,650854820622048	-0,674868801035709	1,00121470028974	0,528749298967026	-0,297216046180966	-0,839940898933307	-1,48460282502032	0,144000224772595	-1,22341016753667	-1,42098763693748	-1,05978204618331	-1,56504413782178	-0,228863594629748	-1,22313226347148	-1,54087805554952	-1,02653538116911	-1,41011003522512	0,0304122252503795	-1,29115410912396	-1,35487901187911	-1,20546594915032	-1,51268898049586	-0,360585814493685	-1,29115085321253	-1,48821848941667	-0,717062670838412
