"population"	"id_pl"	"bud_h"	"shoot_h"	"veg_h_min"	"veg_h_max"	"veg_h_mean"	"diff_veg_h_max_shoot_h"	"diff_veg_h_mean_shoot_h"	"a"	"b"	"c"	"d"	"e"	"f"	"n_fl"	"phen_index"	"most_adv"	"phen_index_p"	"most_adv_p"	"fr_int_h_max"	"fr_pred_h_max"	"n_intact_fruits"	"n_predated_fr"	"n_fruits_total"	"n_predated"	"fruit_set"	"n_fl_corrected"	"n_eggs_max"	"n_redants"	"n_blackants"	"dist_closest_redants"	"dist_closest_redants1"	"days_datalog"	"avg_d_mean"	"avg_d_sd"	"avg_d_min"	"avg_d_max"	"avg_d_range"	"avg_day_mean"	"avg_day_sd"	"avg_day_min"	"avg_day_max"	"avg_day_range"	"avg_d_mean_ja"	"avg_d_sd_ja"	"avg_d_min_ja"	"avg_d_max_ja"	"avg_d_range_ja"	"avg_day_mean_ja"	"avg_day_sd_ja"	"avg_day_min_ja"	"avg_day_max_ja"	"avg_day_range_ja"	"higher_veg_max"	"higher_veg_mean"	"attack"	"redants_pres"	"prop_pred"	"id"	"z.bud_h"	"z.shoot_h"	"z.veg_h_min"	"z.veg_h_max"	"z.veg_h_mean"	"z.diff_veg_h_max_shoot_h"	"z.diff_veg_h_mean_shoot_h"	"z.phen_index"	"z.most_adv"	"z.n_fl_corrected"	"z.n_eggs_max"	"z.n_redants"	"z.dist_closest_redants"	"z.dist_closest_redants1"	"z.avg_d_mean"	"z.avg_d_sd"	"z.avg_d_min"	"z.avg_d_max"	"z.avg_d_range"	"z.avg_day_mean"	"z.avg_day_sd"	"z.avg_day_min"	"z.avg_day_max"	"z.avg_day_range"	"z.avg_d_mean_ja"	"z.avg_d_sd_ja"	"z.avg_d_min_ja"	"z.avg_d_max_ja"	"z.avg_d_range_ja"	"z.avg_day_mean_ja"	"z.avg_day_sd_ja"	"z.avg_day_min_ja"	"z.avg_day_max_ja"	"z.avg_day_range_ja"	"z.n_predated"
"156"	"Remmene"	"R_15_048"	3,6	8	10	10	10	2	2	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782	NA	NA	0	0	0	0	0	1	4	1	0	77	0	66	14,4147727	2,45420859	11,2272727	17,8181818	6,59090909	15,7833333	1,86163303	13,2575758	17,8181818	4,56060606	15,7133621	2,81849345	12,1206897	19,5689655	7,44827586	17,3413793	2,04930778	14,5689655	19,5689655	5	"0"	"0"	"1"	"1"	0	156	-1,18962673332464	-2,17535461738168	-0,887774001548518	-1,45607438385848	-1,35579965310417	-0,638449633619205	-0,31355641751848	-1,07553804832072	-1,16487351528559	-0,9736191588356	-0,0782670600763513	-0,501670210760891	0,0171295310518752	-0,297216046180966	-0,599327472588669	0,737041125306182	-1,2835214072141	-0,105048566852958	0,655425213150974	-0,275960453062374	0,454620925498732	-0,746859407220091	-0,104868533910201	0,416372062631739	-0,0308585037218356	1,06491569336494	-0,961694257458227	0,387365620890731	0,934797668472376	0,34786137030471	0,682506843599866	-0,148814920145788	0,387398893208689	0,618853979020531	-0,717062670838412
"157"	"Remmene"	"R_15_049"	7,2	25	20	32	26	7	1	3	0	0	0	0	0	3	1	1	1,72985782	1,72985782	NA	22,7	0	1	1	2	0,333333333	3	0	2	10	100	0	66	13,8702652	1,08295987	12,4772727	15,4393939	2,96212121	14,3454545	0,98539677	12,9848485	15,4393939	2,45454545	14,4806034	1,15934284	12,9655172	16,137931	3,17241379	15,0275862	0,99000991	13,6896552	16,137931	2,44827586	"0"	"0"	"0"	"1"	0,666666666666667	157	-0,873951826201638	0,347611999179469	-0,18598552654408	-0,176924167358661	-0,204776674687392	-0,331063738893589	-0,388412700616573	-1,07553804832072	-1,16487351528559	-0,328090482408496	-0,674868801035709	-0,394321288542988	0,171961829236724	-0,297216046180966	-1,03227272862787	-1,2122893799063	-0,236480956619098	-1,20084601343689	-1,16811125903334	-1,24407918133057	-0,988164155563434	-0,980197292706067	-1,20057008402739	-0,942613635227041	-1,13611350191142	-1,31148440425486	-0,180455461034703	-1,31069742552079	-1,25818032328823	-1,36405777408798	-1,10320983639511	-1,01845070903498	-1,31069451909594	-1,07329524341074	0,429480808127492
"158"	"Remmene"	"R_15_050"	8,6	19	8	20	14	1	-5	2	0	0	0	0	0	2	1	1	1,72985782	1,72985782	NA	NA	0	0	0	1	0	2	11	2	0	205	0	66	14,4839015	2,09576849	11,8409091	17,3181818	5,47727273	15,5712121	1,75551589	12,9848485	17,3181818	4,33333333	15,6508621	2,39706017	12,6206897	18,8448276	6,22413793	16,9413793	1,92777614	14,0862069	18,8448276	4,75862069	"0"	"1"	"1"	"1"	0,5	158	-0,751189362320472	-0,542846806665642	-1,02813169654941	-0,874642467267652	-1,06804390849998	-0,699926812564328	-0,83755039920513	-1,07553804832072	-1,16487351528559	-0,650854820622048	0,965785986602524	-0,394321288542988	0,878804929645814	-0,297216046180966	-0,5443622314934	0,227492265912233	-0,769519701008107	-0,335375416628832	0,0958012873759073	-0,41878090940593	0,279891536376003	-0,980197292706067	-0,335175227104073	0,269718928283759	-0,0868941556193635	0,461297141983261	-0,499328391986564	0,0289804724767349	0,30696929248143	0,0519111153933813	0,477634273908827	-0,626262023806511	0,0290073359130352	0,45878580968954	-0,14379093135546
"159"	"Remmene"	"R_15_051"	2,2	18	30	50	40	32	22	4	0	0	0	0	0	4	1	1	1,72985782	1,72985782	32	NA	2	0	2	0	0,5	4	0	2	20	39	0	66	13,4943182	1,31168655	11,7045455	15,2348485	3,53030303	14,119697	1,09184849	12,5	15,2348485	2,73484848	14,3232759	1,43251505	12,3448276	16,1551724	3,81034483	15,0551724	1,10173848	13,4137931	16,1551724	2,74137931	"0"	"0"	"0"	"1"	0	159	-1,3123891972058	-0,691256607639827	0,515802948460357	0,869653282504827	0,802368431427292	1,20586573473449	1,18356924444338	-1,07553804832072	-1,16487351528559	-0,00532614419494321	-0,674868801035709	-0,394321288542988	-0,2386803529057	-0,297216046180966	-1,33119325804604	-0,88713764909559	-0,883742265159112	-1,29507060867318	-0,882588846077623	-1,39608091040329	-0,812883856766615	-1,39502017171762	-1,29478643339143	-0,761741438563868	-1,27716868629395	-0,920220065382688	-0,754426829221225	-1,30216443519137	-0,931002152412165	-1,34364741678289	-0,914862840964081	-1,29127766779815	-1,30216137617392	-0,878926750659242	-0,717062670838412
"160"	"Remmene"	"R_15_052"	5,1	16	20	35	27,5	19	11,5	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782	NA	NA	0	0	0	0	0	1	0	0	1	75	75	66	14,15625	2,73903195	10,9015152	18,2272727	7,32575758	15,5287879	2,43411731	12,3787879	18,2272727	5,84848485	15,012931	2,38513272	12,0172414	18,3103448	6,29310345	16,2758621	1,96347842	13,5	18,3103448	4,81034483	"0"	"0"	"0"	"0"	0	160	-1,05809552202339	-0,988076209588198	-0,18598552654408	-0,00249459238141277	-0,0968682704608183	0,406662408447889	0,397578271913402	-1,07553804832072	-1,16487351528559	-0,9736191588356	-0,674868801035709	-0,609019132978794	0,00366585294884491	0,303320510186283	-0,804882357587397	1,1419383960545	-1,55638643088187	0,0834006696849955	1,02470086864742	-0,447344973742783	1,3972568514836	-1,4987258700812	0,0835642108792086	1,24740648199998	-0,658844316486676	0,444213464845382	-1,05735618298037	-0,235541930787516	0,342339906658029	-0,440488847076304	0,537819570901684	-1,20601924936589	-0,235519797716817	0,493086133110051	-0,717062670838412
"161"	"Remmene"	"R_15_053"	8	20	40	40	40	20	20	3	0	0	0	0	0	3	1	1	1,72985782	1,72985782	NA	NA	0	0	0	0	0	3	0	2	15	15	0	66	14,0587121	0,95732331	12,8712121	15,5378788	2,66666667	14,5772727	0,76163134	13,7272727	15,5378788	1,81060606	14,4719828	1,09426357	13,0862069	16,1206897	3,03448276	15,0862069	0,82268686	14,1551724	16,1206897	1,96551724	"0"	"0"	"0"	"1"	0	161	-0,803801846840972	-0,394437005691457	1,21759142346479	0,288221365914	0,802368431427292	0,468139587393012	1,03385667824719	-1,07553804832072	-1,16487351528559	-0,328090482408496	-0,674868801035709	-0,394321288542988	-0,400244490142064	-0,297216046180966	-0,882436057194888	-1,39089095335241	0,0934954328874025	-1,15547857990191	-1,31658291055419	-1,08799680430866	-1,35660978923472	-0,344999815366549	-1,15520662073033	-1,35813084168479	-1,14384247696338	-1,4046973908571	-0,0688498658466724	-1,31923036635892	-1,32892154651269	-1,32068574631778	-1,38527550441409	-0,55805530884066	-1,3192276125258	-1,39343158207273	-0,717062670838412
"162"	"Remmene"	"R_15_054"	18,6	22	25	70	47,5	48	25,5	2	1	0	0	0	0	3	1,333333333	2	2,306477093	3,45971564	NA	NA	0	0	0	1	0	3	13	2	30	57	0	66	13,4109848	1,96486215	10,7272727	15,8257576	5,09848485	14,4530303	1,49779033	12,1363636	15,8257576	3,68939394	14,2262931	1,95275758	11,4655172	16,4655172	5	15,3206897	1,33340436	13,2068966	16,4655172	3,25862069	"0"	"0"	"1"	"1"	0,333333333333333	162	0,125685379687861	-0,0976174037430864	0,164908710958138	2,03251711568648	1,34191045256016	2,18950059785646	1,4455662352867	-0,617450086939997	-0,322494815687657	-0,328090482408496	1,2640868570822	-0,394321288542988	-0,117507249978428	-0,297216046180966	-1,3974527681531	0,0413993141625913	-1,70233758745211	-1,02286614565939	-0,0945469879279045	-1,17164877433909	-0,144471857323765	-1,70613735236559	-1,02260579179309	-0,145798278173992	-1,36412059702751	-0,175077103901948	-1,56755305744969	-1,14857080722698	-0,320859083509518	-1,14719763523697	-0,524330925609891	-1,49589781269571	-1,14856500154609	-0,535923529716919	-0,14379093135546
"163"	"Remmene"	"R_15_055"	17,1	21	20	30	25	9	4	1	1	0	0	0	0	2	1,5	2	2,59478673	3,45971564	NA	NA	0	0	0	1	0	2	1	0	6	32	32	66	13,7556818	3,94590511	8,43181818	18,8939394	10,4621212	16,0818182	2,62986747	12,6515152	18,8939394	6,24242424	15,1681034	4,5827363	8,94827586	20,7931034	11,8448276	17,9965517	2,75603631	14,4137931	20,7931034	6,37931034	"0"	"0"	"1"	"0"	0,5	163	-0,00584583161338886	-0,246027204717272	-0,18598552654408	-0,293210550676826	-0,27671561083844	-0,208109381003343	-0,163843851322294	-0,388406105562504	-0,322494815687657	-0,650854820622048	-0,525718365795869	-0,609019132978794	-0,285803226266306	-0,040987115464273	-1,12337953514723	2,85759700152629	-3,62508457540502	0,390503151407951	2,60078457489647	-0,0749916218957552	1,71957335829368	-1,26538798459523	0,390639817158151	1,50160524261077	-0,519721331038613	3,59183932265804	-3,89532599898999	0,993207191910141	3,18967424017077	0,832607467281879	1,87387799612501	-0,302280053543895	0,993251298290137	1,5335292304458	-0,14379093135546
"164"	"Remmene"	"R_15_056"	14,4	14	35	35	35	21	21	1	1	0	0	0	0	2	1,5	2	2,59478673	3,45971564	NA	NA	0	0	0	1	0	2	3	3	3	20	0	66	13,5625	2,25180924	10,4848485	16,4469697	5,96212121	14,8181818	1,63119126	12,5378788	16,4469697	3,90909091	14,4116379	2,37809832	11,137931	17,4655172	6,32758621	15,7827586	1,62039765	13,5172414	17,4655172	3,94827586	"0"	"0"	"1"	"1"	0,5	164	-0,242602011955639	-1,28489581153657	0,866697185962576	-0,00249459238141277	0,442673750672048	0,529616766338136	1,10871296134528	-0,388406105562504	-0,322494815687657	-0,650854820622048	-0,227417495316191	-0,286972366325086	-0,366585294884488	-0,297216046180966	-1,27698098942125	0,449315622678053	-1,90539994233461	-0,73670249358808	0,339447076548662	-0,925793556357413	0,0751822250167878	-1,36261212493702	-0,736467182747051	-0,00403358314324951	-1,19794592992644	0,434138099326457	-1,87048241120884	-0,653657962016152	0,360025213746328	-0,805324113382977	-0,0405305522553837	-1,18896754589949	-0,653643305974496	-0,0785859040042862	-0,14379093135546
"165"	"Remmene"	"R_15_057"	8,2	16	35	35	35	19	19	1	1	0	0	0	0	2	1,5	2	2,59478673	3,45971564	NA	NA	0	0	0	1	0	2	4	0	0	80	80	66	13,8674242	1,44921268	12,0833333	15,9621212	3,87878788	14,4712121	1,38331198	12,5227273	15,9545455	3,43181818	14,674569	1,54916736	12,7586207	16,8965517	4,13793103	15,3448276	1,43392467	13,362069	16,8965517	3,53448276	"0"	"0"	"1"	"0"	0,5	165	-0,786264352000805	-0,988076209588198	0,866697185962576	-0,00249459238141277	0,442673750672048	0,406662408447889	0,959000395149099	-0,388406105562504	-0,322494815687657	-0,650854820622048	-0,0782670600763513	-0,609019132978794	0,0373250482064206	0,343356280610767	-1,0345316460393	-0,691634180933506	-0,5664573461256	-0,960049748835195	-0,707468432597109	-1,15940703248043	-0,332968571080638	-1,37557532653782	-0,963284361048327	-0,312005163338188	-0,962209680444297	-0,753139054653001	-0,37177921960582	-0,935246296447954	-0,762991745330795	-1,12933859109191	-0,354878310506204	-1,3424326792976	-0,935236675956235	-0,352988478105587	-0,14379093135546
"166"	"Remmene"	"R_15_058"	13,6	16	25	25	25	9	9	0	1	0	0	0	0	1	2	2	3,45971564	3,45971564	NA	NA	0	0	0	1	0	1	0	1	0	6	0	66	13,7926136	1,55194467	11,7045455	15,7045455	4	14,5075758	1,37990652	12,3257576	15,7045455	3,37878788	14,7607759	1,59882225	12,6034483	16,6896552	4,0862069	15,4827586	1,43457314	13,1896552	16,6896552	3,5	"0"	"0"	"0"	"1"	1	166	-0,312751991316305	-0,988076209588198	0,164908710958138	-0,583926508972239	-0,27671561083844	-0,208109381003343	0,21043756416817	0,298725837195712	-0,322494815687657	-0,9736191588356	-0,674868801035709	-0,501670210760891	-0,4608310416057	-0,297216046180966	-1,09401456293475	-0,545593131598427	-0,883742265159112	-1,07870294795483	-0,64655698530392	-1,13492348143349	-0,338575902238281	-1,5440971184626	-1,07843770764526	-0,346224225653379	-0,884919123011256	-0,682018395243244	-0,51527206165245	-1,03764203192712	-0,789519700834506	-1,02728680456647	-0,353785148961873	-1,51294951616211	-1,03763424254406	-0,375855360385928	-0,14379093135546
"167"	"Remmene"	"R_15_059"	12,7	13	25	25	25	12	12	0	1	0	0	0	0	1	2	2	3,45971564	3,45971564	NA	NA	0	0	0	0	0	1	0	0	1	6	6	66	13,7035985	1,41301564	11,8409091	15,4848485	3,64393939	14,2742424	1,3568287	12,1666667	15,4848485	3,31818182	14,7155172	1,50954318	12,7758621	16,5862069	3,81034483	15,3137931	1,46326343	13,0517241	16,5862069	3,53448276	"0"	"0"	"0"	"0"	0	167	-0,391670718097055	-1,43330561251075	0,164908710958138	-0,583926508972239	-0,27671561083844	-0,0236778441679732	0,435006413462449	0,298725837195712	-0,322494815687657	-0,9736191588356	-0,674868801035709	-0,609019132978794	-0,4608310416057	-0,249173121671586	-1,16479166933063	-0,743090924878833	-0,769519701008107	-1,17990718378525	-0,825484365496558	-1,29202603727511	-0,376575167869491	-1,68021086360678	-1,17963308679449	-0,385331727285809	-0,92549673514781	-0,809892736116617	-0,355835549939934	-1,08883992441234	-0,931002152412165	-1,15230026155702	-0,305420349165859	-1,64936304499358	-1,08883305058406	-0,352988478105587	-0,717062670838412
"168"	"Remmene"	"R_15_060"	21,5	21	30	30	30	9	9	1	1	1	0	0	0	3	2	3	3,45971564	5,18957346	NA	NA	0	0	0	1	0	3	6	3	1	7	0	66	13,9270833	1,79329463	11,530303	16,219697	4,68939394	14,8772727	1,4130658	12,7348485	16,219697	3,48484848	15,1530172	2,07979254	12,4310345	17,862069	5,43103448	16,262069	1,65918639	13,7241379	17,862069	4,13793103	"0"	"0"	"1"	"1"	0,333333333333333	168	0,379979054870277	-0,246027204717272	0,515802948460357	-0,293210550676826	0,0829790699168038	-0,208109381003343	0,21043756416817	0,298725837195712	0,519883883910274	-0,328090482408496	0,220033810403327	-0,286972366325086	-0,454099202554185	-0,297216046180966	-0,987095891114774	-0,202496483559396	-1,02969342172935	-0,841396503650194	-0,300123125055013	-0,886007861651973	-0,283976798472861	-1,19409033301224	-0,841152030727537	-0,277786101022996	-0,533247171865115	0,00687496815565074	-0,674708573364966	-0,457399382404675	-0,0997927551632483	-0,450694025728848	0,0248577601123059	-0,984347401001936	-0,457381216736528	0,0471819419061935	-0,14379093135546
"169"	"Remmene"	"R_15_061"	19,2	30	40	40	40	10	10	0	3	1	0	0	0	4	2,25	3	3,892180095	5,18957346	33,8	NA	1	0	1	3	0,25	4	7	1	0	30	0	66	13,8579545	1,85736741	11,1287879	16,0454545	4,91666667	14,9515152	1,11765978	13,3863636	16,0454545	2,65909091	14,7543103	2,09195221	11,6896552	17,1896552	5,5	16	1,25451652	14,2241379	17,1896552	2,96551724	"0"	"0"	"1"	"1"	0,75	169	0,178297864208361	1,0896610040504	1,21759142346479	0,288221365914	0,802368431427292	-0,14663220205822	0,285293847266263	0,64229180857482	0,519883883910274	-0,00532614419494321	0,369184245643167	-0,501670210760891	-0,299266904369337	-0,297216046180966	-1,04206113221004	-0,111412333188945	-1,36601546270911	-0,921661955894339	-0,185914158867688	-0,836020648068012	-0,770383739121439	-0,636672150834717	-0,921410458705202	-0,810625812378036	-0,890715988785795	0,0242912538146269	-1,36028553673952	-0,790185609321701	-0,0644221409866489	-0,644592494114742	-0,657316496266023	-0,489848593874808	-0,790173394758266	-0,730292022468421	1,00275254761044
"170"	"Remmene"	"R_15_062"	20,1	37,5	30	50	40	12,5	2,5	1	4	0	0	0	0	5	1,8	2	3,113744076	3,45971564	32,2	NA	1	0	1	2	0,2	5	9	3	0	9	0	66	12,4100379	2,15376495	9,09848485	14,8333333	5,73484848	13,6242424	1,27732703	11,8106061	14,8333333	3,02272727	13,1293103	1,69325983	10,3448276	14,8965517	4,55172414	14,1482759	0,77583656	13,0517241	14,8965517	1,84482759	"0"	"0"	"1"	"1"	0,4	170	0,257216590989111	2,20273451135678	0,515802948460357	0,869653282504827	0,802368431427292	0,00706074530458841	-0,276128275969434	0,023873060092426	-0,322494815687657	0,317438194018609	0,667485116122845	-0,286972366325086	-0,440635524451155	-0,297216046180966	-2,19331914630609	0,309938482286703	-3,06666299896224	-1,48003007097944	0,225238110361336	-1,72966874636459	-0,507480300003064	-1,98484640067574	-1,47972970934958	-0,575980802583458	-2,34764293812152	-0,546755524604286	-2,60389029110788	-1,92507198686961	-0,550768065399937	-2,01463804266587	-1,46425363185313	-1,64936304499358	-1,92508006709942	-1,47346566342252	0,429480808127492
"172"	"Remmene"	"R_15_064"	37,5	29	20	35	27,5	6	-1,5	1	1	2	1	0	0	5	2,6	4	4,497630332	6,91943128	NA	NA	0	0	0	0	0	5	7	4	0	11	0	66	14,2140152	2,62558484	10,6287879	17,5909091	6,96212121	15,7030303	1,86765977	13,0833333	17,5909091	4,50757576	15,3685345	2,78315424	11,5862069	18,862069	7,27586207	16,9827586	1,91261715	14,2586207	18,862069	4,60344828	"0"	"1"	"1"	"1"	0	172	1,78297864208361	0,94125120307621	-0,18598552654408	-0,00249459238141277	-0,0968682704608183	-0,392540917838712	-0,575553408361805	1,12328416850557	1,3622625835082	0,317438194018609	0,369184245643167	-0,179623444107183	-0,427171846348124	-0,297216046180966	-0,758952468092476	0,980665018711837	-1,78483164294711	-0,209742576915073	0,841966521742663	-0,33002817993624	0,464544379886982	-0,895936439522285	-0,209553381890687	0,382153000316548	-0,340020733453994	1,01429937102046	-1,45594746226166	0,0375134628061545	0,846371138159616	0,0825266513510116	0,452079930733496	-0,455745186942002	0,0375404788350649	0,355884846059401	-0,717062670838412
"173"	"Remmene"	"R_15_065"	12,4	23	40	40	40	17	17	0	1	0	0	0	0	1	2	2	3,45971564	3,45971564	NA	NA	0	0	0	1	0	1	0	10	0	30	0	66	12,7945076	1,14681689	11,0833333	14,0681818	2,98484848	13,4606061	0,66288182	12,530303	14,0681818	1,53787879	13,3836207	1,20650245	11,5862069	14,6896552	3,10344828	14,0965517	0,65459041	13,1551724	14,6896552	1,53448276	"0"	"0"	"0"	"1"	1	173	-0,417976960357305	0,0507923972310988	1,21759142346479	0,288221365914	0,802368431427292	0,283708050557643	0,809287828952913	0,298725837195712	-0,322494815687657	-0,9736191588356	-0,674868801035709	0,464470089200232	-0,299266904369337	-0,297216046180966	-1,88762210318765	-1,12151194818118	-1,4040897066016	-1,83249994017201	-1,15669036392217	-1,8398444904221	-1,51920787005148	-1,36909376851603	-1,83216873286424	-1,53411459903073	-2,11963575334838	-1,24393773240226	-1,45594746226166	-2,02746772234878	-1,29355093233609	-2,05290751810358	-1,66864493534945	-1,54705292309492	-2,02747763368725	-1,6792675973142	-0,14379093135546
"174"	"Remmene"	"R_15_066"	11,6	39	30	50	40	11	1	4	1	0	0	0	0	5	1,2	2	2,075829384	3,45971564	35,5	NA	0	2	2	2	0,4	5	0	3	0	41	0	66	13,3030303	0,91114501	11,9469697	14,3787879	2,43181818	13,8075758	0,59471108	12,9469697	14,3787879	1,43181818	13,7672414	0,86507865	12,4827586	14,7758621	2,29310345	14,2551724	0,53250573	13,4827586	14,7758621	1,29310345	"0"	"0"	"0"	"1"	0,4	174	-0,488126939717972	2,42534921281806	0,515802948460357	0,869653282504827	0,802368431427292	-0,0851550231130964	-0,388412700616573	-0,800685271217433	-0,322494815687657	0,317438194018609	-0,674868801035709	-0,286972366325086	-0,22521667480267	-0,297216046180966	-1,48328884689046	-1,45653678955698	-0,680679910276605	-1,68941809110367	-1,43459884345364	-1,60623101429908	-1,63145582317427	-1,01260533948666	-1,68909940531055	-1,60255273011385	-1,77569277725421	-1,73295876928675	-0,626877656840481	-1,98480282019297	-1,70915563352492	-1,93554792660555	-1,87444979498525	-1,2230709528323	-1,98481196856928	-1,83933576664519	0,429480808127492
"175"	"Remmene"	"R_15_067"	31,6	24	35	35	35	11	11	2	0	0	1	0	0	3	2	4	3,45971564	6,91943128	NA	43,7	0	1	1	1	0,333333333	3	2	1	0	56	0	66	13,8390152	2,02926433	11,1666667	16,3939394	5,22727273	14,8939394	1,65249583	12,3636364	16,3939394	4,03030303	14,7650862	2,14424309	11,9310345	17,4310345	5,5	15,8896552	1,72670616	13,1551724	17,4310345	4,27586207	"0"	"0"	"1"	"1"	0,333333333333333	175	1,26562254429869	0,199202198205284	0,866697185962576	-0,00249459238141277	0,442673750672048	-0,0851550231130964	0,360150130364356	0,298725837195712	1,3622625835082	-0,328090482408496	-0,37656793055603	-0,501670210760891	-0,124239089029943	-0,297216046180966	-1,05712002504017	0,132951730762977	-1,33428695405311	-0,761131097471419	-0,0298285739225929	-0,874786231283386	0,110261708893025	-1,511689071682	-0,760893648811209	0,0741814201216098	-0,881054635485273	0,0991874396025012	-1,13707443883663	-0,670723893183704	-0,0644221409866489	-0,726233923335091	0,138679549934676	-1,54705292309492	-0,670709542326383	0,138649471027557	-0,14379093135546
"176"	"Remmene"	"R_15_068"	8,1	26	30	30	30	4	4	3	0	0	0	0	0	3	1	1	1,72985782	1,72985782	NA	NA	0	0	0	0	0	3	1	0	2	41	41	66	12,7234848	2,330854	9,52272727	16,1439394	6,62121212	14,0060606	1,70333137	11,9015152	16,1439394	4,24242424	13,575431	2,54346187	10,1034483	17,3793103	7,27586207	15,0172414	1,78694733	12,8965517	17,3793103	4,48275862	"0"	"0"	"1"	"0"	0	176	-0,795033099420889	0,496021800153654	0,515802948460357	-0,293210550676826	0,0829790699168038	-0,515495275728959	-0,163843851322294	-1,07553804832072	-1,16487351528559	-0,328090482408496	-0,525718365795869	-0,609019132978794	-0,22521667480267	0,031077271299797	-1,94409328922388	0,561683539378971	-2,71130381928359	-0,876294522359356	0,670653074974271	-1,47259189801434	0,193966027063719	-1,90706710551375	-0,876046995408145	0,211057675835114	-1,94766431012982	0,670988180322273	-2,82710138901077	-0,696322864171957	0,846371138159616	-1,37171163958049	0,240231403419865	-1,80282817839168	-0,696308971092467	0,275850758078208	-0,717062670838412
"177"	"Remmene"	"R_15_069"	3,2	20	25	25	25	5	5	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782	NA	NA	0	0	0	1	0	1	0	1	1	43	0	66	16,6609848	2,44153148	14,0757576	20,8484848	6,77272727	17,8439394	2,30314874	15,3106061	20,8484848	5,53787879	17,049569	2,3468088	14,4827586	20,8103448	6,32758621	18,2310345	2,13107836	15,7413793	20,8103448	5,06896552	"0"	"0"	"0"	"1"	1	177	-1,22470172300497	-0,394437005691457	0,164908710958138	-0,583926508972239	-0,27671561083844	-0,454018096783836	-0,0889875682242015	-1,07553804832072	-1,16487351528559	-0,9736191588356	-0,674868801035709	-0,501670210760891	-0,21175299669964	-0,297216046180966	1,18666605872696	0,719019684789589	1,10246172335315	1,2908717208598	0,746792384090757	1,11143837150733	1,18160782220918	1,0096561636107	1,29092959270074	1,04698053452059	1,16714509166176	0,389322144744445	1,22258580504617	1,00174018223956	0,360025213746328	1,00609557836268	0,820352007622393	1,01069953097298	1,00178444121217	0,664587743581213	-0,14379093135546
"178"	"Remmene"	"R_15_070"	10	15	20	20	20	5	5	0	1	0	0	0	0	1	2	2	3,45971564	3,45971564	NA	NA	0	0	0	1	0	1	7	0	0	20	20	66	13,8229167	3,37560057	9,11363636	17,9772727	8,86363636	15,7257576	2,37607292	12,2424242	17,9772727	5,73484848	15,0344828	3,53150092	10,1206897	19,3448276	9,22413793	17,0413793	2,45868425	13,2931034	19,3448276	6,05172414	"0"	"0"	"1"	"0"	1	178	-0,628426898439305	-1,13648601056238	-0,18598552654408	-0,874642467267652	-0,636410291593685	-0,454018096783836	-0,0889875682242015	0,298725837195712	-0,322494815687657	-0,9736191588356	0,369184245643167	-0,609019132978794	-0,366585294884488	-0,137072964483033	-1,06992015948157	2,04686732071159	-3,05397160387617	-0,0317627552029415	1,79751485994865	-0,314725968948103	1,30168265106035	-1,6153948556028	-0,0315891357177274	1,17407991159962	-0,639521609885634	2,0861557249204	-2,81115771934488	0,27643689508215	1,84559094761864	0,125898679121212	1,37261527445743	-1,41063949316321	0,276468183698832	1,31629386204535	-0,14379093135546
"179"	"Remmene"	"R_15_071"	7,1	18	25	70	47,5	52	29,5	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782	NA	NA	0	0	0	0	0	1	3	4	0	23	0	66	13,3693182	3,04716848	9,07575758	17,1212121	8,04545455	15,1727273	1,90012488	12,6742424	17,1212121	4,4469697	14,3383621	3,30142949	9,70689655	18,4655172	8,75862069	16,3275862	1,99348631	13,7413793	18,4655172	4,72413793	"0"	"0"	"1"	"1"	0	179	-0,882720573621722	-0,691256607639827	0,164908710958138	2,03251711568648	1,34191045256016	2,43540931363696	1,74499136767907	-1,07553804832072	-1,16487351528559	-0,9736191588356	-0,227417495316191	-0,179623444107183	-0,346389777729943	-0,297216046180966	-1,43058244369528	1,5799770457455	-3,08570009577952	-0,42611023763343	1,38636259071963	-0,68707932079513	0,518000483567332	-1,24594322497264	-0,425902107636851	0,343045498684118	-1,26364284546745	1,75662459892363	-3,19380537519687	-0,158745116805322	1,60683931218407	-0,402219445626158	0,588405521484643	-0,967295697535532	-0,158721610402903	0,435918927409199	-0,717062670838412
