population	id_pl	bud_h	shoot_h	veg_h_min	veg_h_max	veg_h_mean	diff_veg_h_max_shoot_h	diff_veg_h_mean_shoot_h	a	b	c	d	e	f	n_fl	phen_index	most_adv	phen_index_p	most_adv_p	fr_int_h_max	fr_pred_h_max	n_intact_fruits	n_predated_fr	n_fruits_total	n_predated	fruit_set	n_fl_corrected	n_eggs_max	n_redants	n_blackants	dist_closest_redants	dist_closest_redants1	days_datalog	avg_d_mean	avg_d_sd	avg_d_min	avg_d_max	avg_d_range	avg_day_mean	avg_day_sd	avg_day_min	avg_day_max	avg_day_range	avg_d_mean_ja	avg_d_sd_ja	avg_d_min_ja	avg_d_max_ja	avg_d_range_ja	avg_day_mean_ja	avg_day_sd_ja	avg_day_min_ja	avg_day_max_ja	avg_day_range_ja
Högsjön	H_15_134	8,9	18	5	30	17,5	12	-0,5	1	1	0	0	0	0	2	1,5	2	2,59478673	3,45971564			0	0	0	1	0	2	1	1	0	18	0	73	14,3458904	1,6289611	12,2534247	16,9246575	4,67123288	15,2506849	1,24108335	13,8493151	16,9246575	3,07534247	15,3205645	1,91462917	12,9193548	18,4354839	5,51612903	16,3935484	1,44392207	14,8064516	18,4354839	3,62903226
Högsjön	H_15_135	7,3	23	30	30	30	7	7	1	1	0	0	0	0	2	1,5	2	2,59478673	3,45971564			0	0	0	1	0	2	2	15	0	3	0	73	14,4349315	1,54855649	12,5273973	16,8972603	4,36986301	15,2547945	1,27461306	13,7123288	16,8972603	3,18493151	15,4112903	1,90621616	13,0322581	18,5322581	5,5	16,4741935	1,46338666	14,8387097	18,5322581	3,69354839
Högsjön	H_15_137	11,5	24	40	40	40	16	16	0	1	0	0	0	0	1	2	2	3,45971564	3,45971564			0	0	0	1	0	1	5	21	0	28	0	73	14,4238014	0,84701761	13,2945205	15,4931507	2,19863014	14,8246575	0,7191672	13,7328767	15,4931507	1,76027397	15,2681452	1,01387521	13,9032258	16,5322581	2,62903226	15,7709677	0,8212229	14,516129	16,5322581	2,01612903
Högsjön	H_15_138	9,6	19	30	30	30	11	11	0	1	0	0	0	0	1	2	2	3,45971564	3,45971564			0	0	0	0	0	1	0	2	0	28	0	73	14,5984589	1,19058565	12,9931507	16,1164384	3,12328767	15,239726	0,89932547	13,9726027	16,1164384	2,14383562	15,4455645	1,38931938	13,5483871	17,1774194	3,62903226	16,2225806	0,98852406	14,8225806	17,1774194	2,35483871
Högsjön	H_15_139	7,3	21,5	45	45	45	23,5	23,5	3	1	0	0	0	0	4	1,25	2	2,162322275	3,45971564			0	0	0	2	0	4	0	16	0	28	0	73	13,6318493	0,80464152	12,5068493	14,6506849	2,14383562	14,0753425	0,56758903	13,3082192	14,6506849	1,34246575	14,2358871	0,94715805	12,8870968	15,4193548	2,53225806	14,783871	0,61461378	13,9677419	15,4193548	1,4516129
Högsjön	H_15_140	7,2	23	40	40	40	17	17	3	0	0	0	0	0	3	1	1	1,72985782	1,72985782			0	0	0	1	0	3	2	7	0	15	0	73	14,1583904	0,94765983	12,8972603	15,4931507	2,59589041	14,6835616	0,69788456	13,8082192	15,4931507	1,68493151	14,8770161	1,15158187	13,3225806	16,516129	3,19354839	15,5419355	0,79409712	14,5645161	16,516129	1,9516129
Högsjön	H_15_141	7,6	24	40	40	40	16	16	4	0	0	0	0	0	4	1	1	1,72985782	1,72985782			0	0	0	1	0	4	0	4	0	15	0	73	14,2696918	0,94474175	13,0684932	15,6506849	2,58219178	14,7876712	0,7278045	13,9109589	15,6506849	1,73972603	14,9758065	1,12144598	13,5322581	16,6129032	3,08064516	15,6096774	0,82134556	14,6290323	16,6129032	1,98387097
Högsjön	H_15_142	9	34	40	50	45	16	11	3	0	0	0	0	0	3	1	1	1,72985782	1,72985782			0	0	0	1	0	3	2	2	0	33	0	73	13,9469178	0,92732677	12,7191781	15,130137	2,4109589	14,430137	0,73626275	13,3493151	15,130137	1,78082192	14,6189516	1,11142677	13,1290323	15,983871	2,85483871	15,2258065	0,8284766	13,983871	15,983871	2
Högsjön	H_15_143	7,2	15,5	20	50	35	34,5	19,5	0	1	0	0	0	0	1	2	2	3,45971564	3,45971564			0	0	0	1	0	1	9	6	0	100	0	73	13,9349315	0,85162192	12,7945205	15,0136986	2,21917808	14,3808219	0,66356646	13,4315068	15,0136986	1,58219178	14,6552419	1,00653535	13,3064516	15,9032258	2,59677419	15,2096774	0,73171162	14,1451613	15,9032258	1,75806452
Högsjön	H_15_144	8	17	0	50	25	33	8	1	1	0	0	0	0	2	1,5	2	2,59478673	3,45971564			0	0	0	0	0	2	0	15	1	153	0	73	14,1121575	0,89140207	12,9315068	15,390411	2,45890411	14,6191781	0,63504441	13,8630137	15,390411	1,52739726	14,6028226	1,09048458	13,1935484	16,1774194	2,98387097	15,2419355	0,74710442	14,3548387	16,1774194	1,82258065
Högsjön	H_15_145	8,4	19	60	60	60	41	41	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782	44,4		1	0	1	0	1	1	0	1	0	153	0	73	14,3184932	0,99652678	13,0616438	15,8835616	2,82191781	14,869863	0,76430975	14,0273973	15,8835616	1,85616438	14,7358871	1,11578401	13,3064516	16,4516129	3,14516129	15,3741935	0,80517328	14,483871	16,4516129	1,96774194
Högsjön	H_15_147	5,1	13,5	30	50	40	36,5	26,5	0	1	0	0	0	0	1	2	2	3,45971564	3,45971564			0	0	0	0	0	1	0	4	0	5	0	73	16,3741438	1,4411411	14,7123288	18,5753425	3,8630137	17,0890411	1,29218909	15,4383562	18,5753425	3,1369863	17,0504032	1,5288913	15,2741935	19,2903226	4,01612903	17,816129	1,34241214	15,983871	19,2903226	3,30645161
Högsjön	H_15_148	11,7	18	30	50	40	32	22	1	1	0	0	0	0	2	1,5	2	2,59478673	3,45971564	46,3		1	0	1	1	0,5	2	0	10	0	5	0	73	16,8296233	1,62306637	14,9589041	19,3630137	4,40410959	17,630137	1,46780189	15,7328767	19,3561644	3,62328767	17,5564516	1,69327471	15,5806452	20,1612903	4,58064516	18,3967742	1,50193659	16,3225806	20,1451613	3,82258065
Högsjön	H_15_149	11	27	70	70	70	43	43	1	1	0	0	0	0	2	1,5	2	2,59478673	3,45971564			0	0	0	0	0	2	0	40	20	77	0	73	16,1498288	2,22281	13,4794521	20,1506849	6,67123288	17,3178082	1,86430667	15,3835616	20,1506849	4,76712329	16,9395161	2,49665218	14,0483871	21,5645161	7,51612903	18,2419355	2,11851795	16,2096774	21,5645161	5,35483871
Högsjön	H_15_152	15,3	21	10	45	27,5	24	6,5	0	1	0	0	0	0	1	2	2	3,45971564	3,45971564	37		1	0	1	0	1	1	0	1	1	1320	0	73	16,3133562	1,39231816	14,5821918	18,390411	3,80821918	17,0164384	1,20149764	15,4657534	18,390411	2,92465753	16,8306452	1,35477312	15,1290323	18,8064516	3,67741935	17,5225806	1,13423596	15,9354839	18,8064516	2,87096774
Högsjön	H_15_154	6,7	19	30	50	40	31	21	2	0	0	0	0	0	2	1	1	1,72985782	1,72985782	46		1	0	1	0	0,25	4	0	11	0	295	0	73	14,1429795	1,1256274	12,630137	15,5684932	2,93835616	14,7506849	0,85462467	13,5273973	15,5684932	2,04109589	14,9435484	1,32522716	13,1290323	16,5322581	3,40322581	15,6870968	0,93542637	14,3225806	16,5322581	2,20967742
Högsjön	H_15_155	3,4	12,5	10	30	20	17,5	7,5	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782			0	0	0	0	0	1	0	0	5	34	34	73	16,2636986	1,58300414	14,2876712	18,4520548	4,16438356	17,1082192	1,29117836	15,3630137	18,4520548	3,0890411	16,8467742	1,54151556	14,8709677	18,8548387	3,98387097	17,6903226	1,1747173	16,0322581	18,8548387	2,82258065
Högsjön	H_15_157	9,2	17	40	40	40	23	23	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782			0	0	0	0	0	1	0	10	1	4	0																					
Remmene	R_15_001	3,5	18	12	50	31	32	13	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782			0	0	0	0	0	2	0	1	1	14	0	67	14,2136194	2,3821553	11,380597	18,1268657	6,74626866	15,438806	2,06273818	12,9104478	18,1268657	5,21641791	15,0416667	2,64267568	11,9	19,3666667	7,46666667	16,44	2,21814443	13,7333333	19,3666667	5,63333333
Remmene	R_15_002	8,6	28	110	110	110	82	82	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782		31	1	0	1	0	1	1	0	3	1	12	0	67	13,7770522	1,23397236	12,0970149	15,4179104	3,32089552	14,4223881	0,94753556	13,0597015	15,4104478	2,35074627	14,1583333	1,25387697	12,4166667	15,7666667	3,35	14,84	0,90050713	13,5	15,7666667	2,26666667
Remmene	R_15_003	6,4	30	110	110	110	80	80	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782	41,7		1	0	1	0	1	1	0	1	2	10	0	67	13,7583955	1,38687597	11,8880597	15,738806	3,85074627	14,4746269	1,10450781	12,9402985	15,738806	2,79850746	14,1375	1,45706529	12,1666667	16,2166667	4,05	14,9133333	1,11176222	13,35	16,2166667	2,86666667
Remmene	R_15_004	8,2	37	25	50	37,5	13	0,5	2	0	0	0	0	0	2	1	1	1,72985782	1,72985782			0	0	0	0	0	2	0	1	8	38	0	67	13,119403	1,49876037	11,0970149	15,141791	4,04477612	13,8761194	1,2239101	12,1791045	15,141791	2,96268657	13,69375	1,55580004	11,6	15,8166667	4,21666667	14,5	1,24078613	12,8	15,8166667	3,01666667
Remmene	R_15_005	11,3	24	20	35	27,5	11	3,5	1	1	0	0	0	0	2	1,5	2	2,59478673	3,45971564			0	0	0	1	0	2	7	3	30	38	0	67	14,2014925	2,42098803	11,119403	17,9253731	6,80597015	15,5149254	1,91612073	13,141791	17,9253731	4,78358209	14,98125	2,6400438	11,6	18,9666667	7,36666667	16,4633333	1,98081176	13,9833333	18,9666667	4,98333333
Remmene	R_15_006	20,8	25	25	35	30	10	5	0	1	1	0	0	0	2	2,5	3	4,32464455	5,18957346			0	0	0	2	0	2	8	4	4	13	0	67	14,3115672	2,25400932	11,7089552	17,8880597	6,17910448	15,4552239	2,00003204	12,7910448	17,8880597	5,09701493	15,1875	2,51671717	12,3	19,2333333	6,93333333	16,4966667	2,1828424	13,6333333	19,2333333	5,6
Remmene	R_15_007	6	20	15	15	15	-5	-5	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782			0	0	0	0	0	1	0	3	3	13	0	67	13,5046642	1,45445014	11,5895522	15,3880597	3,79850746	14,2910448	1,12755333	12,7313433	15,3880597	2,65671642	14,21875	1,64460717	12,0666667	16,3333333	4,26666667	15,1333333	1,2307854	13,45	16,3333333	2,88333333
Remmene	R_15_008	6,5	21	15	25	20	4	-1	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782			0	0	0	1	0	1	1	0	2	20	20	67	13,6669776	1,67786867	11,5373134	16,0970149	4,55970149	14,5432836	1,38985594	12,5447761	16,0970149	3,55223881	14,4229167	1,88563255	12,0333333	17,1833333	5,15	15,4533333	1,48123739	13,35	17,1833333	3,83333333
Remmene	R_15_009	10,6	21	15	25	20	4	-1	0	1	0	0	0	0	1	2	2	3,45971564	3,45971564	38,3		1	0	1	0	1	1	4	0	3	14	14	67	13,9104478	1,41755044	12,0223881	15,8208955	3,79850746	14,6746269	1,09721639	13,1119403	15,8208955	2,70895522	14,5895833	1,56388534	12,4833333	16,65	4,16666667	15,4666667	1,13577349	13,8333333	16,65	2,81666667
Remmene	R_15_010	17,8	23	15	25	20	2	-3	3	1	1	0	0	0	5	1,6	3	2,767772512	5,18957346			0	0	0	1	0	5	9	0	3	11	11	67	13,6949627	1,61785144	11,5522388	15,7910448	4,23880597	14,5895522	1,2154392	12,9253731	15,7910448	2,86567164	14,4125	1,77955892	12,05	16,7	4,65	15,44	1,24914701	13,7333333	16,7	2,96666667
Remmene	R_15_011	3,7	25	20	40	30	15	5	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782			0	0	0	0	0	1	0	3	1	9	0	67	13,1072761	1,002343	11,6492537	14,3059701	2,65671642	13,661194	0,66656779	12,7014925	14,3059701	1,60447761	13,5333333	1,0700449	11,95	14,75	2,8	14,15	0,63989498	13,2166667	14,75	1,53333333
Remmene	R_15_012	9	25	20	40	30	15	5	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782			0	0	0	1	0	1	0	2	1	9	0	67	13,1222015	1,08140345	11,5820896	14,4701493	2,8880597	13,7223881	0,74137921	12,6641791	14,4701493	1,80597015	13,5791667	1,15928602	11,9166667	15	3,08333333	14,2433333	0,73610989	13,1833333	15	1,81666667
Remmene	R_15_013	7,6	28	20	40	30	12	2	2	0	0	0	0	0	2	1	1	1,72985782	1,72985782		35,5	0	1	1	1	0,5	2	1	1	1	13	0	67	13,2509328	1,59205781	11,0074627	15,1940299	4,18656716	14,1477612	1,0940207	12,5373134	15,1940299	2,65671642	13,89375	1,71004226	11,4666667	15,9333333	4,46666667	14,8933333	1,07935104	13,3	15,9333333	2,63333333
Remmene	R_15_014	11,1	22	12	30	21	8	-1	1	1	0	0	0	0	2	1,5	2	2,59478673	3,45971564			0	0	0	1	0	2	4	0	2	26	26	67	13,5223881	2,09462908	10,7835821	16,238806	5,45522388	14,6552239	1,64224835	12,2761194	16,238806	3,96268657	14,4166667	2,35109579	11,35	17,4666667	6,11666667	15,7366667	1,76057929	13,1833333	17,4666667	4,28333333
Remmene	R_15_015	7,7	21	12	50	31	29	10	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782	50	38	1	0	1	0	1	1	1	3	10	35	0	67	13,8283582	1,83801617	11,4253731	16,5298507	5,10447761	14,8253731	1,42667394	12,9701493	16,5298507	3,55970149	14,6270833	2,04338649	11,9333333	17,6333333	5,7	15,77	1,51440972	13,8	17,6333333	3,83333333
Remmene	R_15_016	6,8	24	20	25	22,5	1	-1,5	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782	45,4		1	0	1	0	1	1	0	0	3	18	18	67	13,4291045	1,31019109	11,6119403	15,119403	3,50746269	14,1149254	1,01066413	12,6268657	15,119403	2,49253731	14,13125	1,4669441	12,1	16,0333333	3,93333333	14,9266667	1,07619383	13,35	16,0333333	2,68333333
Remmene	R_15_017	15,3	30	12	35	23,5	5	-6,5	3	1	0	0	0	0	4	1,25	2	2,162322275	3,45971564	35,4		2	0	2	1	0,4	5	3	0	2	9	9	67	13,8106343	1,40121387	12,0970149	15,9477612	3,85074627	14,4850746	1,26783424	12,6567164	15,9477612	3,29104478	14,53125	1,61933321	12,55	17	4,45	15,3433333	1,41942661	13,3	17	3,7
Remmene	R_15_018	15,3	27	10	50	30	23	3	2	1	0	0	0	0	3	1,333333333	2	2,306477093	3,45971564		22	0	1	1	1	0,333333333	3	1	1	1	14	0	67	13,6473881	1,54540523	11,7164179	15,8059701	4,08955224	14,441791	1,3074037	12,5074627	15,8059701	3,29850746	14,3895833	1,77623463	12,15	16,8333333	4,68333333	15,3366667	1,44942307	13,2	16,8333333	3,63333333
Remmene	R_15_019	27,1	32	12	12	12	-20	-20	0	1	3	0	0	0	4	2,75	3	4,757109005	5,18957346			0	0	0	4	0	9	11	1	0	14	0	67	14,4020522	2,4427019	11,4925373	17,9104478	6,41791045	15,6716418	2,10424264	12,7985075	17,9104478	5,1119403	15,2791667	2,66377363	12,1166667	19,05	6,93333333	16,7033333	2,23141507	13,6333333	19,05	5,41666667
Remmene	R_15_020	30	34	10	90	50	56	16	2	4	0	1	0	0	7	2	4	3,45971564	6,91943128	39,7		0	1	1	4	0,125	8	33	0	2	24	24	67	13,8097015	1,70832872	11,6343284	16,1940299	4,55970149	14,7029851	1,4098984	12,7313433	16,1940299	3,46268657	14,3729167	1,84544249	12,0333333	16,9666667	4,93333333	15,36	1,48205329	13,2833333	16,9666667	3,68333333
Remmene	R_15_021	6,4	24	35	35	35	11	11	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782			0	0	0	1	0	1	0	4	1	52	0	67	13,9962687	2,27807885	11,1119403	17,1865672	6,07462687	15,2402985	1,80891483	12,9104478	17,1865672	4,2761194	14,7395833	2,48846561	11,5666667	18,25	6,68333333	16,1433333	1,88096718	13,7	18,25	4,55
Remmene	R_15_022	13,4	28	12	40	26	12	-2	4	1	0	0	0	0	5	1,2	2	2,075829384	3,45971564			0	0	0	2	0	5	4	1	5	60	0	67	13,4869403	1,32621544	11,7761194	15,2462687	3,47014925	14,1552239	1,12559636	12,4328358	15,2462687	2,81343284	14,1416667	1,48337375	12,25	16,15	3,9	14,92	1,20397527	13,0833333	16,15	3,06666667
Remmene	R_15_023	20,8	34	32	32	32	-2	-2	4	1	0	0	0	0	5	1,2	2	2,075829384	3,45971564			0	0	0	4	0	5	13	15	2	10	0	67	13,4738806	1,36605029	11,761194	15,4850746	3,7238806	14,141791	1,1822141	12,6119403	15,4850746	2,87313433	13,9375	1,41730096	12,1166667	16,0166667	3,9	14,65	1,18109563	13,1166667	16,0166667	2,9
Remmene	R_15_024	22,5	27	15	35	25	8	-2	3	6	1	0	0	0	10	1,8	3	3,113744076	5,18957346			0	0	0	7	0	10	29	18	2	19	0	67	13,698694	1,28734337	12,1641791	15,6716418	3,50746269	14,2671642	1,22378393	12,6567164	15,6716418	3,01492537	14,1604167	1,30414589	12,55	16,1	3,55	14,75	1,20163501	13,1666667	16,1	2,93333333
Remmene	R_15_025	7,6	16	15	15	15	-1	-1	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782			0	0	0	0	0	1	0	2	1	130	0	67	14,3087687	2,21053822	11,641791	17,7537313	6,1119403	15,3746269	1,99450064	12,7835821	17,7537313	4,97014925	14,9458333	2,28519759	12,1	18,3833333	6,28333333	16,0833333	1,96593567	13,5	18,3833333	4,88333333
Remmene	R_15_026	7,4	17	15	15	15	-2	-2	2	0	0	0	0	0	2	1	1	1,72985782	1,72985782			0	0	0	0	0	2	0	0	0	2	2	67	14,1277985	1,94350825	11,8507463	17,2313433	5,38059701	14,9970149	1,83906436	12,6567164	17,2313433	4,57462687	14,7	1,97826123	12,3166667	17,75	5,43333333	15,61	1,80519456	13,2833333	17,75	4,46666667
Remmene	R_15_027	6,1	18	15	35	25	17	7	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782			0	0	0	0	0	1	0	0	1	5	5	67	14,7527985	2,35436468	11,9253731	18,4552239	6,52985075	15,8835821	2,12515653	13,2014925	18,4552239	5,25373134	15,4104167	2,42612254	12,45	19,2	6,75	16,6033333	2,12415955	13,9333333	19,2	5,26666667
Remmene	R_15_028	4,6	14	16	16	16	2	2	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782			0	0	0	0	0	1	0	0	0	11	11	67	14,9402985	2,82783629	11,7462687	19,4850746	7,73880597	16,2791045	2,65853789	12,9626866	19,4850746	6,52238806	15,5958333	2,8392811	12,2833333	20,1	7,81666667	16,9866667	2,55756196	13,7833333	20,1	6,31666667
Remmene	R_15_029	9,9	13	10	30	20	17	7	0	1	0	0	0	0	1	2	2	3,45971564	3,45971564			0	0	0	0	0	1	0	0	0	20	20	67	14,9085821	2,46762443	12,0895522	19	6,91044776	16,038806	2,35252652	13,0522388	19	5,94776119	15,6125	2,59326624	12,6	19,8666667	7,26666667	16,8366667	2,39559856	13,8166667	19,8666667	6,05
Remmene	R_15_030	9,1	18	10	32	21	14	3	2	1	0	0	0	0	3	1,333333333	2	2,306477093	3,45971564			0	0	0	1	0	3	6	0	1	30	30	67	14,801306	1,93733888	12,5074627	17,8656716	5,35820896	15,6597015	1,84417012	13,1716418	17,8656716	4,69402985	15,48125	2,06049601	13	18,6833333	5,68333333	16,4166667	1,9043761	13,85	18,6833333	4,83333333
Remmene	R_15_031	9,2	24	20	50	35	26	11	2	0	0	0	0	0	2	1	1	1,72985782	1,72985782			0	0	0	1	0	2	2	1	0	10	0	67	13,676306	1,48427346	11,7985075	15,8208955	4,02238806	14,3626866	1,33740596	12,5149254	15,8208955	3,30597015	14,19375	1,55148147	12,2	16,3833333	4,18333333	14,94	1,32822758	13,1166667	16,3833333	3,26666667
Remmene	R_15_032	10	21	20	40	30	19	9	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782			0	0	0	1	0	1	4	0	0	19	19	67	14,0979478	2,67073386	10,9701493	18,4701493	7,5	15,4253731	2,39802962	12,5597015	18,4701493	5,91044776	14,7645833	2,79867503	11,4333333	19,35	7,91666667	16,21	2,4071011	13,3333333	19,35	6,01666667
Remmene	R_15_033	21,5	18	12	40	26	22	8	1	0	1	0	0	0	2	2	3	3,45971564	5,18957346			0	0	0	1	0	2	6	0	0	10	10	67	14,1343284	2,54693217	11,0223881	17,9850746	6,96268657	15,4447761	2,17548365	12,7313433	17,9850746	5,25373134	14,7583333	2,62968308	11,45	18,7166667	7,26666667	16,17	2,11326735	13,5	18,7166667	5,21666667
Remmene	R_15_034	14,6	21	26	26	26	5	5	3	1	0	0	0	0	4	1,25	2	2,162322275	3,45971564			0	0	0	1	0	4	14	0	1	30	30	67	14,2677239	2,42396873	11,5223881	18,1567164	6,63432836	15,4686567	2,20101974	12,5970149	18,1567164	5,55970149	14,9416667	2,56732104	11,9666667	18,9333333	6,96666667	16,2633333	2,2283601	13,3166667	18,9333333	5,61666667
Remmene	R_15_035	11	21	32	32	32	11	11	3	0	0	0	0	0	3	1	1	1,72985782	1,72985782			0	0	0	1	0	3	2	7	0	10	0	66	14,3929924	2,74099536	11,3106061	18,9318182	7,62121212	15,6075758	2,67353603	12,2121212	18,9318182	6,71969697	15,0409483	2,77282772	11,8448276	19,5689655	7,72413793	16,3241379	2,60174268	13,0172414	19,5689655	6,55172414
Remmene	R_15_036	17,6	20	18	18	18	-2	-2	1	0	1	0	0	0	2	2	3	3,45971564	5,18957346			0	0	0	0	0	2	4	0	0	38	38	66	14,2528409	1,89155617	11,8863636	17,0151515	5,12878788	15,2348485	1,59003382	13,0151515	17,0151515	4	15,1853448	2,09194636	12,5862069	18,2586207	5,67241379	16,2965517	1,72425792	13,9482759	18,2586207	4,31034483
Remmene	R_15_037	6,5	10	20	20	20	10	10	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782			0	0	0	0	0	1	0	6	1	46	0	66	14,4545455	2,57651487	11,0530303	17,9015152	6,84848485	15,9287879	1,86294589	13,5530303	17,9015152	4,34848485	15,5711207	2,88731695	11,7413793	19,4482759	7,70689655	17,2827586	1,9705238	14,8103448	19,4482759	4,63793103
Remmene	R_15_038	6,2	13	15	15	15	2	2	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782			0	0	0	0	0	1	1	0	2	56	56	66	13,4744318	1,44434033	11,5909091	15,4469697	3,85606061	14,2454545	1,15272503	12,5757576	15,4469697	2,87121212	14,3577586	1,66792571	12,1896552	16,6206897	4,43103448	15,2793103	1,28328433	13,4310345	16,6206897	3,18965517
Remmene	R_15_039	15,2	18	15	15	15	-3	-3	1	0	1	0	0	0	2	2	3	3,45971564	5,18957346			0	0	0	1	0	2	6	0	0	45	45	66	14,0662879	1,85367761	11,6212121	16,6742424	5,0530303	15,1015152	1,38265626	13,280303	16,6742424	3,39393939	14,9827586	2,13654968	12,1724138	17,9655172	5,79310345	16,2137931	1,52548159	14,2413793	17,9655172	3,72413793
Remmene	R_15_040	5,3	12	20	20	20	8	8	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782			0	0	0	0	0	1	0	0	0	17	17	66	14,6193182	1,53790911	12,5984848	16,6212121	4,02272727	15,4363636	1,21400444	13,6212121	16,6212121	3	15,4849138	1,72721128	13,2413793	17,7586207	4,51724138	16,4206897	1,34281083	14,3965517	17,7586207	3,36206897
Remmene	R_15_041	10,4	10	5	16	10,5	6	0,5	2	1	0	0	0	0	3	1,333333333	2	2,306477093	3,45971564			0	0	0	1	0	3	8	0	0	33	33	66	14,9668561	2,34821014	11,8333333	18,0227273	6,18939394	16,3469697	1,59397599	14,2954545	18,0227273	3,72727273	16,2564655	2,76971164	12,637931	19,8965517	7,25862069	17,9	1,89010222	15,4827586	19,8965517	4,4137931
Remmene	R_15_042	5,2	9	10	10	10	1	1	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782			0	0	0	1	0	1	1	0	0	8	8	66	14,6647727	1,98055437	12,0681818	17,2348485	5,16666667	15,7378788	1,54482299	13,4621212	17,2348485	3,77272727	15,7887931	2,23727776	12,8448276	18,6206897	5,77586207	17,0551724	1,6418905	14,637931	18,6206897	3,98275862
Remmene	R_15_043	7,6	13	15	15	15	2	2	3	0	0	0	0	0	3	1	1	1,72985782	1,72985782			0	0	0	0	0	3	9	1	0	20	0	66	14,2604167	2,43841906	11,1212121	17,4621212	6,34090909	15,5893939	1,92347825	12,8181818	17,4621212	4,64393939	15,4849138	2,77963582	11,9310345	19,1206897	7,18965517	17,0586207	2,09002636	14,0862069	19,1206897	5,03448276
Remmene	R_15_044	6,8	10	10	20	15	10	5	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782			0	0	0	0	0	1	6	0	0	37	37	66	14,5227273	3,03047705	10,7575758	19,0227273	8,26515152	16,169697	2,43414442	13,0378788	19,0227273	5,98484848	15,7564655	3,32393411	11,5689655	20,6034483	9,03448276	17,6413793	2,50952153	14,4137931	20,6034483	6,18965517
Remmene	R_15_045	6,2	10	10	10	10	0	0	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782			0	0	0	0	0	1	0	0	1	62	62	66	14,0918561	1,45763771	12,2954545	16,0681818	3,77272727	14,7409091	1,3718051	12,6893939	16,0681818	3,37878788	15,137931	1,64262302	13,0862069	17,3793103	4,29310345	15,9068966	1,48934172	13,6724138	17,3793103	3,70689655
Remmene	R_15_046	11,2	11	12	12	12	1	1	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782			0	0	0	0	0	1	3	1	0	62	0	66	14,7357955	3,04530757	10,8484848	18,9318182	8,08333333	16,4227273	2,3742041	13,2121212	18,9318182	5,71969697	16,0517241	3,41807538	11,6896552	20,6896552	9	18,0068966	2,54945535	14,5689655	20,6896552	6,12068966
Remmene	R_15_047	7	10	10	10	10	0	0	3	0	0	0	0	0	3	1	1	1,72985782	1,72985782	30,4		1	0	1	0	0,333333333	3	5	0	1	75	75	66	14,0511364	2,21576242	11,1287879	16,9621212	5,83333333	15,2787879	1,68152173	12,8712121	16,9621212	4,09090909	15,2887931	2,54196817	11,9482759	18,5862069	6,63793103	16,7551724	1,82586187	14,137931	18,5862069	4,44827586
Remmene	R_15_048	3,6	8	10	10	10	2	2	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782			0	0	0	0	0	1	4	1	0	77	0	66	14,4147727	2,45420859	11,2272727	17,8181818	6,59090909	15,7833333	1,86163303	13,2575758	17,8181818	4,56060606	15,7133621	2,81849345	12,1206897	19,5689655	7,44827586	17,3413793	2,04930778	14,5689655	19,5689655	5
Remmene	R_15_049	7,2	25	20	32	26	7	1	3	0	0	0	0	0	3	1	1	1,72985782	1,72985782		22,7	0	1	1	2	0,333333333	3	0	2	10	100	0	66	13,8702652	1,08295987	12,4772727	15,4393939	2,96212121	14,3454545	0,98539677	12,9848485	15,4393939	2,45454545	14,4806034	1,15934284	12,9655172	16,137931	3,17241379	15,0275862	0,99000991	13,6896552	16,137931	2,44827586
Remmene	R_15_050	8,6	19	8	20	14	1	-5	2	0	0	0	0	0	2	1	1	1,72985782	1,72985782			0	0	0	1	0	2	11	2	0	205	0	66	14,4839015	2,09576849	11,8409091	17,3181818	5,47727273	15,5712121	1,75551589	12,9848485	17,3181818	4,33333333	15,6508621	2,39706017	12,6206897	18,8448276	6,22413793	16,9413793	1,92777614	14,0862069	18,8448276	4,75862069
