"id_pl"	"population"	"shoot_h"	"veg_h_mean"	"n_intact_fruits"	"n_eggs_max"	"n_redants"	"pop"	"meanT"	"maxT"	"minT"	"sdT"	"rangeT"	"a1"	"b1"	"c1"	"d1"	"e1"	"f1"	"n_fl1"	"phen_index1"	"most_adv1"	"a2"	"b2"	"c2"	"d2"	"e2"	"f2"	"n_fl2"	"phen_index2"	"most_adv2"	"n_fl"	"julian1"	"julian2"
"108"	"R_15_011"	"Remmene"	25	30	0	0	3	"R"	14.254347826087	14.9130434782609	13.2934782608696	0.66986837837092	1.6195652173913	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	211	240
"109"	"R_15_012"	"Remmene"	25	30	0	0	2	"R"	14.3304347826087	15.1086956521739	13.2391304347826	0.758250539566979	1.8695652173913	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	5	5	1	211	240
"110"	"R_15_013"	"Remmene"	28	30	0	1	1	"R"	14.8934782608696	15.945652173913	13.2717391304348	1.09802270830358	2.67391304347826	2	0	0	0	0	0	2	1	1	0	1	1	0	0	0	2	2.5	3	2	211	240
"111"	"R_15_014"	"Remmene"	22	21	0	4	0	"R"	15.5869565217391	17.2826086956522	13.0217391304348	1.77037899583774	4.26086956521739	1	1	0	0	0	0	2	1.5	2	1	0	0	0	0	1	2	3.5	6	2	211	240
"112"	"R_15_015"	"Remmene"	21	31	1	1	3	"R"	15.6934782608696	17.5760869565217	13.7173913043478	1.53374008709079	3.85869565217391	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	4	4	1	211	240
"113"	"R_15_016"	"Remmene"	24	22.5	1	0	0	"R"	14.8760869565217	15.9673913043478	13.2826086956522	1.08189069182827	2.68478260869565	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	3	3	1	211	240
"114"	"R_15_017"	"Remmene"	30	23.5	2	3	0	"R"	15.2217391304348	16.8804347826087	13.1847826086957	1.40851230513898	3.69565217391304	3	1	0	0	0	0	4	1.25	2	1	0	1	2	1	0	5	3.4	5	5	211	240
"115"	"R_15_018"	"Remmene"	27	30	0	1	1	"R"	15.2347826086957	16.75	13.0760869565217	1.45006740076165	3.67391304347826	2	1	0	0	0	0	3	1.333333333	2	1	0	0	1	0	1	3	3.666666667	6	3	211	240
"116"	"R_15_019"	"Remmene"	32	12	0	11	1	"R"	16.554347826087	18.9673913043478	13.5	2.24531215759948	5.46739130434783	0	1	3	0	0	0	4	2.75	3	0	0	0	0	1	3	4	5.75	6	9	211	240
"117"	"R_15_020"	"Remmene"	34	50	0	33	0	"R"	15.4195652173913	17.0760869565217	13.304347826087	1.51464709052154	3.77173913043478	2	4	0	1	0	0	7	2	4	2	1	1	0	1	3	8	3.75	6	8	211	240
"118"	"R_15_021"	"Remmene"	24	35	0	0	4	"R"	16.0782608695652	18.1847826086957	13.6195652173913	1.92279359210821	4.56521739130435	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	4	4	1	211	240
"119"	"R_15_022"	"Remmene"	28	26	0	4	1	"R"	14.7978260869565	15.9565217391304	12.9347826086957	1.19772605048932	3.02173913043478	4	1	0	0	0	0	5	1.2	2	0	0	1	1	2	1	5	4.6	6	5	211	240
"120"	"R_15_023"	"Remmene"	34	32	0	13	15	"R"	14.7826086956522	16.2717391304348	13.1304347826087	1.27984210582431	3.14130434782609	4	1	0	0	0	0	5	1.2	2	0	0	0	0	1	4	5	5.8	6	5	211	240
"121"	"R_15_024"	"Remmene"	27	25	0	29	18	"R"	14.9195652173913	16.4239130434783	13.1739130434783	1.31807183488932	3.25	3	6	1	0	0	0	10	1.8	3	0	0	2	0	3	5	10	5.1	6	10	211	240
"122"	"R_15_025"	"Remmene"	16	15	0	0	2	"R"	16.3	18.9021739130435	13.5108695652174	2.15282324902884	5.39130434782609	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	211	240
"123"	"R_15_026"	"Remmene"	17	15	0	0	0	"R"	15.8869565217391	18.3152173913043	13.3369565217391	1.99662652043129	4.97826086956522	2	0	0	0	0	0	2	1	1	1	0	0	0	0	0	1	1	1	2	211	240
"124"	"R_15_027"	"Remmene"	18	25	0	0	0	"R"	16.8826086956522	19.7282608695652	13.9673913043478	2.3156135664105	5.76086956521739	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	211	240
"125"	"R_15_028"	"Remmene"	14	16	0	0	0	"R"	17.2978260869565	20.804347826087	13.7173913043478	2.87275923273546	7.08695652173913	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	211	240
"126"	"R_15_029"	"Remmene"	13	20	0	0	0	"R"	17.0782608695652	20.3804347826087	13.7934782608696	2.59152743597823	6.58695652173913	0	1	0	0	0	0	1	2	2	0	0	0	0	0	1	1	6	6	1	211	240
"127"	"R_15_030"	"Remmene"	18	21	0	6	0	"R"	16.6195652173913	19.0760869565217	13.8804347826087	2.02876117090046	5.19565217391304	2	1	0	0	0	0	3	1.333333333	2	2	0	0	0	0	1	3	2.666666667	6	3	211	240
"128"	"R_15_031"	"Remmene"	24	35	0	2	1	"R"	15.1152173913043	16.7282608695652	13.1086956521739	1.45430797182396	3.6195652173913	2	0	0	0	0	0	2	1	1	1	0	0	0	0	1	2	3.5	6	2	211	240
"129"	"R_15_032"	"Remmene"	21	30	0	4	0	"R"	16.3978260869565	19.804347826087	13.304347826087	2.61641024291526	6.5	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	211	240
"130"	"R_15_033"	"Remmene"	18	26	0	6	0	"R"	16.3173913043478	19.0652173913043	13.4347826086957	2.32075476956889	5.6304347826087	1	0	1	0	0	0	2	2	3	1	0	0	0	0	1	2	3.5	6	2	211	240
"131"	"R_15_034"	"Remmene"	21	26	0	14	0	"R"	16.3434782608696	19.2608695652174	13.195652173913	2.39524450087636	6.06521739130435	3	1	0	0	0	0	4	1.25	2	2	0	1	0	0	0	3	1.666666667	3	4	211	240
"132"	"R_15_035"	"Remmene"	21	32	0	2	7	"R"	16.6133333333333	20.2666666666667	12.9444444444444	2.89389821938591	7.32222222222222	3	0	0	0	0	0	3	1	1	2	0	0	0	0	1	3	2.666666667	6	3	211	240
"133"	"R_15_036"	"Remmene"	20	18	0	4	0	"R"	16.1888888888889	18.1444444444444	13.8111111111111	1.71721800278724	4.33333333333333	1	0	1	0	0	0	2	2	3	0	0	0	0	1	0	1	5	5	2	211	240
"134"	"R_15_037"	"Remmene"	10	20	0	0	6	"R"	17.0444444444444	19.1555555555556	14.6333333333333	1.93136923481642	4.52222222222222	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	211	240
"135"	"R_15_038"	"Remmene"	13	15	0	1	0	"R"	15.1377777777778	16.4444444444444	13.3111111111111	1.25614000220039	3.13333333333333	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	211	240
"136"	"R_15_039"	"Remmene"	18	15	0	6	0	"R"	16.0644444444444	17.7777777777778	14.1111111111111	1.49694366515981	3.66666666666667	1	0	1	0	0	0	2	2	3	1	0	0	0	1	0	2	3	5	2	211	240
"137"	"R_15_040"	"Remmene"	12	20	0	0	0	"R"	16.3377777777778	17.6222222222222	14.3666666666667	1.30827220195614	3.25555555555556	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	211	240
"138"	"R_15_041"	"Remmene"	10	10.5	0	8	0	"R"	17.5755555555556	19.4	15.3777777777778	1.7205752280539	4.02222222222222	2	1	0	0	0	0	3	1.333333333	2	1	0	1	0	0	0	2	2	3	3	211	240
"139"	"R_15_042"	"Remmene"	9	10	0	1	0	"R"	16.8155555555556	18.3555555555556	14.3888888888889	1.63402377841504	3.96666666666667	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	4	4	1	211	240
"140"	"R_15_043"	"Remmene"	13	15	0	9	1	"R"	16.7688888888889	18.7333333333333	13.7777777777778	2.06521246674636	4.95555555555556	3	0	0	0	0	0	3	1	1	2	1	0	0	0	0	3	1.333333333	2	3	211	240
"141"	"R_15_044"	"Remmene"	10	15	0	6	0	"R"	17.4511111111111	20.5333333333333	14.1	2.61614304539206	6.43333333333333	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	2	2	1	211	240
"142"	"R_15_045"	"Remmene"	10	10	0	0	0	"R"	15.7177777777778	17.1666666666667	13.4555555555556	1.50145456185577	3.71111111111111	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	4	4	1	211	240
"143"	"R_15_046"	"Remmene"	11	12	0	3	1	"R"	17.7066666666667	20.3555555555556	14.3	2.52464181384851	6.05555555555556	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	5	5	1	211	240
"144"	"R_15_047"	"Remmene"	10	10	1	5	0	"R"	16.4377777777778	18.2	13.8666666666667	1.78379891284839	4.33333333333333	3	0	0	0	0	0	3	1	1	1	0	1	0	0	0	2	2	3	3	211	240
"145"	"R_15_048"	"Remmene"	8	10	0	4	1	"R"	16.9777777777778	19.1444444444444	14.2777777777778	1.98792107406426	4.86666666666667	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	211	240
"146"	"R_15_049"	"Remmene"	25	26	0	0	2	"R"	15.0888888888889	16.2666666666667	13.6444444444444	1.05066181243058	2.62222222222222	3	0	0	0	0	0	3	1	1	0	2	0	0	0	0	2	2	2	3	211	240
"147"	"R_15_050"	"Remmene"	19	14	0	11	2	"R"	16.6866666666667	18.5666666666667	13.8333333333333	1.9204679273452	4.73333333333333	2	0	0	0	0	0	2	1	1	1	1	0	0	0	0	2	1.5	2	2	211	240
"148"	"R_15_051"	"Remmene"	18	40	2	0	2	"R"	14.9644444444444	16.1222222222222	13.2666666666667	1.13410032027029	2.85555555555556	4	0	0	0	0	0	4	1	1	1	0	2	0	0	0	3	2.333333333	3	4	211	240
"149"	"R_15_052"	"Remmene"	16	27.5	0	0	0	"R"	16.4177777777778	18.9444444444444	13.2777777777778	2.37197062075595	5.66666666666667	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	211	240
"150"	"R_15_053"	"Remmene"	20	40	0	0	2	"R"	15.1444444444444	16.2333333333333	14.2444444444444	0.827833845887627	1.98888888888889	3	0	0	0	0	0	3	1	1	1	0	0	0	0	0	1	1	1	3	211	240
"151"	"R_15_054"	"Remmene"	22	47.5	0	13	2	"R"	15.3311111111111	16.6777777777778	12.9666666666667	1.51077344275531	3.71111111111111	2	1	0	0	0	0	3	1.333333333	2	2	0	0	0	0	1	3	2.666666667	6	3	211	240
"152"	"R_15_055"	"Remmene"	21	25	0	1	0	"R"	17.4977777777778	20.3666666666667	13.9666666666667	2.7399154088766	6.4	1	1	0	0	0	0	2	1.5	2	1	0	0	0	0	1	2	3.5	6	2	211	240
"153"	"R_15_056"	"Remmene"	14	35	0	3	3	"R"	15.7955555555556	17.5222222222222	13.4	1.72217246631864	4.12222222222222	1	1	0	0	0	0	2	1.5	2	0	0	1	0	0	0	1	3	3	2	211	240
"154"	"R_15_057"	"Remmene"	16	35	0	4	0	"R"	15.3177777777778	17	13.1555555555556	1.54172940389083	3.84444444444444	1	1	0	0	0	0	2	1.5	2	0	0	0	0	0	1	1	6	6	2	211	240
"155"	"R_15_058"	"Remmene"	16	25	0	0	1	"R"	15.4333333333333	16.7222222222222	13.0666666666667	1.48427139093074	3.65555555555556	0	1	0	0	0	0	1	2	2	0	0	0	0	0	1	1	6	6	1	211	240
"156"	"R_15_059"	"Remmene"	13	25	0	0	0	"R"	15.1822222222222	16.4666666666667	12.8666666666667	1.47188314750473	3.6	0	1	0	0	0	0	1	2	2	0	0	0	0	0	1	1	6	6	1	211	240
"157"	"R_15_060"	"Remmene"	21	30	0	6	3	"R"	15.9555555555556	17.4555555555556	13.6222222222222	1.54689172547707	3.83333333333333	1	1	1	0	0	0	3	2	3	1	0	0	0	0	2	3	4.333333333	6	3	211	240
"158"	"R_15_061"	"Remmene"	30	40	1	7	1	"R"	15.8911111111111	17.0555555555556	14.2333333333333	1.19192518494681	2.82222222222222	0	3	1	0	0	0	4	2.25	3	0	0	0	0	0	4	4	6	6	4	211	240
"159"	"R_15_062"	"Remmene"	37.5	40	1	9	3	"R"	14.3666666666667	15.4333333333333	12.8333333333333	1.08417739240187	2.6	1	4	0	0	0	0	5	1.8	2	1	0	0	0	2	2	5	4.6	6	5	211	240
"160"	"R_15_064"	"Remmene"	29	27.5	0	7	4	"R"	16.8177777777778	18.7555555555556	14.1444444444444	1.92626651563925	4.61111111111111	1	1	2	1	0	0	5	2.6	4	0	0	0	1	0	3	4	5.5	6	5	211	240
"161"	"R_15_065"	"Remmene"	23	40	0	0	10	"R"	14.1088888888889	14.7222222222222	13.1666666666667	0.672675743925541	1.55555555555556	0	1	0	0	0	0	1	2	2	0	0	0	0	0	1	1	6	6	1	211	240
"162"	"R_15_066"	"Remmene"	39	40	0	0	3	"R"	14.4066666666667	14.9777777777778	13.5555555555556	0.595211856659737	1.42222222222222	4	1	0	0	0	0	5	1.2	2	0	0	1	1	0	1	3	4.333333333	6	5	211	240
"163"	"R_15_067"	"Remmene"	24	35	0	2	1	"R"	15.8266666666667	17.4333333333333	13.0777777777778	1.77933581673544	4.35555555555556	2	0	0	1	0	0	3	2	4	0	0	0	0	0	1	1	6	6	3	211	240
"164"	"R_15_068"	"Remmene"	26	30	0	1	0	"R"	14.9155555555556	17.3111111111111	12.7111111111111	1.84050804270851	4.6	3	0	0	0	0	0	3	1	1	2	0	0	0	0	0	2	1	1	3	211	240
"165"	"R_15_069"	"Remmene"	20	25	0	0	1	"R"	18.9022222222222	21.8777777777778	16.1777777777778	2.40008676368805	5.7	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	211	240
"166"	"R_15_070"	"Remmene"	15	20	0	7	0	"R"	16.9688888888889	19.3222222222222	13.3444444444444	2.48933978182695	5.97777777777778	0	1	0	0	0	0	1	2	2	0	0	1	0	0	0	1	3	3	1	211	240
"167"	"R_15_071"	"Remmene"	18	47.5	0	3	4	"R"	16.2355555555556	18.2888888888889	13.6555555555556	1.96761354719933	4.63333333333333	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	6	6	1	211	240
"168"	"R_15_072"	"Remmene"	21	35	0	1	12	"R"	15.1822222222222	16.3222222222222	13.3888888888889	1.23012836042803	2.93333333333333	0	1	0	0	0	0	1	2	2	0	1	0	0	0	0	1	2	2	2	211	240
"169"	"R_15_073"	"Remmene"	19	35	0	0	3	"R"	16.8511111111111	20.1444444444444	13.0777777777778	2.84022942441455	7.06666666666667	0	1	0	0	0	0	1	2	2	0	0	1	0	0	0	1	3	3	1	211	240
"170"	"R_15_074"	"Remmene"	20	30	0	3	10	"R"	16.5555555555556	18.9888888888889	12.7777777777778	2.48963662660187	6.21111111111111	1	1	1	0	0	0	3	2	3	0	0	0	0	3	0	3	5	5	3	211	240
"171"	"R_15_075"	"Remmene"	21	27.5	0	13	3	"R"	15.4066666666667	17.0777777777778	12.8222222222222	1.7364444394641	4.25555555555556	0	2	0	0	0	0	2	2	2	0	0	2	0	0	0	2	3	3	2	211	240
"172"	"R_15_076"	"Remmene"	20	30	0	4	1	"R"	14.7511111111111	15.5888888888889	13.4888888888889	0.869237722833262	2.1	3	1	0	1	0	0	5	1.8	4	1	0	0	0	1	1	3	4	6	5	211	240
"173"	"R_15_077"	"Remmene"	30	35	0	22	0	"R"	15.1311111111111	16.6888888888889	12.4888888888889	1.77729432445064	4.2	0	3	1	1	0	0	5	2.6	4	0	0	0	0	2	3	5	5.6	6	5	211	240
"174"	"R_15_078"	"Remmene"	26	52.5	0	4	0	"R"	16.7022222222222	19.2555555555556	13.9	2.1789202799755	5.35555555555556	2	1	0	0	0	0	3	1.333333333	2	0	0	0	0	2	0	2	5	5	3	211	240
"175"	"R_15_079"	"Remmene"	25	52.5	0	6	11	"R"	15.8133333333333	17.6333333333333	13.6888888888889	1.57342617696011	3.94444444444444	3	0	0	0	0	0	3	1	1	2	0	0	0	0	0	2	1	1	3	211	240
"176"	"R_15_080"	"Remmene"	17	40	0	0	0	"R"	16.3777777777778	19.1222222222222	13.4888888888889	2.25575286504222	5.63333333333333	5	0	0	0	0	0	5	1	1	3	0	0	0	0	0	3	1	1	5	211	240
"177"	"R_15_081"	"Remmene"	16	35	1	0	0	"R"	16.4044444444444	18.7777777777778	13.8444444444444	1.91059623693672	4.93333333333333	1	2	0	1	0	0	4	2.25	4	1	0	0	1	0	1	3	3.666666667	6	4	211	240
"178"	"R_15_082"	"Remmene"	22	40	0	11	0	"R"	16.8933333333333	18.9555555555556	13.6666666666667	2.13496969331263	5.28888888888889	1	2	0	1	0	0	4	2.25	4	0	1	0	0	2	1	4	4.5	6	4	211	240
"179"	"R_15_083"	"Remmene"	22	40	1	5	0	"R"	16.8711111111111	19.2	13.5777777777778	2.20599485938141	5.62222222222222	2	1	2	0	0	0	5	2	3	2	0	1	0	0	2	5	3.4	6	5	211	240
"180"	"R_15_086"	"Remmene"	26	35	1	2	0	"R"	16.5244444444444	18.8888888888889	13.3333333333333	2.24541184151131	5.55555555555556	3	1	2	0	1	0	7	2.285714286	5	1	0	0	0	0	4	5	5	6	7	211	240
"181"	"R_15_088"	"Remmene"	30	40	0	5	1	"R"	15.9933333333333	18.0666666666667	13.1111111111111	1.97504383854692	4.95555555555556	0	4	1	0	0	0	5	2.2	3	0	0	0	0	1	3	4	5.75	6	5	211	240
"182"	"R_15_089"	"Remmene"	24	30	0	0	2	"R"	16.1355555555556	18.4666666666667	12.7222222222222	2.26876120726967	5.74444444444444	2	0	0	0	0	0	2	1	1	0	0	1	0	0	1	2	4.5	6	2	211	240
"183"	"R_15_090"	"Remmene"	16	37.5	0	0	1	"R"	15.6311111111111	16.9888888888889	13.6777777777778	1.36058704235909	3.31111111111111	2	0	0	0	0	0	2	1	1	2	0	0	0	0	0	2	1	1	2	211	240
"184"	"R_15_091"	"Remmene"	18	37.5	0	0	1	"R"	16.3688888888889	18.4888888888889	13.6555555555556	1.94727656737441	4.83333333333333	2	1	0	0	0	0	3	1.333333333	2	1	0	1	0	0	1	3	3.333333333	6	3	211	240
"185"	"R_15_092"	"Remmene"	21	37.5	0	0	1	"R"	16.0244444444444	17.8555555555556	13.4	1.76487559540464	4.45555555555556	3	1	0	0	0	0	4	1.25	2	3	0	0	0	0	1	4	2.25	6	4	211	240
"186"	"R_15_093"	"Remmene"	33	50	1	30	0	"R"	17.3111111111111	20.6777777777778	13.4	2.98934869855887	7.27777777777778	1	1	7	1	0	0	10	2.8	4	0	0	0	0	4	5	9	5.555555556	6	10	211	240
"187"	"R_15_094"	"Remmene"	25	40	0	0	0	"R"	15.2688888888889	16.5444444444444	13.4888888888889	1.23378613738115	3.05555555555556	3	1	0	0	0	0	4	1.25	2	2	0	0	0	0	1	3	2.666666667	6	4	211	240
"188"	"R_15_095"	"Remmene"	33	40	0	2	0	"R"	15.2822222222222	16.9666666666667	13.0888888888889	1.56369911370442	3.87777777777778	1	3	2	0	0	0	6	2.166666667	3	1	0	0	0	0	5	6	5.166666667	6	6	211	240
"189"	"R_15_096"	"Remmene"	36	45	1	1	0	"R"	16.5555555555556	18.7888888888889	14.1888888888889	1.95912148547187	4.6	1	4	0	0	0	0	5	1.8	2	1	1	1	0	0	2	5	3.6	6	6	211	240
"190"	"R_15_098"	"Remmene"	16	45	0	0	0	"R"	15.9333333333333	17.2111111111111	14.0222222222222	1.32567452888401	3.18888888888889	0	0	1	0	1	0	2	4	5	0	0	0	0	0	2	2	6	6	2	211	240
"191"	"R_15_099"	"Remmene"	35	45	1	2	1	"R"	15.4488888888889	16.5222222222222	13.8444444444444	1.14406691837394	2.67777777777778	1	3	1	0	0	0	5	2	3	0	0	0	0	3	2	5	5.4	6	5	211	240
"192"	"R_15_100"	"Remmene"	26	45	0	0	0	"R"	14.8377777777778	15.7888888888889	13.3333333333333	0.996057699020218	2.45555555555556	2	1	0	0	0	0	3	1.333333333	2	0	2	0	0	0	0	2	2	2	3	211	240
"193"	"T_15_001"	"Tånga Hed"	8.7	22.5	4	0	0	"T"	19.1	21.7878787878788	16.1212121212121	2.23579735335672	5.66666666666667	3	1	1	3	1	0	9	2.777777778	5	0	0	0	0	0	3	3	6	6	9	210	239
"194"	"T_15_002"	"Tånga Hed"	23.7	30	8	4	0	"T"	17.8363636363636	19.0909090909091	16.0454545454545	1.23391261169762	3.04545454545455	0	2	7	6	1	0	16	3.375	5	0	0	0	0	1	10	11	5.909090909	6	16	210	239
"195"	"T_15_003"	"Tånga Hed"	26.7	17.5	5	0	0	"T"	18.5424242424242	21.3333333333333	16.0151515151515	2.3314966308302	5.31818181818182	0	2	4	0	0	0	6	2.666666667	3	0	0	0	0	0	6	6	6	6	6	210	239
"196"	"T_15_004"	"Tånga Hed"	25.5	25	7	0	0	"T"	18.0393939393939	20.2575757575758	15.7727272727273	1.80080852295809	4.48484848484848	1	1	5	1	0	0	8	2.75	4	0	0	0	0	0	7	7	6	6	8	210	239
"197"	"T_15_005"	"Tånga Hed"	29.5	35	7	0	1	"T"	17.4454545454545	19.0454545454545	15.4393939393939	1.47860033171716	3.60606060606061	1	7	1	0	0	0	9	2	3	0	0	0	0	1	7	8	5.875	6	9	210	239
"198"	"T_15_006"	"Tånga Hed"	23.3	27.5	5	2	6	"T"	17.1939393939394	19.2878787878788	14.8030303030303	1.78487994751278	4.48484848484848	2	4	2	1	0	0	9	2.222222222	4	0	0	0	0	1	6	7	5.857142857	6	9	210	239
"199"	"T_15_007"	"Tånga Hed"	22.7	27.5	7	1	7	"T"	17.1939393939394	19.2878787878788	14.8030303030303	1.78487994751278	4.48484848484848	0	7	1	0	0	0	8	2.125	3	0	0	0	0	1	7	8	5.875	6	8	210	239
"200"	"T_15_008"	"Tånga Hed"	14	35	4	0	0	"T"	17.4454545454545	19.0454545454545	15.4393939393939	1.47860033171716	3.60606060606061	0	0	3	1	0	0	4	3.25	4	0	0	0	0	0	4	4	6	6	4	210	239
"201"	"T_15_009"	"Tånga Hed"	20	22.5	0	0	35	"T"	17.6121212121212	19.6818181818182	15.3333333333333	1.82416513728735	4.34848484848485	2	1	0	0	0	0	3	1.333333333	2	0	0	1	0	0	0	1	3	3	3	210	239
"202"	"T_15_010"	"Tånga Hed"	24.5	22.5	6	3	30	"T"	17.6121212121212	19.6818181818182	15.3333333333333	1.82416513728735	4.34848484848485	1	4	2	1	0	0	8	2.375	4	0	0	0	0	0	7	7	6	6	8	210	239
"203"	"T_15_011"	"Tånga Hed"	22.2	15	3	5	0	"T"	19.1060606060606	22.530303030303	15.1363636363636	2.89912385350152	7.39393939393939	1	3	1	0	0	0	5	2	3	0	0	0	1	0	4	5	5.6	6	5	210	239
"204"	"T_15_012"	"Tånga Hed"	23	40	1	4	20	"T"	17.1060606060606	18.8484848484848	14.9848484848485	1.48838537336872	3.86363636363636	1	1	1	1	4	0	8	3.75	5	0	0	1	0	0	3	4	5.25	6	8	210	239
"205"	"T_15_013"	"Tånga Hed"	19.5	10	1	14	1	"T"	18.669696969697	22.0757575757576	15.1818181818182	2.68215791862413	6.89393939393939	0	2	3	1	0	0	6	2.833333333	4	0	0	0	0	4	2	6	5.333333333	6	6	210	239
"206"	"T_15_014"	"Tånga Hed"	21	27.5	4	0	5	"T"	18.2969696969697	20.5151515151515	15.6666666666667	1.85704930887577	4.84848484848485	0	0	2	1	1	0	4	3.75	5	0	0	0	0	0	4	4	6	6	4	210	239
"207"	"T_15_015"	"Tånga Hed"	15	10	0	2	20	"T"	18.5272727272727	21.6212121212121	15.3333333333333	2.42274695159936	6.28787878787879	0	3	1	0	0	0	4	2.25	3	0	0	1	0	1	0	2	4	5	4	210	239
"208"	"T_15_016"	"Tånga Hed"	21	15	0	5	12	"T"	17.169696969697	19.2575757575758	13.7878787878788	2.27071272409928	5.46969696969697	5	2	0	0	0	0	7	1.285714286	2	0	0	0	1	2	3	6	5.333333333	6	7	210	239
"209"	"T_15_017"	"Tånga Hed"	29	40	2	12	40	"T"	17.830303030303	20.469696969697	15.0757575757576	2.11290018693554	5.39393939393939	2	4	1	0	0	0	7	1.857142857	3	0	0	0	0	3	4	7	5.571428571	6	7	210	239
"210"	"T_15_018"	"Tånga Hed"	35	27.5	4	7	20	"T"	17.1818181818182	19.0909090909091	15.1818181818182	1.54654865382245	3.90909090909091	5	6	1	0	0	0	12	1.666666667	3	0	0	1	2	3	6	12	5.166666667	6	12	210	239
"211"	"T_15_019"	"Tånga Hed"	36	27.5	4	16	15	"T"	17.1818181818182	19.0909090909091	15.1818181818182	1.54654865382245	3.90909090909091	0	2	8	1	0	0	11	2.909090909	4	0	0	0	0	4	7	11	5.636363636	6	11	210	239
"212"	"T_15_020"	"Tånga Hed"	24.5	35	2	0	45	"T"	18.0666666666667	19.7272727272727	15.7575757575758	1.55748753382916	3.96969696969697	2	2	0	0	0	0	4	1.5	2	0	0	0	0	1	2	3	5.666666667	6	4	210	239
"213"	"T_15_021"	"Tånga Hed"	23	12.5	1	13	15	"T"	17.9545454545455	20.030303030303	15.0606060606061	1.95434547018271	4.96969696969697	1	6	0	0	0	0	7	1.857142857	2	0	0	1	0	1	5	7	5.428571429	6	7	210	239
"214"	"T_15_022"	"Tånga Hed"	26	35	3	25	45	"T"	17.4939393939394	19.8636363636364	14.8181818181818	1.94421651713495	5.04545454545455	0	1	7	1	0	0	9	3	4	0	0	0	0	3	6	9	5.666666667	6	9	210	239
"215"	"T_15_023"	"Tånga Hed"	18	10	3	0	0	"T"	17.9545454545455	20.030303030303	15.0606060606061	1.95434547018271	4.96969696969697	0	3	1	0	0	0	4	2.25	3	0	0	0	0	0	3	3	6	6	4	210	239
"216"	"T_15_024"	"Tånga Hed"	35	30	5	9	7	"T"	17.1666666666667	19.6060606060606	14.8030303030303	1.8527033683308	4.8030303030303	3	6	1	0	0	0	10	1.8	3	0	0	0	0	4	5	9	5.555555556	6	10	210	239
"217"	"T_15_025"	"Tånga Hed"	26.5	27.5	4	2	0	"T"	19.6727272727273	23.9393939393939	16.0757575757576	3.28841263768222	7.86363636363636	0	3	1	1	0	0	5	2.6	4	0	0	0	0	0	5	5	6	6	5	210	239
"218"	"T_15_026"	"Tånga Hed"	17.5	17.5	3	8	11	"T"	18.7909090909091	22.0909090909091	15.6818181818182	2.59921136191805	6.40909090909091	0	5	0	1	0	0	6	2.333333333	4	0	0	0	0	1	5	6	5.833333333	6	6	210	239
"219"	"T_15_027"	"Tånga Hed"	22.5	10	3	1	16	"T"	18.1545454545455	20.6818181818182	15.5151515151515	2.01759104623947	5.16666666666667	1	3	1	0	0	0	5	2	3	0	0	0	0	1	3	4	5.75	6	5	210	239
"220"	"T_15_028"	"Tånga Hed"	26.5	15	4	4	4	"T"	18.230303030303	21.1060606060606	15.530303030303	2.21340824354135	5.57575757575758	0	2	2	1	0	0	5	2.8	4	0	0	0	0	0	5	5	6	6	5	210	239
"221"	"T_15_029"	"Tånga Hed"	31	12.5	5	0	8	"T"	18.8060606060606	23.0757575757576	15.5	2.92570356229862	7.57575757575758	0	2	2	1	0	0	5	2.8	4	0	0	0	0	0	5	5	6	6	5	210	239
"222"	"T_15_030"	"Tånga Hed"	23	17.5	3	4	15	"T"	18.8060606060606	23.0757575757576	15.5	2.92570356229862	7.57575757575758	0	2	3	0	0	0	5	2.6	3	0	0	0	0	0	5	5	6	6	5	210	239
"223"	"T_15_031"	"Tånga Hed"	17	10	2	0	0	"T"	18.2939393939394	21.4242424242424	15.2121212121212	2.39520999676012	6.21212121212121	2	1	0	0	0	0	3	1.333333333	2	0	0	0	0	1	1	2	5.5	6	3	210	239
