"id_pl"	"population"	"shoot_h"	"veg_h_mean"	"n_intact_fruits"	"n_eggs_max"	"n_redants"	"pop"	"meanT"	"maxT"	"minT"	"sdT"	"rangeT"	"a1"	"b1"	"c1"	"d1"	"e1"	"f1"	"n_fl1"	"phen_index1"	"most_adv1"	"a2"	"b2"	"c2"	"d2"	"e2"	"f2"	"n_fl2"	"phen_index2"	"most_adv2"	"n_fl"	"julian1"	"julian2"
"224"	"T_15_032"	"Tånga Hed"	25.5	15	4	2	0	"T"	18.2939393939394	21.4242424242424	15.2121212121212	2.39520999676012	6.21212121212121	1	1	5	1	0	0	8	2.75	4	0	0	0	0	1	6	7	5.857142857	6	8	210	239
"225"	"T_15_033"	"Tånga Hed"	26.6	10	5	18	6	"T"	18.0575757575758	20.2575757575758	15.6212121212121	1.81957356667359	4.63636363636364	3	8	1	0	0	0	12	1.833333333	3	1	1	0	0	3	7	12	5	6	12	210	239
"226"	"T_15_034"	"Tånga Hed"	22	15	1	0	1	"T"	17.8090909090909	20.6969696969697	15.0454545454545	2.190682834234	5.65151515151515	4	2	0	0	0	0	6	1.333333333	2	0	0	0	0	2	1	3	5.333333333	6	6	210	239
"227"	"T_15_035"	"Tånga Hed"	25.5	15	4	5	2	"T"	17.8090909090909	20.6969696969697	15.0454545454545	2.190682834234	5.65151515151515	2	8	1	0	0	0	11	1.909090909	3	0	0	0	0	3	5	8	5.625	6	11	210	239
"228"	"T_15_036"	"Tånga Hed"	23.7	12.5	3	6	5	"T"	18.6212121212121	21.6969696969697	15.7121212121212	2.32139797024234	5.98484848484848	0	2	2	1	0	0	5	2.8	4	0	0	0	0	1	4	5	5.8	6	5	210	239
"229"	"T_15_037"	"Tånga Hed"	24	12.5	3	6	1	"T"	17.6757575757576	19.7272727272727	15.2727272727273	1.81641945519522	4.45454545454545	0	2	2	1	0	0	5	2.8	4	0	0	0	0	1	4	5	5.8	6	5	210	239
"230"	"T_15_038"	"Tånga Hed"	17	12.5	3	0	0	"T"	17.6757575757576	19.7272727272727	15.2727272727273	1.81641945519522	4.45454545454545	0	3	1	0	0	0	4	2.25	3	0	0	0	0	1	3	4	5.75	6	4	210	239
"231"	"T_15_039"	"Tånga Hed"	24.5	10	6	0	2	"T"	18.830303030303	22.5757575757576	15.3636363636364	2.82500112769511	7.21212121212121	1	6	1	0	0	0	8	2	3	0	0	0	0	0	6	6	6	6	8	210	239
"232"	"T_15_040"	"Tånga Hed"	20.5	15	4	6	1	"T"	18.4121212121212	21.5606060606061	15.3787878787879	2.36411356297114	6.18181818181818	0	0	5	0	1	0	6	3.333333333	5	0	0	0	0	0	7	7	6	6	7	210	239
"233"	"T_15_041"	"Tånga Hed"	25	15	4	5	0	"T"	18.8363636363636	22.8030303030303	15.6969696969697	2.75914180057383	7.10606060606061	0	0	4	1	0	0	5	3.2	4	0	0	0	0	0	5	5	6	6	5	210	239
"234"	"T_15_042"	"Tånga Hed"	28.5	17.5	5	8	2	"T"	17.8939393939394	20.6818181818182	15.1212121212121	2.17618013533669	5.56060606060606	0	2	4	1	0	0	7	2.857142857	4	0	0	0	0	0	7	7	6	6	7	210	239
"235"	"T_15_043"	"Tånga Hed"	22	12.5	4	1	11	"T"	18.2181818181818	22.1515151515152	15.2575757575758	2.69413082498957	6.89393939393939	0	4	1	0	0	0	5	2.2	3	0	0	0	0	1	4	5	5.8	6	5	210	239
"236"	"T_15_044"	"Tånga Hed"	26	15	6	0	15	"T"	18.2181818181818	22.1515151515152	15.2575757575758	2.69413082498957	6.89393939393939	0	0	5	1	0	0	6	3.166666667	4	0	0	0	0	0	6	6	6	6	6	210	239
"237"	"T_15_045"	"Tånga Hed"	17.5	15	0	6	18	"T"	18.4121212121212	21.5606060606061	15.3787878787879	2.36411356297114	6.18181818181818	1	2	1	0	0	0	4	2	3	0	0	0	0	1	1	2	5.5	6	4	210	239
"238"	"T_15_046"	"Tånga Hed"	21.5	12.5	2	2	12	"T"	18.3041666666667	21.3125	15.375	2.42727586797789	5.9375	1	2	1	0	0	0	4	2	3	0	0	0	0	0	3	3	6	6	4	210	239
"239"	"T_15_047"	"Tånga Hed"	12	12.5	1	0	7	"T"	18.3041666666667	21.3125	15.375	2.42727586797789	5.9375	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	5	5	1	210	239
"240"	"T_15_048"	"Tånga Hed"	16.5	12.5	1	0	11	"T"	18.6212121212121	21.6969696969697	15.7121212121212	2.32139797024234	5.98484848484848	1	0	1	0	0	0	2	2	3	0	0	0	0	0	2	2	6	6	2	210	239
"241"	"T_15_049"	"Tånga Hed"	27.5	27.5	4	3	6	"T"	17.6242424242424	20.4090909090909	15.2121212121212	1.99294677580945	5.1969696969697	1	0	4	1	0	0	6	2.833333333	4	0	0	0	0	0	5	5	6	6	6	210	239
"242"	"T_15_050"	"Tånga Hed"	30.3	15	5	2	3	"T"	17.7666666666667	20.1363636363636	15.4545454545455	1.83041121030134	4.68181818181818	0	6	1	0	0	0	7	2.142857143	3	0	0	0	0	1	6	7	5.857142857	6	7	210	239
"243"	"T_15_051"	"Tånga Hed"	33	17.5	3	8	11	"T"	17.6060606060606	19.8333333333333	15.3333333333333	1.75549803399274	4.5	4	4	1	0	0	0	9	1.666666667	3	0	0	0	0	3	3	6	5.5	6	9	210	239
"244"	"T_15_052"	"Tånga Hed"	20	15	6	4	10	"T"	18.1272727272727	21.1060606060606	15.2424242424242	2.26657577252448	5.86363636363636	1	4	3	1	0	0	9	2.444444444	4	0	0	0	0	0	8	8	6	6	9	210	239
"245"	"T_15_053"	"Tånga Hed"	19	12.5	2	0	10	"T"	18.3060606060606	21.3939393939394	15.3333333333333	2.3418019682209	6.06060606060606	1	3	1	0	0	0	5	2	3	0	0	0	0	3	1	4	5.25	6	5	210	239
"246"	"T_15_054"	"Tånga Hed"	19.7	15	1	5	5	"T"	17.7	19.8484848484848	15.3333333333333	1.765929769312	4.51515151515152	0	0	2	1	0	0	3	3.333333333	4	0	0	0	0	0	3	3	6	6	3	210	239
"247"	"T_15_055"	"Tånga Hed"	16.5	20	1	0	20	"T"	17.7212121212121	20.3939393939394	15.3787878787879	2.00861445629225	5.01515151515152	1	1	0	0	0	0	2	1.5	2	0	0	0	1	0	1	2	5	6	2	210	239
"248"	"T_15_056"	"Tånga Hed"	38	30	15	0	20	"T"	17.1030303030303	19.3484848484848	14.8030303030303	1.76398442810906	4.54545454545455	2	12	2	1	0	0	17	2.117647059	4	0	0	0	0	1	15	16	5.9375	6	17	210	239
"249"	"T_15_057"	"Tånga Hed"	18.5	15	4	4	1	"T"	19.0030303030303	23.5757575757576	15.6212121212121	3.14487265833658	7.95454545454545	0	2	3	1	0	0	6	2.833333333	4	0	0	0	0	0	6	6	6	6	6	210	239
"250"	"T_15_058"	"Tånga Hed"	14	5	1	2	13	"T"	18.030303030303	21.6818181818182	14.8333333333333	2.73050146704335	6.84848484848485	3	1	0	0	0	0	4	1.25	2	0	1	0	3	0	1	5	4	6	5	210	239
"251"	"T_15_059"	"Tånga Hed"	18	15	3	0	35	"T"	18	20.1060606060606	16.030303030303	1.60556551797679	4.07575757575758	1	2	1	0	0	0	4	2	3	0	0	1	0	1	2	4	5	6	4	210	239
"252"	"T_15_060"	"Tånga Hed"	24	22	3	4	20	"T"	17.2484848484848	19.030303030303	15.4090909090909	1.4585991531419	3.62121212121212	2	2	1	0	0	0	5	1.8	3	1	0	0	0	2	2	5	4.6	6	5	210	239
"253"	"T_15_061"	"Tånga Hed"	23	10	3	3	9	"T"	18.0878787878788	20.1515151515152	15.8787878787879	1.65472293519751	4.27272727272727	1	0	3	0	0	0	4	2.5	3	0	0	0	0	0	4	4	6	6	4	210	239
"254"	"T_15_062"	"Tånga Hed"	18	15	3	0	6	"T"	18.0878787878788	20.1515151515152	15.8787878787879	1.65472293519751	4.27272727272727	0	1	2	0	0	0	3	2.666666667	3	0	0	0	0	0	3	3	6	6	3	210	239
"255"	"T_15_063"	"Tånga Hed"	31	20	4	4	25	"T"	16.4	17.4242424242424	14.969696969697	1.03370369570909	2.45454545454545	0	2	4	1	0	0	7	2.857142857	4	0	0	0	0	0	7	7	6	6	7	210	239
"256"	"T_15_064"	"Tånga Hed"	19.2	15	1	3	1	"T"	17.4848484848485	19.1060606060606	15.1969696969697	1.55371489815548	3.90909090909091	2	1	0	0	0	0	3	1.333333333	2	1	0	0	0	0	2	3	4.333333333	6	3	210	239
"257"	"T_15_065"	"Tånga Hed"	29.5	27.5	1	26	22	"T"	18.2060606060606	20.1818181818182	15.5151515151515	1.95372288710106	4.66666666666667	2	4	4	1	0	0	11	2.363636364	4	0	0	1	0	6	2	9	5	6	11	210	239
"258"	"T_15_066"	"Tånga Hed"	25	22.5	5	5	4	"T"	16.5515151515152	19.1818181818182	14.1818181818182	2.06370622173452	5	0	5	3	0	0	0	8	2.375	3	0	0	0	0	0	8	8	6	6	8	210	239
"259"	"T_15_067"	"Tånga Hed"	18	10	1	0	15	"T"	16.8242424242424	19.0151515151515	14.4848484848485	1.81806622402341	4.53030303030303	1	1	0	0	0	0	2	1.5	2	0	0	0	1	0	1	2	5	6	2	210	239
"260"	"T_15_068"	"Tånga Hed"	13	6	0	4	6	"T"	18.9	22.1818181818182	15.4545454545455	2.76328742973957	6.72727272727273	0	1	0	1	0	0	2	3	4	0	0	0	0	1	1	2	5.5	6	2	210	239
"261"	"T_15_069"	"Tånga Hed"	22.3	10	0	14	10	"T"	18.4363636363636	21.2575757575758	15.8181818181818	2.18406898817186	5.43939393939394	0	4	1	0	0	0	5	2.2	3	1	0	0	0	1	3	5	4.8	6	5	210	239
"262"	"T_15_070"	"Tånga Hed"	28	17	0	6	8	"T"	17.5878787878788	21.469696969697	14.7121212121212	2.67254823630042	6.75757575757576	1	1	2	0	0	0	4	2.25	3	1	0	0	0	0	3	4	4.75	6	4	210	239
"263"	"T_15_071"	"Tånga Hed"	21	12	1	0	0	"T"	17.5878787878788	21.469696969697	14.7121212121212	2.67254823630042	6.75757575757576	4	1	0	0	0	0	5	1.2	2	1	0	0	3	0	1	5	3.8	6	5	210	239
"264"	"T_15_072"	"Tånga Hed"	21	27.5	2	8	60	"T"	17.8424242424242	19.6818181818182	15.2575757575758	1.83369602722342	4.42424242424242	0	0	4	0	1	0	5	3.4	5	0	0	0	0	1	4	5	5.8	6	5	210	239
"265"	"T_15_073"	"Tånga Hed"	25	12.5	0	6	1	"T"	16.6818181818182	18.8181818181818	14.4848484848485	1.72889123832104	4.33333333333333	2	1	0	0	0	0	3	1.333333333	2	1	0	1	0	0	1	3	3.333333333	6	3	210	239
"266"	"T_15_074"	"Tånga Hed"	28	22	1	17	40	"T"	16.8060606060606	18.3181818181818	14.4545454545455	1.54608582858992	3.86363636363636	1	3	1	1	0	0	6	2.333333333	4	2	0	0	0	0	5	7	4.571428571	6	7	210	239
"267"	"T_15_075"	"Tånga Hed"	21	12	3	0	30	"T"	16.6787878787879	17.969696969697	14.7272727272727	1.34422854377057	3.24242424242424	0	2	1	0	0	0	3	2.333333333	3	0	0	0	0	0	3	3	6	6	3	210	239
"268"	"T_15_076"	"Tånga Hed"	31	15	6	16	0	"T"	17.6757575757576	19.6515151515152	14.8939393939394	1.86391733207884	4.75757575757576	1	3	9	1	0	0	14	2.714285714	4	0	0	1	0	1	11	13	5.692307692	6	14	210	239
"269"	"T_15_077"	"Tånga Hed"	35	23	2	34	0	"T"	16.7545454545455	18.5606060606061	14.4545454545455	1.62489809115042	4.10606060606061	1	2	9	1	1	0	14	2.928571429	5	0	0	1	0	2	11	14	5.642857143	6	14	210	239
"270"	"T_15_078"	"Tånga Hed"	21	15	3	3	30	"T"	16.6787878787879	17.969696969697	14.7272727272727	1.34422854377057	3.24242424242424	1	2	0	0	0	0	3	1.666666667	2	0	0	0	0	0	3	3	6	6	3	210	239
"271"	"T_15_079"	"Tånga Hed"	32	30	3	14	0	"T"	16.6666666666667	18.2878787878788	14.2727272727273	1.56301558126468	4.01515151515152	1	0	6	0	1	0	8	3	5	2	0	0	0	0	7	9	4.888888889	6	9	210	239
"272"	"T_15_080"	"Tånga Hed"	36	20	1	37	0	"T"	17.4424242424242	19.0909090909091	14.7575757575758	1.78762409943864	4.33333333333333	1	2	5	4	1	0	13	3.153846154	5	0	1	0	1	0	10	12	5.5	6	13	210	239
"273"	"T_15_081"	"Tånga Hed"	29	15	1	19	0	"T"	17.4424242424242	19.0909090909091	14.7575757575758	1.78762409943864	4.33333333333333	0	0	5	1	1	0	7	3.428571429	5	0	0	0	0	1	6	7	5.857142857	6	7	210	239
"274"	"T_15_082"	"Tånga Hed"	24	42.5	0	12	0	"T"	17.6969696969697	19.6060606060606	14.8787878787879	1.95398329840251	4.72727272727273	1	0	3	0	1	0	5	3	5	1	0	0	0	2	2	5	4.6	6	5	210	239
"275"	"T_15_083"	"Tånga Hed"	34	47.5	1	24	0	"T"	17.5393939393939	19.8030303030303	14.7121212121212	2.04072097990532	5.09090909090909	2	0	7	0	1	0	10	2.8	5	0	0	1	0	2	8	11	5.545454545	6	11	210	239
"276"	"T_15_084"	"Tånga Hed"	26	38.5	0	6	0	"T"	17.130303030303	18.4393939393939	14.8636363636364	1.47244078303812	3.57575757575758	3	1	1	0	0	0	5	1.6	3	0	0	4	0	0	0	4	3	3	5	210	239
"277"	"T_15_085"	"Tånga Hed"	24	41	4	11	2	"T"	17.130303030303	18.4393939393939	14.8636363636364	1.47244078303812	3.57575757575758	1	0	5	0	0	0	6	2.666666667	3	0	0	0	2	1	3	6	5.166666667	6	6	210	239
"278"	"T_15_086"	"Tånga Hed"	33	20	4	9	20	"T"	16.6242424242424	18.2272727272727	14.5151515151515	1.5177529693376	3.71212121212121	3	5	1	0	0	0	9	1.777777778	3	0	1	0	0	2	6	9	5.333333333	6	9	210	239
"279"	"T_15_087"	"Tånga Hed"	21	17.5	1	0	40	"T"	16.1939393939394	17.5151515151515	14.6515151515152	1.15683216678821	2.86363636363636	2	1	0	0	0	0	3	1.333333333	2	0	1	0	0	0	1	2	4	6	3	210	239
"280"	"T_15_088"	"Tånga Hed"	34	45	0	12	20	"T"	15.6484848484848	17.2727272727273	13.6666666666667	1.46746308340856	3.60606060606061	2	3	0	0	0	0	5	1.6	2	0	0	1	0	0	3	4	5.25	6	5	210	239
"281"	"T_15_089"	"Tånga Hed"	19	20	0	12	0	"T"	16.8939393939394	18.3030303030303	14.469696969697	1.57242726211667	3.83333333333333	0	0	3	0	1	0	4	3.5	5	0	0	0	1	2	1	4	5	6	4	210	239
"282"	"T_15_090"	"Tånga Hed"	27	30	8	6	0	"T"	17.4787878787879	19.7575757575758	15.2878787878788	1.76674636784414	4.46969696969697	0	0	9	0	1	0	10	3.2	5	0	0	0	0	0	9	9	6	6	10	210	239
"283"	"T_15_091"	"Tånga Hed"	16	17.5	0	3	0	"T"	16.8939393939394	18.3030303030303	14.469696969697	1.57242726211667	3.83333333333333	1	1	0	0	0	0	2	1.5	2	1	0	0	1	0	0	2	2.5	4	2	210	239
"284"	"T_15_092"	"Tånga Hed"	17	38.5	1	0	1	"T"	17.130303030303	18.4393939393939	14.8636363636364	1.47244078303812	3.57575757575758	0	1	0	0	0	0	1	2	2	0	0	0	0	0	1	1	6	6	1	210	239
"285"	"T_15_093"	"Tånga Hed"	37	32.5	5	4	12	"T"	17.4787878787879	19.7575757575758	15.2878787878788	1.76674636784414	4.46969696969697	1	1	6	0	0	0	8	2.625	3	0	0	0	0	2	6	8	5.75	6	8	210	239
"286"	"T_15_094"	"Tånga Hed"	32	36	2	5	1	"T"	17.9151515151515	20.5454545454545	15.6515151515152	1.92830891314264	4.89393939393939	1	0	6	0	1	0	8	3	5	1	0	0	0	1	2	4	4.5	6	8	210	239
"287"	"T_15_095"	"Tånga Hed"	27	20	2	14	0	"T"	17.2060606060606	19.6363636363636	14.4848484848485	1.98089471311228	5.15151515151515	0	0	2	3	2	0	7	4	5	0	0	0	0	0	7	7	6	6	7	210	239
"288"	"T_15_096"	"Tånga Hed"	33	10	7	4	12	"T"	16.7030303030303	18.8484848484848	14.5151515151515	1.66628429264828	4.33333333333333	0	3	6	0	0	0	9	2.666666667	3	0	0	0	0	2	7	9	5.777777778	6	9	210	239
"289"	"T_15_097"	"Tånga Hed"	32	27	4	11	9	"T"	17.8090909090909	20.1363636363636	14.7575757575758	2.06694569566984	5.37878787878788	0	0	10	0	1	0	11	3.181818182	5	1	1	0	0	0	10	12	5.25	6	12	210	239
"290"	"T_15_098"	"Tånga Hed"	19	22	2	0	0	"T"	18.2939393939394	21.030303030303	15.3939393939394	2.32663613983953	5.63636363636364	0	0	1	2	0	0	3	3.666666667	4	0	0	0	0	0	3	3	6	6	3	210	239
"291"	"T_15_099"	"Tånga Hed"	29	20	4	5	0	"T"	18.2939393939394	21.030303030303	15.3939393939394	2.32663613983953	5.63636363636364	1	1	6	1	0	0	9	2.777777778	4	0	0	0	0	1	7	8	5.875	6	9	210	239
"292"	"T_15_100"	"Tånga Hed"	32	26	4	8	9	"T"	17.6484848484848	19.7878787878788	14.8030303030303	1.94254260709333	4.98484848484848	1	0	11	1	0	0	13	2.923076923	4	1	0	0	0	0	12	13	5.615384615	6	13	210	239
"293"	"T_15_101"	"Tånga Hed"	36	20	5	37	0	"T"	17.0484848484848	18.530303030303	14.9545454545455	1.44099135259116	3.57575757575758	3	4	9	0	1	0	17	2.529411765	5	0	0	1	1	0	16	18	5.722222222	6	18	210	239
"294"	"T_15_102"	"Tånga Hed"	24	32.5	5	5	0	"T"	19.1606060606061	22.7272727272727	15.2424242424242	2.98101726076326	7.48484848484848	0	0	3	1	3	0	7	4	5	0	0	0	0	0	7	7	6	6	7	210	239
"295"	"T_15_103"	"Tånga Hed"	40	22	1	22	15	"T"	16.9393939393939	18.9545454545455	14.2121212121212	1.84287775713907	4.74242424242424	0	0	6	1	0	0	7	3.142857143	4	0	0	0	0	0	7	7	6	6	7	210	239
