"id_pl"	"population"	"shoot_h"	"veg_h_mean"	"n_intact_fruits"	"n_eggs_max"	"n_redants"	"pop"	"meanT"	"maxT"	"minT"	"sdT"	"rangeT"	"redants_pres"	"ants_t"	"t_shoot_h"	"t_veg_h_mean"	"t_n_intact_fruits"	"t_n_eggs_max"	"t_n_redants"	"t_meanT"	"id"	"a1"	"b1"	"c1"	"d1"	"e1"	"f1"	"n_fl1"	"phen_index1"	"most_adv1"	"a2"	"b2"	"c2"	"d2"	"e2"	"f2"	"n_fl2"	"phen_index2"	"most_adv2"	"n_fl"	"julian1"	"julian2"
"60"	"H_15_101"	"Högsjön"	35	45	0	1	6	"H"	14.7617021276596	15.531914893617	13.5744680851064	0.801952236645089	1.95744680851064	"1"	1.94591014905531	2.07480795452533	0.859873502491812	-0.654636253008874	-0.393626389084074	0.149180763532732	-1.42394564166334	62	5	0	0	0	0	0	5	1	1	0	0	3	1	0	0	4	3.25	4	5	211	241
"61"	"H_15_102"	"Högsjön"	24	30	0	9	3	"H"	14.9829787234043	15.7872340425532	14.0744680851064	0.709498416856883	1.71276595744681	"1"	1.38629436111989	0.363872828758028	-0.408592373524478	-0.654636253008874	1.20392071197909	-0.245263289197881	-1.26119523947137	63	3	1	0	0	0	0	4	1.25	2	1	0	0	1	0	0	2	2.5	4	4	211	241
"62"	"H_15_103"	"Högsjön"	20	35	0	4	0	"H"	14.7425531914894	15.531914893617	13.9148936170213	0.668120096718758	1.61702127659574	"0"	0	-0.258285398793718	0.0142295851476189	-0.654636253008874	0.205453773814614	-0.639707341928494	-1.4380298110838	64	3	0	0	0	0	0	3	1	1	0	1	0	0	0	0	1	2	2	3	211	241
"63"	"H_15_104"	"Högsjön"	23	30	0	4	1	"H"	15.3382978723404	16.2978723404255	14.3191489361702	0.812357653368267	1.97872340425532	"1"	0.693147180559945	0.208333271870092	-0.408592373524478	-0.654636253008874	0.205453773814614	-0.50822599101829	-0.999855651336181	65	4	1	0	0	0	0	5	1.2	2	0	0	1	2	0	1	4	4.25	6	5	211	241
"64"	"H_15_105"	"Högsjön"	18	30	0	12	1	"H"	15.2021276595745	16.6063829787234	14.0957446808511	1.00588057302905	2.51063829787234	"1"	0.693147180559945	-0.56936451256959	-0.408592373524478	-0.654636253008874	1.80300087487778	-0.50822599101829	-1.10000974499278	66	1	1	0	0	0	0	2	1.5	2	0	0	0	0	1	1	2	5.5	6	2	211	241
"65"	"H_15_106"	"Högsjön"	27	40	1	2	1	"H"	15.1382978723404	16.1276595744681	14.2127659574468	0.786931758323885	1.91489361702128	"1"	0.693147180559945	0.830491499421837	0.437051543819715	1.29056861307464	-0.193933001451178	-0.50822599101829	-1.14695697639431	67	3	0	0	0	0	0	3	1	1	0	0	0	1	1	0	2	4.5	5	3	211	241
"66"	"H_15_107"	"Högsjön"	32	40	0	14	1	"H"	14.9	15.7659574468085	14.0106382978723	0.711368300414105	1.75531914893617	"1"	0.693147180559945	1.60818928386152	0.437051543819715	-0.654636253008874	2.20238765014357	-0.50822599101829	-1.32222664029336	68	4	1	0	0	0	0	5	1.2	2	2	0	1	1	0	1	5	3	6	5	211	241
"67"	"H_15_108"	"Högsjön"	28	40	0	6	2	"H"	15.4595744680851	16.6595744680851	14.3085106382979	0.946663792253331	2.35106382978723	"1"	1.09861228866811	0.986031056309774	0.437051543819715	-0.654636253008874	0.604840549080406	-0.376744640108086	-0.910655911673274	69	3	0	0	0	0	0	3	1	1	1	0	1	0	0	1	3	3.333333333	6	3	211	241
"68"	"H_15_109"	"Högsjön"	31	40	0	6	1	"H"	15.4276595744681	16.7659574468085	14.3404255319149	0.962480471293382	2.42553191489362	"1"	0.693147180559945	1.45264972697358	0.437051543819715	-0.654636253008874	0.604840549080406	-0.50822599101829	-0.934129527374039	70	2	1	0	0	0	0	3	1.333333333	2	0	1	1	1	0	0	3	3	4	3	211	241
"69"	"H_15_110"	"Högsjön"	32	40	0	14	1	"H"	14.8595744680851	16.0425531914894	13.8829787234043	0.87680347343007	2.15957446808511	"1"	0.693147180559945	1.60818928386152	0.437051543819715	-0.654636253008874	2.20238765014357	-0.50822599101829	-1.35195988684766	71	3	1	0	0	0	0	4	1.25	2	0	0	1	2	0	1	4	4.25	6	4	211	241
"70"	"H_15_111"	"Högsjön"	27	50	0	0	2	"H"	14.0978723404255	14.5851063829787	13.3404255319149	0.527021457602354	1.24468085106383	"1"	1.09861228866811	0.830491499421837	1.28269546116391	-0.654636253008874	-0.59331977671697	-0.376744640108086	-1.91219684823925	72	2	0	0	0	0	0	2	1	1	0	0	0	1	0	0	1	4	4	2	211	241
"71"	"H_15_113"	"Högsjön"	26.5	50	1	0	12	"H"	15.6021276595745	16.7446808510638	14.5851063829787	0.884638693677234	2.15957446808511	"1"	2.56494935746154	0.752721720977869	1.28269546116391	1.29056861307464	-0.59331977671697	0.938068868993958	-0.805807094876524	73	2	1	0	0	0	0	3	1.333333333	2	0	0	2	0	1	0	3	3.666666667	5	3	211	241
"72"	"H_15_117"	"Högsjön"	30	50	0	29	20	"H"	14.7297872340426	15.6595744680851	13.7127659574468	0.787783676057529	1.9468085106383	"1"	3.04452243772342	1.29711017008565	1.28269546116391	-0.654636253008874	5.19778846463701	1.98991967627559	-1.4474192573641	74	1	3	0	0	0	0	4	1.75	2	0	0	0	0	0	3	3	6	6	4	211	241
"73"	"H_15_118"	"Högsjön"	17	40	0	14	20	"H"	15.7276595744681	17.3723404255319	14.2872340425532	1.25349382359467	3.08510638297872	"1"	3.04452243772342	-0.724904069457527	0.437051543819715	-0.654636253008874	2.20238765014357	1.98991967627559	-0.713477539786847	75	1	1	0	0	0	0	2	1.5	2	0	1	0	0	0	1	2	4	6	2	211	241
"74"	"H_15_119"	"Högsjön"	12.5	25	0	4	11	"H"	15.136170212766	15.7553191489362	14.2127659574468	0.631018664951048	1.54255319148936	"1"	2.484906649788	-1.42483207545324	-0.831414332196574	-0.654636253008874	0.205453773814614	0.806587518083754	-1.14852188410769	76	2	0	0	0	0	0	2	1	1	1	0	1	0	0	0	2	2	3	2	211	241
"75"	"H_15_120"	"Högsjön"	21	25	0	6	7	"H"	15.2340425531915	16.3723404255319	14.063829787234	0.952218025661838	2.30851063829787	"1"	2.07944154167984	-0.102745841905781	-0.831414332196574	-0.654636253008874	0.604840549080406	0.280662114442936	-1.07653612929201	77	3	0	0	0	0	0	3	1	1	0	0	2	0	0	1	3	4	6	3	211	241
"76"	"H_15_121"	"Högsjön"	20	25	0	14	7	"H"	15.5234042553191	17.1808510638298	14.3723404255319	1.12586171183856	2.80851063829787	"1"	2.07944154167984	-0.258285398793718	-0.831414332196574	-0.654636253008874	2.20238765014357	0.280662114442936	-0.863708680271744	78	1	2	0	0	0	0	3	1.666666667	2	1	0	2	0	0	0	3	2.333333333	3	3	211	241
"77"	"H_15_122"	"Högsjön"	14	37.5	0	0	1	"H"	15.8340425531915	17.4574468085106	14.6489361702128	1.11086703566864	2.80851063829787	"1"	0.693147180559945	-1.19152274012134	0.225640564483667	-0.654636253008874	-0.59331977671697	-0.50822599101829	-0.63523215411763	79	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	5	5	1	211	241
"78"	"H_15_123"	"Högsjön"	15	37.5	1	0	1	"H"	16.1063829787234	17.8617021276596	14.7978723404255	1.21131591776316	3.06382978723404	"1"	0.693147180559945	-1.0359831832334	0.225640564483667	1.29056861307464	-0.59331977671697	-0.50822599101829	-0.434923966804435	80	0	1	0	0	0	0	1	2	2	0	0	0	1	0	0	1	4	4	1	211	241
"79"	"H_15_124"	"Högsjön"	21	27.5	1	6	8	"H"	16.3106382978723	17.968085106383	14.6702127659574	1.3361367901692	3.29787234042553	"1"	2.19722457733622	-0.102745841905781	-0.620003352860526	1.29056861307464	0.604840549080406	0.412143465353141	-0.284692826319536	81	2	0	0	0	0	0	2	1	1	0	0	0	0	1	0	1	5	5	2	211	241
"80"	"H_15_125"	"Högsjön"	18	50	0	0	0	"H"	15.6127659574468	16.531914893617	14.531914893617	0.842468134385765	2	"0"	0	-0.56936451256959	1.28269546116391	-0.654636253008874	-0.59331977671697	-0.639707341928494	-0.797982556309601	82	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	3	3	1	211	241
"81"	"H_15_128"	"Högsjön"	25	30	0	13	4	"H"	15.5531914893617	16.6382978723404	14.3191489361702	0.916569696585597	2.31914893617021	"1"	1.6094379124341	0.519412385645964	-0.408592373524478	-0.654636253008874	2.00269426251068	-0.113781938287677	-0.841799972284364	84	1	2	0	0	0	0	3	1.666666667	2	0	0	1	0	0	1	2	4.5	6	3	211	241
"82"	"H_15_129"	"Högsjön"	26	30	0	13	2	"H"	16.168085106383	18.3723404255319	14.2978723404255	1.62932768384168	4.07446808510638	"1"	1.09861228866811	0.674951942533901	-0.408592373524478	-0.654636253008874	2.00269426251068	-0.376744640108086	-0.389541643116288	85	3	1	0	0	0	0	4	1.25	2	0	1	1	1	0	0	3	3	4	4	211	241
"83"	"H_15_132"	"Högsjön"	22	25	1	4	5	"H"	14.9574468085106	15.7021276595745	13.9042553191489	0.748389948359237	1.79787234042553	"1"	1.79175946922805	0.0527937149821552	-0.831414332196574	1.29056861307464	0.205453773814614	0.0176994126225276	-1.27997413203198	86	2	0	0	0	0	0	2	1	1	0	0	1	0	0	1	2	4.5	6	2	211	241
"84"	"H_15_133"	"Högsjön"	21	40	0	11	40	"H"	18.1936170212766	20.031914893617	16.3617021276596	1.51184474565865	3.67021276595745	"1"	3.71357206670431	-0.102745841905781	0.437051543819715	-0.654636253008874	1.60330748724489	4.61954669447968	1.10025050002561	87	3	0	0	0	0	0	3	1	1	0	1	1	0	0	0	2	2.5	3	3	211	241
"85"	"H_15_134"	"Högsjön"	18	17.5	0	1	1	"H"	16.3893617021277	18.3829787234043	14.8829787234043	1.3903271636936	3.5	"1"	0.693147180559945	-0.56936451256959	-1.46564727020472	-0.654636253008874	-0.393626389084074	-0.50822599101829	-0.226791240924317	88	1	1	0	0	0	0	2	1.5	2	1	0	0	0	0	1	2	3.5	6	2	211	241
"86"	"H_15_135"	"Högsjön"	23	30	0	2	15	"H"	16.3595744680851	18.3723404255319	14.7446808510638	1.437673543284	3.62765957446809	"1"	2.77258872223978	0.208333271870092	-0.408592373524478	-0.654636253008874	-0.193933001451178	1.33251292172457	-0.248699948911696	89	1	1	0	0	0	0	2	1.5	2	1	0	0	0	0	1	2	3.5	6	2	211	241
"87"	"H_15_137"	"Högsjön"	24	40	0	5	21	"H"	15.8063829787234	16.5744680851064	14.5957446808511	0.794730283591932	1.97872340425532	"1"	3.09104245335832	0.363872828758028	0.437051543819715	-0.654636253008874	0.40514716144751	2.1214010271858	-0.655575954391626	90	0	1	0	0	0	0	1	2	2	0	0	0	0	0	1	1	6	6	1	211	241
"88"	"H_15_138"	"Högsjön"	19	30	0	0	2	"H"	16.2425531914894	17.1914893617021	14.9148936170213	0.953709644394627	2.27659574468085	"1"	1.09861228866811	-0.413824955681654	-0.408592373524478	-0.654636253008874	-0.59331977671697	-0.376744640108086	-0.334769873147836	91	0	1	0	0	0	0	1	2	2	0	0	0	0	1	0	1	5	5	1	211	241
"89"	"H_15_139"	"Högsjön"	21.5	45	0	0	16	"H"	14.8255319148936	15.4468085106383	14.031914893617	0.593124639858433	1.41489361702128	"1"	2.83321334405622	-0.024976063461813	0.859873502491812	-0.654636253008874	-0.59331977671697	1.46399427263478	-1.37699841026181	92	3	1	0	0	0	0	4	1.25	2	0	2	1	1	0	0	4	2.75	4	4	211	241
"90"	"H_15_140"	"Högsjön"	23	40	0	2	7	"H"	15.5446808510638	16.5106382978723	14.6276595744681	0.758386782206722	1.88297872340426	"1"	2.07944154167984	0.208333271870092	0.437051543819715	-0.654636253008874	-0.193933001451178	0.280662114442936	-0.8480596031379	93	3	0	0	0	0	0	3	1	1	1	1	0	0	0	0	2	1.5	2	3	211	241
"91"	"H_15_141"	"Högsjön"	24	40	0	0	4	"H"	15.636170212766	16.6382978723404	14.7021276595745	0.800209271396398	1.93617021276596	"1"	1.6094379124341	0.363872828758028	0.437051543819715	-0.654636253008874	-0.59331977671697	-0.113781938287677	-0.780768571462373	94	4	0	0	0	0	0	4	1	1	1	1	0	0	0	0	2	1.5	2	4	211	241
"92"	"H_15_142"	"Högsjön"	34	45	0	2	2	"H"	15.2425531914894	16.0106382978723	14.0531914893617	0.800034672866964	1.95744680851064	"1"	1.09861228866811	1.91926839763739	0.859873502491812	-0.654636253008874	-0.193933001451178	-0.376744640108086	-1.07027649843848	95	3	0	0	0	0	0	3	1	1	0	0	2	0	0	1	3	4	6	3	211	241
"93"	"H_15_143"	"Högsjön"	15.5	35	0	9	6	"H"	15.2212765957447	15.8936170212766	14.2234042553191	0.692873161071677	1.67021276595745	"1"	1.94591014905531	-0.958213404789431	0.0142295851476189	-0.654636253008874	1.20392071197909	0.149180763532732	-1.08592557557232	96	0	1	0	0	0	0	1	2	2	0	0	0	1	0	0	1	4	4	1	211	241
"94"	"H_15_144"	"Högsjön"	17	25	0	0	15	"H"	15.3404255319149	16.2340425531915	14.5212765957447	0.694586485284256	1.71276595744681	"1"	2.77258872223978	-0.724904069457527	-0.831414332196574	-0.654636253008874	-0.59331977671697	1.33251292172457	-0.998290743622797	97	1	1	0	0	0	0	2	1.5	2	1	0	0	0	1	0	2	3	5	2	211	241
"95"	"H_15_145"	"Högsjön"	19	60	1	0	1	"H"	15.5765957446809	16.7340425531915	14.6914893617021	0.827131304200483	2.04255319148936	"1"	0.693147180559945	-0.413824955681654	2.1283393785081	1.29056861307464	-0.59331977671697	-0.50822599101829	-0.824585987437135	98	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	4	4	1	211	241
"96"	"H_15_148"	"Högsjön"	18	40	1	0	10	"H"	18.9085106382979	20.8936170212766	16.7127659574468	1.69020385596609	4.18085106382979	"1"	2.39789527279837	-0.56936451256959	0.437051543819715	1.29056861307464	-0.59331977671697	0.67510616717355	1.62605949172275	100	1	1	0	0	0	0	2	1.5	2	0	0	0	0	0	1	1	6	6	2	211	241
"97"	"H_15_152"	"Högsjön"	21	27.5	1	0	1	"H"	18.0063829787234	19.436170212766	16.3085106382979	1.25711969671738	3.12765957446809	"1"	0.693147180559945	-0.102745841905781	-0.620003352860526	1.29056861307464	-0.59331977671697	-0.50822599101829	0.962538621247786	102	0	1	0	0	0	0	1	2	2	0	0	0	0	0	1	1	6	6	1	211	241
"98"	"H_15_154"	"Högsjön"	19	40	1	0	11	"H"	15.7446808510638	16.6170212765957	14.436170212766	0.909911338760131	2.18085106382979	"1"	2.484906649788	-0.413824955681654	0.437051543819715	1.29056861307464	-0.59331977671697	0.806587518083754	-0.700958278079772	103	2	0	0	0	0	0	2	1	1	1	0	0	1	0	0	2	2.5	4	2	211	241
"99"	"H_15_155"	"Högsjön"	12.5	20	0	0	0	"H"	18.2553191489362	19.6382978723404	16.436170212766	1.34371076909908	3.20212765957447	"0"	0	-1.42483207545324	-1.25423629086867	-0.654636253008874	-0.59331977671697	-0.639707341928494	1.14563282371375	104	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	2	2	1	211	241
"100"	"R_15_001"	"Remmene"	18	31	0	0	1	"R"	16.3891304347826	19.3586956521739	13.6630434782609	2.2405513982696	5.69565217391304	"1"	0.693147180559945	-0.502091552983091	0.145410324418277	-0.394915807377567	-0.657283401905503	-0.263416510086965	0.47594916515381	105	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	2	211	240
"101"	"R_15_004"	"Remmene"	37	37.5	0	0	1	"R"	14.6391304347826	16.0652173913043	12.7934782608696	1.34292028548813	3.27173913043478	"1"	0.693147180559945	2.19891903023318	0.74369792185644	-0.394915807377567	-0.657283401905503	-0.263416510086965	-1.43561128885643	106	2	0	0	0	0	0	2	1	1	1	0	0	0	1	0	2	3	5	2	211	240
"102"	"R_15_005"	"Remmene"	24	27.5	0	7	3	"R"	16.4565217391304	19.1304347826087	13.9347826086957	2.07687204662952	5.19565217391304	"1"	1.38629436111989	0.350859157506257	-0.176744535740734	-0.394915807377567	0.437634265066196	0.347969957769201	0.549562052202651	107	1	1	0	0	0	0	2	1.5	2	1	0	0	0	1	0	2	3	5	2	211	240
"103"	"R_15_006"	"Remmene"	25	30	0	8	4	"R"	16.3695652173913	19.1304347826087	13.4347826086957	2.21893252380735	5.69565217391304	"1"	1.6094379124341	0.493017609254481	0.0533660786585595	-0.394915807377567	0.594051074633581	0.653663191697284	0.454577681817051	108	0	1	1	0	0	0	2	2.5	3	0	0	0	0	0	2	2	6	6	2	211	240
"104"	"R_15_007"	"Remmene"	20	15	0	0	3	"R"	15.0326086956522	16.195652173913	13.3695652173913	1.21275783372705	2.82608695652174	"1"	1.38629436111989	-0.217774649486642	-1.3272976077372	-0.394915807377567	-0.657283401905503	0.347969957769201	-1.00580701286158	109	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	211	240
"105"	"R_15_008"	"Remmene"	21	20	0	1	0	"R"	15.3478260869565	17.0652173913043	13.2065217391304	1.49498707310241	3.85869565217391	"0"	0	-0.0756161977384173	-0.867076378938615	-0.394915807377567	-0.500866592338117	-0.569109744015048	-0.661488670213772	110	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	211	240
"106"	"R_15_009"	"Remmene"	21	20	1	4	0	"R"	15.4108695652174	16.6413043478261	13.7391304347826	1.17127310108681	2.90217391304348	"0"	0	-0.0756161977384173	-0.867076378938615	1.92521456096564	-0.0316161636359609	-0.569109744015048	-0.59262500168421	111	0	1	0	0	0	0	1	2	2	0	0	0	0	0	1	1	6	6	1	211	240
"107"	"R_15_010"	"Remmene"	23	20	0	9	0	"R"	15.3586956521739	16.5978260869565	13.6413043478261	1.25894747991798	2.95652173913043	"0"	0	0.208700705758032	-0.867076378938615	-0.394915807377567	0.750467884200967	-0.569109744015048	-0.649615623915572	112	3	1	1	0	0	0	5	1.6	3	1	1	0	0	0	1	3	3	6	5	211	240
"108"	"R_15_011"	"Remmene"	25	30	0	0	3	"R"	14.254347826087	14.9130434782609	13.2934782608696	0.66986837837092	1.6195652173913	"1"	1.38629436111989	0.493017609254481	0.0533660786585595	-0.394915807377567	-0.657283401905503	0.347969957769201	-1.85591712781271	113	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	211	240
"109"	"R_15_012"	"Remmene"	25	30	0	0	2	"R"	14.3304347826087	15.1086956521739	13.2391304347826	0.758250539566979	1.8695652173913	"1"	1.09861228866811	0.493017609254481	0.0533660786585595	-0.394915807377567	-0.657283401905503	0.0422767238411179	-1.77280580372531	114	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	5	5	1	211	240
"110"	"R_15_013"	"Remmene"	28	30	0	1	1	"R"	14.8934782608696	15.945652173913	13.2717391304348	1.09802270830358	2.67391304347826	"1"	0.693147180559945	0.919492964499155	0.0533660786585595	-0.394915807377567	-0.500866592338117	-0.263416510086965	-1.15778200547854	115	2	0	0	0	0	0	2	1	1	0	1	1	0	0	0	2	2.5	3	2	211	240
"111"	"R_15_014"	"Remmene"	22	21	0	4	0	"R"	15.5869565217391	17.2826086956522	13.0217391304348	1.77037899583774	4.26086956521739	"0"	0	0.0665422540098073	-0.775032133178898	-0.394915807377567	-0.0316161636359609	-0.569109744015048	-0.400281651653366	116	1	1	0	0	0	0	2	1.5	2	1	0	0	0	0	1	2	3.5	6	2	211	240
"112"	"R_15_015"	"Remmene"	21	31	1	1	3	"R"	15.6934782608696	17.5760869565217	13.7173913043478	1.53374008709079	3.85869565217391	"1"	1.38629436111989	-0.0756161977384173	0.145410324418277	1.92521456096564	-0.500866592338117	0.347969957769201	-0.283925797931004	117	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	4	4	1	211	240
"113"	"R_15_016"	"Remmene"	24	22.5	1	0	0	"R"	14.8760869565217	15.9673913043478	13.2826086956522	1.08189069182827	2.68478260869565	"0"	0	0.350859157506257	-0.636965764539321	1.92521456096564	-0.657283401905503	-0.569109744015048	-1.17677887955566	118	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	3	3	1	211	240
"114"	"R_15_017"	"Remmene"	30	23.5	2	3	0	"R"	15.2217391304348	16.8804347826087	13.1847826086957	1.40851230513898	3.69565217391304	"0"	0	1.2038098679956	-0.544921518779604	4.24534492930884	-0.188032973203346	-0.569109744015048	-0.799216007272894	119	3	1	0	0	0	0	4	1.25	2	1	0	1	2	1	0	5	3.4	5	5	211	240
"115"	"R_15_018"	"Remmene"	27	30	0	1	1	"R"	15.2347826086957	16.75	13.0760869565217	1.45006740076165	3.67391304347826	"1"	0.693147180559945	0.777334512750931	0.0533660786585595	-0.394915807377567	-0.500866592338117	-0.263416510086965	-0.784968351715055	120	2	1	0	0	0	0	3	1.333333333	2	1	0	0	1	0	1	3	3.666666667	6	3	211	240
"116"	"R_15_019"	"Remmene"	32	12	0	11	1	"R"	16.554347826087	18.9673913043478	13.5	2.24531215759948	5.46739130434783	"1"	0.693147180559945	1.48812677149205	-1.60343034501635	-0.394915807377567	1.06330150333574	-0.263416510086965	0.656419468886455	121	0	1	3	0	0	0	4	2.75	3	0	0	0	0	1	3	4	5.75	6	9	211	240
"117"	"R_15_020"	"Remmene"	34	50	0	33	0	"R"	15.4195652173913	17.0760869565217	13.304347826087	1.51464709052154	3.77173913043478	"0"	0	1.7724436749885	1.89425099385291	-0.394915807377567	4.50447131381822	-0.569109744015048	-0.583126564645651	122	2	4	0	1	0	0	7	2	4	2	1	1	0	1	3	8	3.75	6	8	211	240
"118"	"R_15_021"	"Remmene"	24	35	0	0	4	"R"	16.0782608695652	18.1847826086957	13.6195652173913	1.92279359210821	4.56521739130435	"1"	1.6094379124341	0.350859157506257	0.513587307457147	-0.394915807377567	-0.657283401905503	0.653663191697284	0.136380041025283	123	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	4	4	1	211	240
"119"	"R_15_022"	"Remmene"	28	26	0	4	1	"R"	14.7978260869565	15.9565217391304	12.9347826086957	1.19772605048932	3.02173913043478	"1"	0.693147180559945	0.919492964499155	-0.31481090438031	-0.394915807377567	-0.0316161636359609	-0.263416510086965	-1.2622648129027	124	4	1	0	0	0	0	5	1.2	2	0	0	1	1	2	1	5	4.6	6	5	211	240
"120"	"R_15_023"	"Remmene"	34	32	0	13	15	"R"	14.7826086956522	16.2717391304348	13.1304347826087	1.27984210582431	3.14130434782609	"1"	2.77258872223978	1.7724436749885	0.237454570177994	-0.394915807377567	1.37613512247051	4.0162887649062	-1.27888707772018	125	4	1	0	0	0	0	5	1.2	2	0	0	0	0	1	4	5	5.8	6	5	211	240
"121"	"R_15_024"	"Remmene"	27	25	0	29	18	"R"	14.9195652173913	16.4239130434783	13.1739130434783	1.31807183488932	3.25	"1"	2.94443897916644	0.777334512750931	-0.406855150140028	-0.394915807377567	3.87880407554868	4.93336846669045	-1.12928669436286	126	3	6	1	0	0	0	10	1.8	3	0	0	2	0	3	5	10	5.1	6	10	211	240
"122"	"R_15_025"	"Remmene"	16	15	0	0	2	"R"	16.3	18.9021739130435	13.5108695652174	2.15282324902884	5.39130434782609	"1"	1.09861228866811	-0.786408456479541	-1.3272976077372	-0.394915807377567	-0.657283401905503	0.0422767238411179	0.37859018550857	127	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	211	240
"123"	"R_15_026"	"Remmene"	17	15	0	0	0	"R"	15.8869565217391	18.3152173913043	13.3369565217391	1.99662652043129	4.97826086956522	"0"	0	-0.644250004731316	-1.3272976077372	-0.394915807377567	-0.657283401905503	-0.569109744015048	-0.0725855738230407	128	2	0	0	0	0	0	2	1	1	1	0	0	0	0	0	1	1	1	2	211	240
"124"	"R_15_027"	"Remmene"	18	25	0	0	0	"R"	16.8826086956522	19.7282608695652	13.9673913043478	2.3156135664105	5.76086956521739	"0"	0	-0.502091552983091	-0.406855150140028	-0.394915807377567	-0.657283401905503	-0.569109744015048	1.0149854670921	129	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	211	240
"125"	"R_15_028"	"Remmene"	14	16	0	0	0	"R"	17.2978260869565	20.804347826087	13.7173913043478	2.87275923273546	7.08695652173913	"0"	0	-1.07072535997599	-1.23525336197748	-0.394915807377567	-0.657283401905503	-0.569109744015048	1.46853583568335	130	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	211	240
"126"	"R_15_029"	"Remmene"	13	20	0	0	0	"R"	17.0782608695652	20.3804347826087	13.7934782608696	2.59152743597823	6.58695652173913	"0"	0	-1.21288381172421	-0.867076378938615	-0.394915807377567	-0.657283401905503	-0.569109744015048	1.2287003004597	131	0	1	0	0	0	0	1	2	2	0	0	0	0	0	1	1	6	6	1	211	240
"127"	"R_15_030"	"Remmene"	18	21	0	6	0	"R"	16.6195652173913	19.0760869565217	13.8804347826087	2.02876117090046	5.19565217391304	"0"	0	-0.502091552983091	-0.775032133178898	-0.394915807377567	0.28121745549881	-0.569109744015048	0.727657746675656	132	2	1	0	0	0	0	3	1.333333333	2	2	0	0	0	0	1	3	2.666666667	6	3	211	240
"128"	"R_15_031"	"Remmene"	24	35	0	2	1	"R"	15.1152173913043	16.7282608695652	13.1086956521739	1.45430797182396	3.6195652173913	"1"	0.693147180559945	0.350859157506257	0.513587307457147	-0.394915807377567	-0.344449782770732	-0.263416510086965	-0.915571860995256	133	2	0	0	0	0	0	2	1	1	1	0	0	0	0	1	2	3.5	6	2	211	240
"129"	"R_15_032"	"Remmene"	21	30	0	4	0	"R"	16.3978260869565	19.804347826087	13.304347826087	2.61641024291526	6.5	"0"	0	-0.0756161977384173	0.0533660786585595	-0.394915807377567	-0.0316161636359609	-0.569109744015048	0.485447602192369	134	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	211	240
"130"	"R_15_033"	"Remmene"	18	26	0	6	0	"R"	16.3173913043478	19.0652173913043	13.4347826086957	2.32075476956889	5.6304347826087	"0"	0	-0.502091552983091	-0.31481090438031	-0.394915807377567	0.28121745549881	-0.569109744015048	0.397587059585689	135	1	0	1	0	0	0	2	2	3	1	0	0	0	0	1	2	3.5	6	2	211	240
"131"	"R_15_034"	"Remmene"	21	26	0	14	0	"R"	16.3434782608696	19.2608695652174	13.195652173913	2.39524450087636	6.06521739130435	"0"	0	-0.0756161977384173	-0.31481090438031	-0.394915807377567	1.53255193203789	-0.569109744015048	0.426082370701368	136	3	1	0	0	0	0	4	1.25	2	2	0	1	0	0	0	3	1.666666667	3	4	211	240
"132"	"R_15_035"	"Remmene"	21	32	0	2	7	"R"	16.6133333333333	20.2666666666667	12.9444444444444	2.89389821938591	7.32222222222222	"1"	2.07944154167984	-0.0756161977384173	0.237454570177994	-0.394915807377567	-0.344449782770732	1.57074289348153	0.720850533464687	137	3	0	0	0	0	0	3	1	1	2	0	0	0	0	1	3	2.666666667	6	3	211	240
"133"	"R_15_036"	"Remmene"	20	18	0	4	0	"R"	16.1888888888889	18.1444444444444	13.8111111111111	1.71721800278724	4.33333333333333	"0"	0	-0.217774649486642	-1.05116487045805	-0.394915807377567	-0.0316161636359609	-0.569109744015048	0.257221267793634	138	1	0	1	0	0	0	2	2	3	0	0	0	0	1	0	1	5	5	2	211	240
"134"	"R_15_037"	"Remmene"	10	20	0	0	6	"R"	17.0444444444444	19.1555555555556	14.6333333333333	1.93136923481642	4.52222222222222	"1"	1.94591014905531	-1.63935916696889	-0.867076378938615	-0.394915807377567	-0.657283401905503	1.26504965955345	1.19176193419864	139	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	211	240
