"id_pl"	"population"	"shoot_h"	"veg_h_mean"	"n_intact_fruits"	"n_eggs_max"	"n_redants"	"pop"	"meanT"	"maxT"	"minT"	"sdT"	"rangeT"	"redants_pres"	"ants_t"	"t_shoot_h"	"t_veg_h_mean"	"t_n_intact_fruits"	"t_n_eggs_max"	"t_n_redants"	"t_meanT"	"id"	"a1"	"b1"	"c1"	"d1"	"e1"	"f1"	"n_fl1"	"phen_index1"	"most_adv1"	"a2"	"b2"	"c2"	"d2"	"e2"	"f2"	"n_fl2"	"phen_index2"	"most_adv2"	"n_fl"	"julian1"	"julian2"
"135"	"R_15_038"	"Remmene"	13	15	0	1	0	"R"	15.1377777777778	16.4444444444444	13.3111111111111	1.25614000220039	3.13333333333333	"0"	0	-1.21288381172421	-1.3272976077372	-0.394915807377567	-0.500866592338117	-0.569109744015048	-0.890928693789658	140	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	211	240
"136"	"R_15_039"	"Remmene"	18	15	0	6	0	"R"	16.0644444444444	17.7777777777778	14.1111111111111	1.49694366515981	3.66666666666667	"0"	0	-0.502091552983091	-1.3272976077372	-0.394915807377567	0.28121745549881	-0.569109744015048	0.121288079952904	141	1	0	1	0	0	0	2	2	3	1	0	0	0	1	0	2	3	5	2	211	240
"137"	"R_15_040"	"Remmene"	12	20	0	0	0	"R"	16.3377777777778	17.6222222222222	14.3666666666667	1.30827220195614	3.25555555555556	"0"	0	-1.35504226347244	-0.867076378938615	-0.394915807377567	-0.657283401905503	-0.569109744015048	0.419855617531646	142	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	211	240
"138"	"R_15_041"	"Remmene"	10	10.5	0	8	0	"R"	17.5755555555556	19.4	15.3777777777778	1.7205752280539	4.02222222222222	"0"	0	-1.63935916696889	-1.74149671365593	-0.394915807377567	0.594051074633581	-0.569109744015048	1.77190536087603	143	2	1	0	0	0	0	3	1.333333333	2	1	0	1	0	0	0	2	2	3	3	211	240
"139"	"R_15_042"	"Remmene"	9	10	0	1	0	"R"	16.8155555555556	18.3555555555556	14.3888888888889	1.63402377841504	3.96666666666667	"0"	0	-1.78151761871711	-1.78751883653579	-0.394915807377567	-0.500866592338117	-0.569109744015048	0.94174196370587	144	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	4	4	1	211	240
"140"	"R_15_043"	"Remmene"	13	15	0	9	1	"R"	16.7688888888889	18.7333333333333	13.7777777777778	2.06521246674636	4.95555555555556	"1"	0.693147180559945	-1.21288381172421	-1.3272976077372	-0.394915807377567	0.750467884200967	-0.263416510086965	0.890767018265597	145	3	0	0	0	0	0	3	1	1	2	1	0	0	0	0	3	1.333333333	2	3	211	240
"141"	"R_15_044"	"Remmene"	10	15	0	6	0	"R"	17.4511111111111	20.5333333333333	14.1	2.61614304539206	6.43333333333333	"0"	0	-1.63935916696889	-1.3272976077372	-0.394915807377567	0.28121745549881	-0.569109744015048	1.6359721730353	146	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	2	2	1	211	240
"142"	"R_15_045"	"Remmene"	10	10	0	0	0	"R"	15.7177777777778	17.1666666666667	13.4555555555556	1.50145456185577	3.71111111111111	"0"	0	-1.63935916696889	-1.78751883653579	-0.394915807377567	-0.657283401905503	-0.569109744015048	-0.257382943317694	147	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	4	4	1	211	240
"143"	"R_15_046"	"Remmene"	11	12	0	3	1	"R"	17.7066666666667	20.3555555555556	14.3	2.52464181384851	6.05555555555556	"1"	0.693147180559945	-1.49720071522066	-1.60343034501635	-0.394915807377567	-0.188032973203346	-0.263416510086965	1.91512068377965	148	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	5	5	1	211	240
"144"	"R_15_047"	"Remmene"	10	10	1	5	0	"R"	16.4377777777778	18.2	13.8666666666667	1.78379891284839	4.33333333333333	"0"	0	-1.63935916696889	-1.78751883653579	1.92521456096564	0.124800645931425	-0.569109744015048	0.52908764347509	149	3	0	0	0	0	0	3	1	1	1	0	1	0	0	0	2	2	3	3	211	240
"145"	"R_15_048"	"Remmene"	8	10	0	4	1	"R"	16.9777777777778	19.1444444444444	14.2777777777778	1.98792107406426	4.86666666666667	"1"	0.693147180559945	-1.92367607046534	-1.78751883653579	-0.394915807377567	-0.0316161636359609	-0.263416510086965	1.11894058356968	150	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	211	240
"146"	"R_15_049"	"Remmene"	25	26	0	0	2	"R"	15.0888888888889	16.2666666666667	13.6444444444444	1.05066181243058	2.62222222222222	"1"	1.09861228866811	0.493017609254481	-0.31481090438031	-0.394915807377567	-0.657283401905503	0.0422767238411179	-0.94433101758423	151	3	0	0	0	0	0	3	1	1	0	2	0	0	0	0	2	2	2	3	211	240
"147"	"R_15_050"	"Remmene"	19	14	0	11	2	"R"	16.6866666666667	18.5666666666667	13.8333333333333	1.9204679273452	4.73333333333333	"1"	1.09861228866811	-0.359933101234867	-1.41934185349692	-0.394915807377567	1.06330150333574	0.0422767238411179	0.800954019156546	152	2	0	0	0	0	0	2	1	1	1	1	0	0	0	0	2	1.5	2	2	211	240
"148"	"R_15_051"	"Remmene"	18	40	2	0	2	"R"	14.9644444444444	16.1222222222222	13.2666666666667	1.13410032027029	2.85555555555556	"1"	1.09861228866811	-0.502091552983091	0.973808536255734	4.24534492930884	-0.657283401905503	0.0422767238411179	-1.08026420542496	153	4	0	0	0	0	0	4	1	1	1	0	2	0	0	0	3	2.333333333	3	4	211	240
"149"	"R_15_052"	"Remmene"	16	27.5	0	0	0	"R"	16.4177777777778	18.9444444444444	13.2777777777778	2.37197062075595	5.66666666666667	"0"	0	-0.786408456479541	-0.176744535740734	-0.394915807377567	-0.657283401905503	-0.569109744015048	0.507241238286402	154	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	211	240
"150"	"R_15_053"	"Remmene"	20	40	0	0	2	"R"	15.1444444444444	16.2333333333333	14.2444444444444	0.827833845887627	1.98888888888889	"1"	1.09861228866811	-0.217774649486642	0.973808536255734	-0.394915807377567	-0.657283401905503	0.0422767238411179	-0.883646558726763	155	3	0	0	0	0	0	3	1	1	1	0	0	0	0	0	1	1	1	3	211	240
"151"	"R_15_054"	"Remmene"	22	47.5	0	13	2	"R"	15.3311111111111	16.6777777777778	12.9666666666667	1.51077344275531	3.71111111111111	"1"	1.09861228866811	0.0665422540098073	1.66414037945361	-0.394915807377567	1.37613512247051	0.0422767238411179	-0.67974677696567	156	2	1	0	0	0	0	3	1.333333333	2	2	0	0	0	0	1	3	2.666666667	6	3	211	240
"152"	"R_15_055"	"Remmene"	21	25	0	1	0	"R"	17.4977777777778	20.3666666666667	13.9666666666667	2.7399154088766	6.4	"0"	0	-0.0756161977384173	-0.406855150140028	-0.394915807377567	-0.500866592338117	-0.569109744015048	1.68694711847557	157	1	1	0	0	0	0	2	1.5	2	1	0	0	0	0	1	2	3.5	6	2	211	240
"153"	"R_15_056"	"Remmene"	14	35	0	3	3	"R"	15.7955555555556	17.5222222222222	13.4	1.72217246631864	4.12222222222222	"1"	1.38629436111989	-1.07072535997599	0.513587307457147	-0.394915807377567	-0.188032973203346	0.347969957769201	-0.172424700917239	158	1	1	0	0	0	0	2	1.5	2	0	0	1	0	0	0	1	3	3	2	211	240
"154"	"R_15_057"	"Remmene"	16	35	0	4	0	"R"	15.3177777777778	17	13.1555555555556	1.54172940389083	3.84444444444444	"0"	0	-0.786408456479541	0.513587307457147	-0.394915807377567	-0.0316161636359609	-0.569109744015048	-0.694311047091463	159	1	1	0	0	0	0	2	1.5	2	0	0	0	0	0	1	1	6	6	2	211	240
"155"	"R_15_058"	"Remmene"	16	25	0	0	1	"R"	15.4333333333333	16.7222222222222	13.0666666666667	1.48427139093074	3.65555555555556	"1"	0.693147180559945	-0.786408456479541	-0.406855150140028	-0.394915807377567	-0.657283401905503	-0.263416510086965	-0.568087372667929	160	0	1	0	0	0	0	1	2	2	0	0	0	0	0	1	1	6	6	1	211	240
"156"	"R_15_059"	"Remmene"	13	25	0	0	0	"R"	15.1822222222222	16.4666666666667	12.8666666666667	1.47188314750473	3.6	"0"	0	-1.21288381172421	-0.406855150140028	-0.394915807377567	-0.657283401905503	-0.569109744015048	-0.842381126703684	161	0	1	0	0	0	0	1	2	2	0	0	0	0	0	1	1	6	6	1	211	240
"157"	"R_15_060"	"Remmene"	21	30	0	6	3	"R"	15.9555555555556	17.4555555555556	13.6222222222222	1.54689172547707	3.83333333333333	"1"	1.38629436111989	-0.0756161977384173	0.0533660786585595	-0.394915807377567	0.28121745549881	0.347969957769201	0.00234654059226834	162	1	1	1	0	0	0	3	2	3	1	0	0	0	0	2	3	4.333333333	6	3	211	240
"158"	"R_15_061"	"Remmene"	30	40	1	7	1	"R"	15.8911111111111	17.0555555555556	14.2333333333333	1.19192518494681	2.82222222222222	"1"	0.693147180559945	1.2038098679956	0.973808536255734	1.92521456096564	0.437634265066196	-0.263416510086965	-0.0680474316823937	163	0	3	1	0	0	0	4	2.25	3	0	0	0	0	0	4	4	6	6	4	211	240
"159"	"R_15_062"	"Remmene"	37.5	40	1	9	3	"R"	14.3666666666667	15.4333333333333	12.8333333333333	1.08417739240187	2.6	"1"	1.38629436111989	2.26999825610729	0.973808536255734	1.92521456096564	0.750467884200967	0.347969957769201	-1.73322898273131	164	1	4	0	0	0	0	5	1.8	2	1	0	0	0	2	2	5	4.6	6	5	211	240
"160"	"R_15_064"	"Remmene"	29	27.5	0	7	4	"R"	16.8177777777778	18.7555555555556	14.1444444444444	1.92626651563925	4.61111111111111	"1"	1.6094379124341	1.06165141624738	-0.176744535740734	-0.394915807377567	0.437634265066196	0.653663191697284	0.944169342060169	165	1	1	2	1	0	0	5	2.6	4	0	0	0	1	0	3	4	5.5	6	5	211	240
"161"	"R_15_065"	"Remmene"	23	40	0	0	10	"R"	14.1088888888889	14.7222222222222	13.1666666666667	0.672675743925541	1.55555555555556	"1"	2.39789527279837	0.208700705758032	0.973808536255734	-0.394915807377567	-0.657283401905503	2.48782259526578	-2.01480487182996	166	0	1	0	0	0	0	1	2	2	0	0	0	0	0	1	1	6	6	1	211	240
"162"	"R_15_066"	"Remmene"	39	40	0	0	3	"R"	14.4066666666667	14.9777777777778	13.5555555555556	0.595211856659737	1.42222222222222	"1"	1.38629436111989	2.48323593372963	0.973808536255734	-0.394915807377567	-0.657283401905503	0.347969957769201	-1.68953617235394	167	4	1	0	0	0	0	5	1.2	2	0	0	1	1	0	1	3	4.333333333	6	5	211	240
"163"	"R_15_067"	"Remmene"	24	35	0	2	1	"R"	15.8266666666667	17.4333333333333	13.0777777777778	1.77933581673544	4.35555555555556	"1"	0.693147180559945	0.350859157506257	0.513587307457147	-0.394915807377567	-0.344449782770732	-0.263416510086965	-0.138441403957058	168	2	0	0	1	0	0	3	2	4	0	0	0	0	0	1	1	6	6	3	211	240
"164"	"R_15_068"	"Remmene"	26	30	0	1	0	"R"	14.9155555555556	17.3111111111111	12.7111111111111	1.84050804270851	4.6	"0"	0	0.635176061002706	0.0533660786585595	-0.394915807377567	-0.500866592338117	-0.569109744015048	-1.13366652921953	169	3	0	0	0	0	0	3	1	1	2	0	0	0	0	0	2	1	1	3	211	240
"165"	"R_15_069"	"Remmene"	20	25	0	0	1	"R"	18.9022222222222	21.8777777777778	16.1777777777778	2.40008676368805	5.7	"1"	0.693147180559945	-0.217774649486642	-0.406855150140028	-0.394915807377567	-0.657283401905503	-0.263416510086965	3.22105023839236	170	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	211	240
"166"	"R_15_070"	"Remmene"	15	20	0	7	0	"R"	16.9688888888889	19.3222222222222	13.3444444444444	2.48933978182695	5.97777777777778	"0"	0	-0.928566908227765	-0.867076378938615	-0.394915807377567	0.437634265066196	-0.569109744015048	1.10923107015248	171	0	1	0	0	0	0	1	2	2	0	0	1	0	0	0	1	3	3	1	211	240
"167"	"R_15_071"	"Remmene"	18	47.5	0	3	4	"R"	16.2355555555556	18.2888888888889	13.6555555555556	1.96761354719933	4.63333333333333	"1"	1.6094379124341	-0.502091552983091	1.66414037945361	-0.394915807377567	-0.188032973203346	0.653663191697284	0.308196213233908	172	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	6	6	1	211	240
"168"	"R_15_072"	"Remmene"	21	35	0	1	12	"R"	15.1822222222222	16.3222222222222	13.3888888888889	1.23012836042803	2.93333333333333	"1"	2.56494935746154	-0.0756161977384173	0.513587307457147	-0.394915807377567	-0.500866592338117	3.09920906312195	-0.842381126703684	173	0	1	0	0	0	0	1	2	2	0	1	0	0	0	0	1	2	2	2	211	240
"169"	"R_15_073"	"Remmene"	19	35	0	0	3	"R"	16.8511111111111	20.1444444444444	13.0777777777778	2.84022942441455	7.06666666666667	"1"	1.38629436111989	-0.359933101234867	0.513587307457147	-0.394915807377567	-0.657283401905503	0.347969957769201	0.980580017374651	174	0	1	0	0	0	0	1	2	2	0	0	1	0	0	0	1	3	3	1	211	240
"170"	"R_15_074"	"Remmene"	20	30	0	3	10	"R"	16.5555555555556	18.9888888888889	12.7777777777778	2.48963662660187	6.21111111111111	"1"	2.39789527279837	-0.217774649486642	0.0533660786585595	-0.394915807377567	-0.188032973203346	2.48782259526578	0.657738696252922	175	1	1	1	0	0	0	3	2	3	0	0	0	0	3	0	3	5	5	3	211	240
"171"	"R_15_075"	"Remmene"	21	27.5	0	13	3	"R"	15.4066666666667	17.0777777777778	12.8222222222222	1.7364444394641	4.25555555555556	"1"	1.38629436111989	-0.0756161977384173	-0.176744535740734	-0.394915807377567	1.37613512247051	0.347969957769201	-0.597215912919514	176	0	2	0	0	0	0	2	2	2	0	0	2	0	0	0	2	3	3	2	211	240
"172"	"R_15_076"	"Remmene"	20	30	0	4	1	"R"	14.7511111111111	15.5888888888889	13.4888888888889	0.869237722833262	2.1	"1"	0.693147180559945	-0.217774649486642	0.0533660786585595	-0.394915807377567	-0.0316161636359609	-0.263416510086965	-1.31329252743763	177	3	1	0	1	0	0	5	1.8	4	1	0	0	0	1	1	3	4	6	5	211	240
"173"	"R_15_077"	"Remmene"	30	35	0	22	0	"R"	15.1311111111111	16.6888888888889	12.4888888888889	1.77729432445064	4.2	"0"	0	1.2038098679956	0.513587307457147	-0.394915807377567	2.78388640857698	-0.569109744015048	-0.898210828852555	178	0	3	1	1	0	0	5	2.6	4	0	0	0	0	2	3	5	5.6	6	5	211	240
"174"	"R_15_078"	"Remmene"	26	52.5	0	4	0	"R"	16.7022222222222	19.2555555555556	13.9	2.1789202799755	5.35555555555556	"0"	0	0.635176061002706	2.1243616082522	-0.394915807377567	-0.0316161636359609	-0.569109744015048	0.817945667636635	179	2	1	0	0	0	0	3	1.333333333	2	0	0	0	0	2	0	2	5	5	3	211	240
"175"	"R_15_079"	"Remmene"	25	52.5	0	6	11	"R"	15.8133333333333	17.6333333333333	13.6888888888889	1.57342617696011	3.94444444444444	"1"	2.484906649788	0.493017609254481	2.1243616082522	-0.394915807377567	0.28121745549881	2.79351582919386	-0.153005674082848	180	3	0	0	0	0	0	3	1	1	2	0	0	0	0	0	2	1	1	3	211	240
"176"	"R_15_080"	"Remmene"	17	40	0	0	0	"R"	16.3777777777778	19.1222222222222	13.4888888888889	2.25575286504222	5.63333333333333	"0"	0	-0.644250004731316	0.973808536255734	-0.394915807377567	-0.657283401905503	-0.569109744015048	0.463548427909022	181	5	0	0	0	0	0	5	1	1	3	0	0	0	0	0	3	1	1	5	211	240
"177"	"R_15_081"	"Remmene"	16	35	1	0	0	"R"	16.4044444444444	18.7777777777778	13.8444444444444	1.91059623693672	4.93333333333333	"0"	0	-0.786408456479541	0.513587307457147	1.92521456096564	-0.657283401905503	-0.569109744015048	0.492676968160607	182	1	2	0	1	0	0	4	2.25	4	1	0	0	1	0	1	3	3.666666667	6	4	211	240
"178"	"R_15_082"	"Remmene"	22	40	0	11	0	"R"	16.8933333333333	18.9555555555556	13.6666666666667	2.13496969331263	5.28888888888889	"0"	0	0.0665422540098073	0.973808536255734	-0.394915807377567	1.06330150333574	-0.569109744015048	1.02670020610633	183	1	2	0	1	0	0	4	2.25	4	0	1	0	0	2	1	4	4.5	6	4	211	240
"179"	"R_15_083"	"Remmene"	22	40	1	5	0	"R"	16.8711111111111	19.2	13.5777777777778	2.20599485938141	5.62222222222222	"0"	0	0.0665422540098073	0.973808536255734	1.92521456096564	0.124800645931425	-0.569109744015048	1.00242642256334	184	2	1	2	0	0	0	5	2	3	2	0	1	0	0	2	5	3.4	6	5	211	240
"180"	"R_15_086"	"Remmene"	26	35	1	2	0	"R"	16.5244444444444	18.8888888888889	13.3333333333333	2.24541184151131	5.55555555555556	"0"	0	0.635176061002706	0.513587307457147	1.92521456096564	-0.344449782770732	-0.569109744015048	0.623755399292739	185	3	1	2	0	1	0	7	2.285714286	5	1	0	0	0	0	4	5	5	6	7	211	240
"181"	"R_15_088"	"Remmene"	30	40	0	5	1	"R"	15.9933333333333	18.0666666666667	13.1111111111111	1.97504383854692	4.95555555555556	"1"	0.693147180559945	1.2038098679956	0.973808536255734	-0.394915807377567	0.124800645931425	-0.263416510086965	0.0436119726153471	186	0	4	1	0	0	0	5	2.2	3	0	0	0	0	1	3	4	5.75	6	5	211	240
"182"	"R_15_089"	"Remmene"	24	30	0	0	2	"R"	16.1355555555556	18.4666666666667	12.7222222222222	2.26876120726967	5.74444444444444	"1"	1.09861228866811	0.350859157506257	0.0533660786585595	-0.394915807377567	-0.657283401905503	0.0422767238411179	0.198964187290464	187	2	0	0	0	0	0	2	1	1	0	0	1	0	0	1	2	4.5	6	2	211	240
"183"	"R_15_090"	"Remmene"	16	37.5	0	0	1	"R"	15.6311111111111	16.9888888888889	13.6777777777778	1.36058704235909	3.31111111111111	"1"	0.693147180559945	-0.786408456479541	0.74369792185644	-0.394915807377567	-0.657283401905503	-0.263416510086965	-0.352050699135345	188	2	0	0	0	0	0	2	1	1	2	0	0	0	0	0	2	1	1	2	211	240
"184"	"R_15_091"	"Remmene"	18	37.5	0	0	1	"R"	16.3688888888889	18.4888888888889	13.6555555555556	1.94727656737441	4.83333333333333	"1"	0.693147180559945	-0.502091552983091	0.74369792185644	-0.394915807377567	-0.657283401905503	-0.263416510086965	0.45383891449183	189	2	1	0	0	0	0	3	1.333333333	2	1	0	1	0	0	1	3	3.333333333	6	3	211	240
"185"	"R_15_092"	"Remmene"	21	37.5	0	0	1	"R"	16.0244444444444	17.8555555555556	13.4	1.76487559540464	4.45555555555556	"1"	0.693147180559945	-0.0756161977384173	0.74369792185644	-0.394915807377567	-0.657283401905503	-0.263416510086965	0.0775952695755286	190	3	1	0	0	0	0	4	1.25	2	3	0	0	0	0	1	4	2.25	6	4	211	240
"186"	"R_15_093"	"Remmene"	33	50	1	30	0	"R"	17.3111111111111	20.6777777777778	13.4	2.98934869855887	7.27777777777778	"0"	0	1.63028522324028	1.89425099385291	1.92521456096564	4.03522088511606	-0.569109744015048	1.48304733671448	191	1	1	7	1	0	0	10	2.8	4	0	0	0	0	4	5	9	5.555555556	6	10	211	240
"187"	"R_15_094"	"Remmene"	25	40	0	0	0	"R"	15.2688888888889	16.5444444444444	13.4888888888889	1.23378613738115	3.05555555555556	"0"	0	0.493017609254481	0.973808536255734	-0.394915807377567	-0.657283401905503	-0.569109744015048	-0.747713370886035	192	3	1	0	0	0	0	4	1.25	2	2	0	0	0	0	1	3	2.666666667	6	4	211	240
"188"	"R_15_095"	"Remmene"	33	40	0	2	0	"R"	15.2822222222222	16.9666666666667	13.0888888888889	1.56369911370442	3.87777777777778	"0"	0	1.63028522324028	0.973808536255734	-0.394915807377567	-0.344449782770732	-0.569109744015048	-0.733149100760242	193	1	3	2	0	0	0	6	2.166666667	3	1	0	0	0	0	5	6	5.166666667	6	6	211	240
"189"	"R_15_096"	"Remmene"	36	45	1	1	0	"R"	16.5555555555556	18.7888888888889	14.1888888888889	1.95912148547187	4.6	"0"	0	2.05676057848495	1.43402976505432	1.92521456096564	-0.500866592338117	-0.569109744015048	0.657738696252922	194	1	4	0	0	0	0	5	1.8	2	1	1	1	0	0	2	5	3.6	6	6	211	240
"190"	"R_15_098"	"Remmene"	16	45	0	0	0	"R"	15.9333333333333	17.2111111111111	14.0222222222222	1.32567452888401	3.18888888888889	"0"	0	-0.786408456479541	1.43402976505432	-0.394915807377567	-0.657283401905503	-0.569109744015048	-0.0219272429507187	196	0	0	1	0	1	0	2	4	5	0	0	0	0	0	2	2	6	6	2	211	240
"191"	"R_15_099"	"Remmene"	35	45	1	2	1	"R"	15.4488888888889	16.5222222222222	13.8444444444444	1.14406691837394	2.67777777777778	"1"	0.693147180559945	1.91460212673673	1.43402976505432	1.92521456096564	-0.344449782770732	-0.263416510086965	-0.551095724187838	197	1	3	1	0	0	0	5	2	3	0	0	0	0	3	2	5	5.4	6	5	211	240
"192"	"R_15_100"	"Remmene"	26	45	0	0	0	"R"	14.8377777777778	15.7888888888889	13.3333333333333	0.996057699020218	2.45555555555556	"0"	0	0.635176061002706	1.43402976505432	-0.394915807377567	-0.657283401905503	-0.569109744015048	-1.21862477161999	198	2	1	0	0	0	0	3	1.333333333	2	0	2	0	0	0	0	2	2	2	3	211	240
"193"	"T_15_001"	"Tånga Hed"	8.7	22.5	4	0	0	"T"	19.1	21.7878787878788	16.1212121212121	2.23579735335672	5.66666666666667	"0"	0	-2.48164785839224	0.18894467180232	0.39711008151454	-0.81135183736013	-0.805883957128083	1.83644207427279	199	3	1	1	3	1	0	9	2.777777778	5	0	0	0	0	0	3	3	6	6	9	210	239
"194"	"T_15_002"	"Tånga Hed"	23.7	30	8	4	0	"T"	17.8363636363636	19.0909090909091	16.0454545454545	1.23391261169762	3.04545454545455	"0"	0	-0.135887111242646	0.97791634189579	2.08380444835981	-0.310186984298101	-0.805883957128083	0.115710964315917	200	0	2	7	6	1	0	16	3.375	5	0	0	0	0	1	10	11	5.909090909	6	16	210	239
"195"	"T_15_003"	"Tånga Hed"	26.7	17.5	5	0	0	"T"	18.5424242424242	21.3333333333333	16.0151515151515	2.3314966308302	5.31818181818182	"0"	0	0.333265038187272	-0.337036441593327	0.818783673225857	-0.81135183736013	-0.805883957128083	1.07717463007119	201	0	2	4	0	0	0	6	2.666666667	3	0	0	0	0	0	6	6	6	6	6	210	239
"196"	"T_15_004"	"Tånga Hed"	25.5	25	7	0	0	"T"	18.0393939393939	20.2575757575758	15.7727272727273	1.80080852295809	4.48484848484848	"0"	0	0.145604178415305	0.451935228500143	1.66213085664849	-0.81135183736013	-0.805883957128083	0.392183348889323	202	1	1	5	1	0	0	8	2.75	4	0	0	0	0	0	7	7	6	6	8	210	239
"197"	"T_15_005"	"Tånga Hed"	29.5	35	7	0	1	"T"	17.4454545454545	19.0454545454545	15.4393939393939	1.47860033171716	3.60606060606061	"1"	0.693147180559945	0.771140377655196	1.50389745529144	1.66213085664849	-0.81135183736013	-0.725607315363874	-0.416601537325415	203	1	7	1	0	0	0	9	2	3	0	0	0	0	1	7	8	5.875	6	9	210	239
"198"	"T_15_006"	"Tånga Hed"	23.3	27.5	5	2	6	"T"	17.1939393939394	19.2878787878788	14.8030303030303	1.78487994751278	4.48484848484848	"1"	1.94591014905531	-0.198440731166635	0.714925785197966	0.818783673225857	-0.560769410829115	-0.324224106542827	-0.759097177916348	204	2	4	2	1	0	0	9	2.222222222	4	0	0	0	0	1	6	7	5.857142857	6	9	210	239
"199"	"T_15_007"	"Tånga Hed"	22.7	27.5	7	1	7	"T"	17.1939393939394	19.2878787878788	14.8030303030303	1.78487994751278	4.48484848484848	"1"	2.07944154167984	-0.292271161052619	0.714925785197966	1.66213085664849	-0.686060624094623	-0.243947464778617	-0.759097177916348	205	0	7	1	0	0	0	8	2.125	3	0	0	0	0	1	7	8	5.875	6	8	210	239
"200"	"T_15_008"	"Tånga Hed"	14	35	4	0	0	"T"	17.4454545454545	19.0454545454545	15.4393939393939	1.47860033171716	3.60606060606061	"0"	0	-1.65281239439938	1.50389745529144	0.39711008151454	-0.81135183736013	-0.805883957128083	-0.416601537325415	206	0	0	3	1	0	0	4	3.25	4	0	0	0	0	0	4	4	6	6	4	210	239
"201"	"T_15_009"	"Tånga Hed"	20	22.5	0	0	35	"T"	17.6121212121212	19.6818181818182	15.3333333333333	1.82416513728735	4.34848484848485	"1"	3.58351893845611	-0.714508095539545	0.18894467180232	-1.28958428533072	-0.81135183736013	2.00379850461925	-0.189646594765155	207	2	1	0	0	0	0	3	1.333333333	2	0	0	1	0	0	0	1	3	3	3	210	239
"202"	"T_15_010"	"Tånga Hed"	24.5	22.5	6	3	30	"T"	17.6121212121212	19.6818181818182	15.3333333333333	1.82416513728735	4.34848484848485	"1"	3.43398720448515	-0.010779871394668	0.18894467180232	1.24045726493717	-0.435478197563608	1.6024152957982	-0.189646594765155	208	1	4	2	1	0	0	8	2.375	4	0	0	0	0	0	7	7	6	6	8	210	239
"203"	"T_15_011"	"Tånga Hed"	22.2	15	3	5	0	"T"	19.1060606060606	22.530303030303	15.1363636363636	2.89912385350152	7.39393939393939	"0"	0	-0.370463185957605	-0.600026998291151	-0.0245635101967757	-0.184895771032593	-0.805883957128083	1.84469498127497	209	1	3	1	0	0	0	5	2	3	0	0	0	1	0	4	5	5.6	6	5	210	239
"204"	"T_15_012"	"Tånga Hed"	23	40	1	4	20	"T"	17.1060606060606	18.8484848484848	14.9848484848485	1.48838537336872	3.86363636363636	"1"	3.04452243772342	-0.245355946109627	2.02987856868708	-0.867910693619408	-0.310186984298101	0.799648878156106	-0.878764329448123	210	1	1	1	1	4	0	8	3.75	5	0	0	1	0	0	3	4	5.25	6	8	210	239
"205"	"T_15_013"	"Tånga Hed"	19.5	10	1	14	1	"T"	18.669696969697	22.0757575757576	15.1818181818182	2.68215791862413	6.89393939393939	"1"	0.693147180559945	-0.792700120444532	-1.1260081116868	-0.867910693619408	0.942725148356972	-0.725607315363874	1.25048567711721	211	0	2	3	1	0	0	6	2.833333333	4	0	0	0	0	4	2	6	5.333333333	6	6	210	239
"206"	"T_15_014"	"Tånga Hed"	21	27.5	4	0	5	"T"	18.2969696969697	20.5151515151515	15.6666666666667	1.85704930887577	4.84848484848485	"1"	1.79175946922805	-0.558124045729573	0.714925785197966	0.39711008151454	-0.81135183736013	-0.404500748307036	0.742931896482449	212	0	0	2	1	1	0	4	3.75	5	0	0	0	0	0	4	4	6	6	4	210	239
"207"	"T_15_015"	"Tånga Hed"	15	10	0	2	20	"T"	18.5272727272727	21.6212121212121	15.3333333333333	2.42274695159936	6.28787878787879	"1"	3.04452243772342	-1.49642834458941	-1.1260081116868	-1.28958428533072	-0.560769410829115	0.799648878156106	1.05654236256571	213	0	3	1	0	0	0	4	2.25	3	0	0	1	0	1	0	2	4	5	4	210	239
"208"	"T_15_016"	"Tånga Hed"	21	15	0	5	12	"T"	17.169696969697	19.2575757575758	13.7878787878788	2.27071272409928	5.46969696969697	"1"	2.56494935746154	-0.558124045729573	-0.600026998291151	-1.28958428533072	-0.184895771032593	0.15743574404243	-0.792108805925117	214	5	2	0	0	0	0	7	1.285714286	2	0	0	0	1	2	3	6	5.333333333	6	7	210	239
"209"	"T_15_017"	"Tånga Hed"	29	40	2	12	40	"T"	17.830303030303	20.469696969697	15.0757575757576	2.11290018693554	5.39393939393939	"1"	3.71357206670431	0.692948352750209	2.02987856868708	-0.446237101908092	0.692142721825958	2.4051817134403	0.107458057313729	215	2	4	1	0	0	0	7	1.857142857	3	0	0	0	0	3	4	7	5.571428571	6	7	210	239
